,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.757,0.122,0.217,0.368,0.228,-0.118,0.197,-0.476,0.281,0.645,-0.686,0.752,-0.027,0.329,0.301,0.467
Goal 2 Score,0.757,1.0,0.163,-0.244,-0.188,-0.074,0.01,-0.331,0.424,-0.225,-0.58,0.614,-0.833,0.195,-0.671,-0.536,-0.106
Goal 3 Score,0.122,0.163,1.0,0.432,-0.407,0.063,0.46,0.509,0.124,-0.03,-0.065,0.106,0.067,-0.423,0.215,0.354,-0.212
Goal 4 Score,0.217,-0.244,0.432,1.0,-0.286,0.329,0.39,0.048,-0.47,0.504,0.219,-0.258,-0.279,0.604,-0.427,-0.517,-0.129
Goal 5 Score,0.368,-0.188,-0.407,-0.286,1.0,0.38,0.708,0.558,0.013,0.155,-0.07,0.084,-0.265,-0.142,-0.048,-0.257,-0.501
Goal 6 Score,0.228,-0.074,0.063,0.329,0.38,1.0,-0.329,-0.328,0.532,-0.507,-0.306,0.399,-0.112,-0.26,0.117,0.258,0.053
Goal 7 Score,-0.118,0.01,0.46,0.39,0.708,-0.329,1.0,-0.641,0.386,-0.377,-0.073,0.175,0.165,-0.069,0.133,0.103,0.353
Goal 8 Score,0.197,-0.331,0.509,0.048,0.558,-0.328,-0.641,1.0,0.228,-0.175,-0.121,0.178,-0.295,0.405,-0.376,-0.158,0.178
Goal 9 Score,-0.476,0.424,0.124,-0.47,0.013,0.532,0.386,0.228,1.0,0.741,0.548,-0.752,0.3,0.561,-0.035,0.022,0.153
Goal 10 Score,0.281,-0.225,-0.03,0.504,0.155,-0.507,-0.377,-0.175,0.741,1.0,-0.584,0.726,-0.267,-0.64,0.185,0.311,-0.224
Goal 11 Score,0.645,-0.58,-0.065,0.219,-0.07,-0.306,-0.073,-0.121,0.548,-0.584,1.0,0.74,-0.54,-0.296,-0.062,0.124,-0.368
Goal 12 Score,-0.686,0.614,0.106,-0.258,0.084,0.399,0.175,0.178,-0.752,0.726,0.74,1.0,0.668,0.455,0.096,0.006,0.328
Goal 13 Score,0.752,-0.833,0.067,-0.279,-0.265,-0.112,0.165,-0.295,0.3,-0.267,-0.54,0.668,1.0,0.125,-0.678,-0.451,-0.343
Goal 14 Score,-0.027,0.195,-0.423,0.604,-0.142,-0.26,-0.069,0.405,0.561,-0.64,-0.296,0.455,0.125,1.0,0.577,0.436,-0.264
Goal 15 Score,0.329,-0.671,0.215,-0.427,-0.048,0.117,0.133,-0.376,-0.035,0.185,-0.062,0.096,-0.678,0.577,1.0,-0.658,0.137
Goal 16 Score,0.301,-0.536,0.354,-0.517,-0.257,0.258,0.103,-0.158,0.022,0.311,0.124,0.006,-0.451,0.436,-0.658,1.0,0.148
Goal 17 Score,0.467,-0.106,-0.212,-0.129,-0.501,0.053,0.353,0.178,0.153,-0.224,-0.368,0.328,-0.343,-0.264,0.137,0.148,1.0
