,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.884,-0.176,-0.833,-0.677,-0.138,-0.288,0.795,-0.826,0.23,0.954,0.692,-0.844,0.641,-0.716,-0.924,0.902
Goal 2 Score,0.884,1.0,0.408,0.867,0.83,-0.051,0.337,-0.942,0.871,-0.136,-0.938,-0.744,0.852,-0.553,0.888,0.904,-0.904
Goal 3 Score,-0.176,0.408,1.0,-0.182,-0.473,-0.037,0.133,0.435,-0.122,-0.287,0.375,0.444,-0.422,0.24,-0.529,-0.158,0.445
Goal 4 Score,-0.833,0.867,-0.182,1.0,-0.554,-0.114,-0.345,0.813,-0.805,0.287,0.904,0.616,-0.669,0.636,-0.775,-0.879,0.823
Goal 5 Score,-0.677,0.83,-0.473,-0.554,1.0,0.35,-0.258,0.888,-0.716,-0.19,0.724,0.654,-0.821,0.251,-0.834,-0.735,0.673
Goal 6 Score,-0.138,-0.051,-0.037,-0.114,0.35,1.0,0.553,-0.166,0.075,0.342,0.116,-0.161,-0.07,0.249,0.156,-0.036,0.129
Goal 7 Score,-0.288,0.337,0.133,-0.345,-0.258,0.553,1.0,0.333,-0.288,-0.103,0.332,0.488,-0.088,0.256,-0.285,-0.285,0.268
Goal 8 Score,0.795,-0.942,0.435,0.813,0.888,-0.166,0.333,1.0,0.838,-0.038,-0.874,-0.715,0.816,-0.468,0.92,0.88,-0.841
Goal 9 Score,-0.826,0.871,-0.122,-0.805,-0.716,0.075,-0.288,0.838,1.0,0.225,0.811,0.534,-0.816,0.424,-0.724,-0.848,0.764
Goal 10 Score,0.23,-0.136,-0.287,0.287,-0.19,0.342,-0.103,-0.038,0.225,1.0,-0.16,0.11,-0.055,-0.091,-0.046,0.276,-0.18
Goal 11 Score,0.954,-0.938,0.375,0.904,0.724,0.116,0.332,-0.874,0.811,-0.16,1.0,-0.774,0.842,-0.669,0.828,0.921,-0.945
Goal 12 Score,0.692,-0.744,0.444,0.616,0.654,-0.161,0.488,-0.715,0.534,0.11,-0.774,1.0,0.707,-0.478,0.699,0.622,-0.749
Goal 13 Score,-0.844,0.852,-0.422,-0.669,-0.821,-0.07,-0.088,0.816,-0.816,-0.055,0.842,0.707,1.0,0.466,-0.778,-0.804,0.787
Goal 14 Score,0.641,-0.553,0.24,0.636,0.251,0.249,0.256,-0.468,0.424,-0.091,-0.669,-0.478,0.466,1.0,0.522,0.558,-0.665
Goal 15 Score,-0.716,0.888,-0.529,-0.775,-0.834,0.156,-0.285,0.92,-0.724,-0.046,0.828,0.699,-0.778,0.522,1.0,-0.802,0.767
Goal 16 Score,-0.924,0.904,-0.158,-0.879,-0.735,-0.036,-0.285,0.88,-0.848,0.276,0.921,0.622,-0.804,0.558,-0.802,1.0,0.843
Goal 17 Score,0.902,-0.904,0.445,0.823,0.673,0.129,0.268,-0.841,0.764,-0.18,-0.945,-0.749,0.787,-0.665,0.767,0.843,1.0
