,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.239,0.794,0.393,-0.036,0.117,-0.218,-0.242,-0.197,-0.148,-0.522,0.203,-0.127,0.044,0.506,0.455,0.39
Goal 2 Score,0.239,1.0,-0.139,0.314,0.162,0.163,0.005,-0.652,0.703,-0.349,-0.188,0.262,-0.171,-0.435,-0.191,0.166,0.048
Goal 3 Score,0.794,-0.139,1.0,-0.12,-0.284,0.358,0.148,0.216,0.199,0.036,0.603,0.066,-0.204,0.022,-0.775,-0.581,-0.457
Goal 4 Score,0.393,0.314,-0.12,1.0,0.246,-0.25,0.113,0.417,-0.293,0.148,0.315,-0.221,0.111,0.031,-0.155,-0.232,-0.153
Goal 5 Score,-0.036,0.162,-0.284,0.246,1.0,0.281,0.103,0.245,-0.168,-0.12,0.072,-0.203,0.066,0.409,-0.251,-0.121,-0.324
Goal 6 Score,0.117,0.163,0.358,-0.25,0.281,1.0,0.471,0.343,-0.333,0.519,-0.015,-0.698,0.693,0.182,0.51,0.074,0.027
Goal 7 Score,-0.218,0.005,0.148,0.113,0.103,0.471,1.0,-0.322,0.224,-0.25,0.079,0.39,-0.215,-0.172,0.144,0.147,0.206
Goal 8 Score,-0.242,-0.652,0.216,0.417,0.245,0.343,-0.322,1.0,0.795,-0.52,-0.417,0.491,-0.262,-0.455,0.043,0.522,0.365
Goal 9 Score,-0.197,0.703,0.199,-0.293,-0.168,-0.333,0.224,0.795,1.0,0.495,0.076,-0.518,0.254,0.465,0.248,-0.223,-0.297
Goal 10 Score,-0.148,-0.349,0.036,0.148,-0.12,0.519,-0.25,-0.52,0.495,1.0,-0.464,0.549,-0.475,-0.27,-0.238,0.528,0.149
Goal 11 Score,-0.522,-0.188,0.603,0.315,0.072,-0.015,0.079,-0.417,0.076,-0.464,1.0,0.042,0.023,0.106,0.398,0.782,0.158
Goal 12 Score,0.203,0.262,0.066,-0.221,-0.203,-0.698,0.39,0.491,-0.518,0.549,0.042,1.0,0.904,0.629,0.37,-0.005,-0.383
Goal 13 Score,-0.127,-0.171,-0.204,0.111,0.066,0.693,-0.215,-0.262,0.254,-0.475,0.023,0.904,1.0,-0.544,-0.543,-0.17,0.132
Goal 14 Score,0.044,-0.435,0.022,0.031,0.409,0.182,-0.172,-0.455,0.465,-0.27,0.106,0.629,-0.544,1.0,-0.224,-0.136,0.527
Goal 15 Score,0.506,-0.191,-0.775,-0.155,-0.251,0.51,0.144,0.043,0.248,-0.238,0.398,0.37,-0.543,-0.224,1.0,-0.494,-0.146
Goal 16 Score,0.455,0.166,-0.581,-0.232,-0.121,0.074,0.147,0.522,-0.223,0.528,0.782,-0.005,-0.17,-0.136,-0.494,1.0,-0.16
Goal 17 Score,0.39,0.048,-0.457,-0.153,-0.324,0.027,0.206,0.365,-0.297,0.149,0.158,-0.383,0.132,0.527,-0.146,-0.16,1.0
