,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.461,0.557,0.492,-0.369,-0.172,0.595,-0.22,0.158,0.293,-0.383,0.06,-0.114,-0.523,0.257,-0.385,0.208
Goal 2 Score,-0.461,1.0,0.084,0.07,-0.583,0.278,0.115,-0.065,0.176,-0.154,0.23,0.01,-0.24,-0.631,0.683,0.163,0.462
Goal 3 Score,0.557,0.084,1.0,0.033,-0.336,0.205,0.165,-0.147,0.31,0.068,-0.171,-0.714,0.502,0.488,-0.325,0.42,0.458
Goal 4 Score,0.492,0.07,0.033,1.0,0.33,0.591,-0.804,0.739,-0.652,-0.488,0.855,0.345,-0.404,-0.138,0.013,0.019,-0.206
Goal 5 Score,-0.369,-0.583,-0.336,0.33,1.0,0.352,0.537,-0.219,0.436,0.076,-0.307,-0.596,0.376,-0.14,0.215,0.008,0.659
Goal 6 Score,-0.172,0.278,0.205,0.591,0.352,1.0,0.381,-0.508,0.449,0.387,-0.47,0.054,0.203,0.326,-0.059,-0.173,-0.147
Goal 7 Score,0.595,0.115,0.165,-0.804,0.537,0.381,1.0,0.613,-0.62,-0.488,0.88,0.592,-0.509,-0.134,0.146,0.216,-0.472
Goal 8 Score,-0.22,-0.065,-0.147,0.739,-0.219,-0.508,0.613,1.0,0.617,-0.002,-0.549,-0.424,0.308,0.191,0.246,0.242,0.301
Goal 9 Score,0.158,0.176,0.31,-0.652,0.436,0.449,-0.62,0.617,1.0,-0.294,0.538,0.363,-0.514,-0.314,-0.054,0.027,-0.289
Goal 10 Score,0.293,-0.154,0.068,-0.488,0.076,0.387,-0.488,-0.002,-0.294,1.0,0.593,0.146,-0.319,-0.153,0.484,0.413,0.085
Goal 11 Score,-0.383,0.23,-0.171,0.855,-0.307,-0.47,0.88,-0.549,0.538,0.593,1.0,-0.52,0.583,0.342,-0.391,-0.167,0.234
Goal 12 Score,0.06,0.01,-0.714,0.345,-0.596,0.054,0.592,-0.424,0.363,0.146,-0.52,1.0,0.747,0.422,-0.257,0.123,0.666
Goal 13 Score,-0.114,-0.24,0.502,-0.404,0.376,0.203,-0.509,0.308,-0.514,-0.319,0.583,0.747,1.0,-0.611,0.382,0.017,-0.359
Goal 14 Score,-0.523,-0.631,0.488,-0.138,-0.14,0.326,-0.134,0.191,-0.314,-0.153,0.342,0.422,-0.611,1.0,0.544,0.006,0.019
Goal 15 Score,0.257,0.683,-0.325,0.013,0.215,-0.059,0.146,0.246,-0.054,0.484,-0.391,-0.257,0.382,0.544,1.0,-0.258,-0.238
Goal 16 Score,-0.385,0.163,0.42,0.019,0.008,-0.173,0.216,0.242,0.027,0.413,-0.167,0.123,0.017,0.006,-0.258,1.0,-0.269
Goal 17 Score,0.208,0.462,0.458,-0.206,0.659,-0.147,-0.472,0.301,-0.289,0.085,0.234,0.666,-0.359,0.019,-0.238,-0.269,1.0
