,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.289,0.274,-0.258,0.148,0.345,-0.297,-0.03,-0.173,0.032,0.314,-0.331,0.27,0.561,-0.215,0.169,-0.202
Goal 2 Score,0.289,1.0,-0.826,0.979,-0.806,-0.488,0.968,0.533,-0.461,-0.763,-0.965,0.943,-0.967,-0.738,0.745,0.07,0.355
Goal 3 Score,0.274,-0.826,1.0,0.899,-0.613,-0.606,0.906,0.381,-0.629,-0.692,-0.699,0.843,-0.903,-0.64,0.632,0.241,0.673
Goal 4 Score,-0.258,0.979,0.899,1.0,0.813,0.534,-0.976,-0.546,0.536,0.803,0.927,-0.956,0.987,0.737,-0.731,-0.118,-0.447
Goal 5 Score,0.148,-0.806,-0.613,0.813,1.0,-0.304,0.808,0.802,-0.38,-0.662,-0.832,0.838,-0.814,-0.647,0.556,-0.144,0.045
Goal 6 Score,0.345,-0.488,-0.606,0.534,-0.304,1.0,0.574,0.181,-0.404,-0.414,-0.387,0.427,-0.516,-0.4,0.461,0.206,0.527
Goal 7 Score,-0.297,0.968,0.906,-0.976,0.808,0.574,1.0,-0.514,0.524,0.705,0.912,-0.934,0.972,0.748,-0.701,-0.047,-0.461
Goal 8 Score,-0.03,0.533,0.381,-0.546,0.802,0.181,-0.514,1.0,0.467,0.621,0.535,-0.624,0.588,0.35,-0.394,0.224,0.194
Goal 9 Score,-0.173,-0.461,-0.629,0.536,-0.38,-0.404,0.524,0.467,1.0,-0.609,-0.34,0.456,-0.576,-0.17,0.351,0.194,0.336
Goal 10 Score,0.032,-0.763,-0.692,0.803,-0.662,-0.414,0.705,0.621,-0.609,1.0,-0.702,0.792,-0.814,-0.513,0.739,0.322,0.216
Goal 11 Score,0.314,-0.965,-0.699,0.927,-0.832,-0.387,0.912,0.535,-0.34,-0.702,1.0,0.911,-0.913,-0.767,0.688,-0.056,0.244
Goal 12 Score,-0.331,0.943,0.843,-0.956,0.838,0.427,-0.934,-0.624,0.456,0.792,0.911,1.0,0.978,0.826,-0.695,-0.025,-0.369
Goal 13 Score,0.27,-0.967,-0.903,0.987,-0.814,-0.516,0.972,0.588,-0.576,-0.814,-0.913,0.978,1.0,-0.765,0.715,0.078,0.444
Goal 14 Score,0.561,-0.738,-0.64,0.737,-0.647,-0.4,0.748,0.35,-0.17,-0.513,-0.767,0.826,-0.765,1.0,0.515,-0.11,0.386
Goal 15 Score,-0.215,0.745,0.632,-0.731,0.556,0.461,-0.701,-0.394,0.351,0.739,0.688,-0.695,0.715,0.515,1.0,-0.341,-0.112
Goal 16 Score,0.169,0.07,0.241,-0.118,-0.144,0.206,-0.047,0.224,0.194,0.322,-0.056,-0.025,0.078,-0.11,-0.341,1.0,-0.212
Goal 17 Score,-0.202,0.355,0.673,-0.447,0.045,0.527,-0.461,0.194,0.336,0.216,0.244,-0.369,0.444,0.386,-0.112,-0.212,1.0
