,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.907,0.886,0.854,0.073,-0.853,0.37,-0.703,0.193,0.731,-0.864,-0.838,-0.368,0.686,-0.1,-0.851,0.582
Goal 2 Score,-0.907,1.0,0.953,0.943,-0.12,-0.965,0.193,-0.829,0.153,0.853,-0.957,-0.92,-0.449,0.849,-0.237,-0.866,0.534
Goal 3 Score,0.886,0.953,1.0,-0.973,0.22,0.978,0.005,0.917,0.034,-0.938,0.99,0.95,0.583,-0.931,0.277,0.93,-0.406
Goal 4 Score,0.854,0.943,-0.973,1.0,0.267,0.974,0.04,0.944,0.069,-0.939,0.991,0.929,0.674,-0.947,0.256,0.891,-0.357
Goal 5 Score,0.073,-0.12,0.22,0.267,1.0,-0.211,-0.461,-0.331,-0.169,0.295,-0.243,-0.254,-0.454,0.432,-0.64,-0.223,-0.108
Goal 6 Score,-0.853,-0.965,0.978,0.974,-0.211,1.0,0.051,-0.908,0.016,0.924,-0.988,-0.926,-0.576,0.927,-0.256,-0.872,0.431
Goal 7 Score,0.37,0.193,0.005,0.04,-0.461,0.051,1.0,-0.276,-0.668,0.232,-0.014,-0.023,-0.439,0.278,-0.218,-0.034,-0.624
Goal 8 Score,-0.703,-0.829,0.917,0.944,-0.331,-0.908,-0.276,1.0,-0.254,0.977,-0.93,-0.874,-0.77,0.963,-0.264,-0.846,0.122
Goal 9 Score,0.193,0.153,0.034,0.069,-0.169,0.016,-0.668,-0.254,1.0,0.277,-0.045,-0.127,-0.648,0.267,0.077,-0.135,-0.591
Goal 10 Score,0.731,0.853,-0.938,-0.939,0.295,0.924,0.232,0.977,0.277,1.0,0.939,0.917,0.745,-0.971,0.294,0.904,-0.128
Goal 11 Score,-0.864,-0.957,0.99,0.991,-0.243,-0.988,-0.014,-0.93,-0.045,0.939,1.0,-0.944,-0.625,0.947,-0.274,-0.902,0.39
Goal 12 Score,-0.838,-0.92,0.95,0.929,-0.254,-0.926,-0.023,-0.874,-0.127,0.917,-0.944,1.0,-0.598,0.917,-0.322,-0.95,0.318
Goal 13 Score,-0.368,-0.449,0.583,0.674,-0.454,-0.576,-0.439,-0.77,-0.648,0.745,-0.625,-0.598,1.0,0.758,-0.211,-0.604,-0.232
Goal 14 Score,0.686,0.849,-0.931,-0.947,0.432,0.927,0.278,0.963,0.267,-0.971,0.947,0.917,0.758,1.0,0.36,0.868,-0.171
Goal 15 Score,-0.1,-0.237,0.277,0.256,-0.64,-0.256,-0.218,-0.264,0.077,0.294,-0.274,-0.322,-0.211,0.36,1.0,-0.303,-0.05
Goal 16 Score,-0.851,-0.866,0.93,0.891,-0.223,-0.872,-0.034,-0.846,-0.135,0.904,-0.902,-0.95,-0.604,0.868,-0.303,1.0,0.254
Goal 17 Score,0.582,0.534,-0.406,-0.357,-0.108,0.431,-0.624,0.122,-0.591,-0.128,0.39,0.318,-0.232,-0.171,-0.05,0.254,1.0
