,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.265,0.059,0.429,-0.243,0.39,0.125,0.224,-0.467,-0.189,-0.231,-0.251,-0.392,0.089,-0.253,0.036,-0.254
Goal 2 Score,-0.265,1.0,-0.859,0.486,-0.243,0.517,0.585,0.652,-0.784,-0.899,-0.228,0.514,-0.863,-0.146,-0.639,0.771,-0.438
Goal 3 Score,0.059,-0.859,1.0,0.466,-0.051,0.346,0.568,0.552,-0.611,-0.823,-0.301,0.578,-0.688,-0.271,-0.499,0.833,-0.329
Goal 4 Score,0.429,0.486,0.466,1.0,0.088,-0.125,-0.061,-0.341,0.316,0.367,0.791,-0.085,0.396,0.162,0.289,-0.333,0.324
Goal 5 Score,-0.243,-0.243,-0.051,0.088,1.0,0.697,-0.311,0.499,-0.298,-0.1,0.312,-0.373,-0.484,0.218,-0.69,-0.295,-0.723
Goal 6 Score,0.39,0.517,0.346,-0.125,0.697,1.0,0.042,-0.62,0.64,0.432,-0.303,-0.031,0.69,-0.018,0.694,-0.108,0.621
Goal 7 Score,0.125,0.585,0.568,-0.061,-0.311,0.042,1.0,-0.187,0.464,0.642,0.265,-0.547,0.366,0.259,0.079,-0.802,-0.051
Goal 8 Score,0.224,0.652,0.552,-0.341,0.499,-0.62,-0.187,1.0,0.599,0.621,0.062,-0.243,0.596,0.015,0.463,-0.304,0.355
Goal 9 Score,-0.467,-0.784,-0.611,0.316,-0.298,0.64,0.464,0.599,1.0,-0.831,-0.033,0.438,-0.916,-0.06,-0.572,0.649,-0.438
Goal 10 Score,-0.189,-0.899,-0.823,0.367,-0.1,0.432,0.642,0.621,-0.831,1.0,-0.162,0.665,-0.817,-0.129,-0.463,0.863,-0.266
Goal 11 Score,-0.231,-0.228,-0.301,0.791,0.312,-0.303,0.265,0.062,-0.033,-0.162,1.0,0.094,-0.038,-0.212,0.04,0.349,-0.031
Goal 12 Score,-0.251,0.514,0.578,-0.085,-0.373,-0.031,-0.547,-0.243,0.438,0.665,0.094,1.0,0.37,0.416,-0.028,-0.76,-0.148
Goal 13 Score,-0.392,-0.863,-0.688,0.396,-0.484,0.69,0.366,0.596,-0.916,-0.817,-0.038,0.37,1.0,-0.039,-0.802,0.587,-0.654
Goal 14 Score,0.089,-0.146,-0.271,0.162,0.218,-0.018,0.259,0.015,-0.06,-0.129,-0.212,0.416,-0.039,1.0,0.172,0.263,0.014
Goal 15 Score,-0.253,-0.639,-0.499,0.289,-0.69,0.694,0.079,0.463,-0.572,-0.463,0.04,-0.028,-0.802,0.172,1.0,0.22,-0.875
Goal 16 Score,0.036,0.771,0.833,-0.333,-0.295,-0.108,-0.802,-0.304,0.649,0.863,0.349,-0.76,0.587,0.263,0.22,1.0,0.063
Goal 17 Score,-0.254,-0.438,-0.329,0.324,-0.723,0.621,-0.051,0.355,-0.438,-0.266,-0.031,-0.148,-0.654,0.014,-0.875,0.063,1.0
