,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.12,0.321,0.551,-0.83,0.414,0.18,0.173,0.011,0.288,0.118,-0.141,-0.139,-0.304,0.019,-0.419,0.38
Goal 2 Score,0.12,1.0,0.454,-0.28,0.003,-0.226,0.209,0.605,0.225,-0.317,-0.388,0.099,0.327,-0.594,0.166,0.031,-0.202
Goal 3 Score,0.321,0.454,1.0,-0.188,0.195,0.381,0.27,-0.716,0.2,-0.239,0.392,-0.067,-0.442,0.598,-0.609,0.671,0.415
Goal 4 Score,0.551,-0.28,-0.188,1.0,0.505,-0.052,0.349,-0.052,0.179,-0.531,-0.067,0.007,0.025,-0.028,-0.324,0.579,0.204
Goal 5 Score,-0.83,0.003,0.195,0.505,1.0,0.53,0.212,0.088,0.177,0.059,0.05,-0.087,-0.093,-0.318,0.0,-0.291,0.327
Goal 6 Score,0.414,-0.226,0.381,-0.052,0.53,1.0,-0.339,0.475,-0.088,0.355,0.007,-0.233,0.713,-0.082,0.5,-0.373,-0.526
Goal 7 Score,0.18,0.209,0.27,0.349,0.212,-0.339,1.0,-0.066,-0.345,0.316,0.235,0.025,0.146,-0.13,0.514,-0.485,-0.557
Goal 8 Score,0.173,0.605,-0.716,-0.052,0.088,0.475,-0.066,1.0,0.092,-0.165,0.445,0.061,-0.489,0.486,-0.423,0.45,0.235
Goal 9 Score,0.011,0.225,0.2,0.179,0.177,-0.088,-0.345,0.092,1.0,0.235,-0.09,-0.216,-0.104,0.031,0.479,-0.318,-0.234
Goal 10 Score,0.288,-0.317,-0.239,-0.531,0.059,0.355,0.316,-0.165,0.235,1.0,-0.138,0.226,-0.269,-0.086,-0.405,0.627,0.247
Goal 11 Score,0.118,-0.388,0.392,-0.067,0.05,0.007,0.235,0.445,-0.09,-0.138,1.0,0.336,0.095,0.007,0.11,0.027,-0.206
Goal 12 Score,-0.141,0.099,-0.067,0.007,-0.087,-0.233,0.025,0.061,-0.216,0.226,0.336,1.0,0.502,-0.069,0.231,-0.249,0.198
Goal 13 Score,-0.139,0.327,-0.442,0.025,-0.093,0.713,0.146,-0.489,-0.104,-0.269,0.095,0.502,1.0,0.237,-0.465,0.363,0.317
Goal 14 Score,-0.304,-0.594,0.598,-0.028,-0.318,-0.082,-0.13,0.486,0.031,-0.086,0.007,-0.069,0.237,1.0,0.428,-0.37,-0.112
Goal 15 Score,0.019,0.166,-0.609,-0.324,0.0,0.5,0.514,-0.423,0.479,-0.405,0.11,0.231,-0.465,0.428,1.0,0.73,0.646
Goal 16 Score,-0.419,0.031,0.671,0.579,-0.291,-0.373,-0.485,0.45,-0.318,0.627,0.027,-0.249,0.363,-0.37,0.73,1.0,-0.422
Goal 17 Score,0.38,-0.202,0.415,0.204,0.327,-0.526,-0.557,0.235,-0.234,0.247,-0.206,0.198,0.317,-0.112,0.646,-0.422,1.0
