,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.84,-0.875,0.916,0.776,0.843,0.707,-0.908,0.831,-0.856,0.814,0.908,0.524,-0.714,0.814,0.954,0.834
Goal 2 Score,-0.84,1.0,-0.994,0.884,0.963,0.979,0.959,-0.972,0.997,-0.535,0.994,0.972,0.863,-0.846,0.498,0.882,0.504
Goal 3 Score,-0.875,-0.994,1.0,0.897,0.964,0.981,0.94,-0.989,0.994,-0.6,0.989,0.987,0.83,-0.863,0.559,0.917,0.572
Goal 4 Score,0.916,0.884,0.897,1.0,-0.758,-0.861,-0.801,0.887,-0.87,0.689,-0.858,-0.889,-0.581,0.64,-0.666,-0.854,-0.654
Goal 5 Score,0.776,0.963,0.964,-0.758,1.0,-0.957,-0.924,0.954,-0.971,0.497,-0.963,-0.95,-0.894,0.915,-0.457,-0.869,-0.473
Goal 6 Score,0.843,0.979,0.981,-0.861,-0.957,1.0,-0.93,0.965,-0.978,0.537,-0.975,-0.968,-0.866,0.848,-0.48,-0.89,-0.502
Goal 7 Score,0.707,0.959,0.94,-0.801,-0.924,-0.93,1.0,0.895,-0.961,0.321,-0.963,-0.888,-0.893,0.797,-0.293,-0.744,-0.29
Goal 8 Score,-0.908,-0.972,-0.989,0.887,0.954,0.965,0.895,1.0,0.977,-0.68,0.967,0.993,0.783,-0.866,0.632,0.952,0.655
Goal 9 Score,0.831,0.997,0.994,-0.87,-0.971,-0.978,-0.961,0.977,1.0,0.529,-0.996,-0.974,-0.867,0.865,-0.487,-0.88,-0.5
Goal 10 Score,-0.856,-0.535,-0.6,0.689,0.497,0.537,0.321,-0.68,0.529,1.0,0.504,0.688,0.153,-0.5,0.967,0.847,0.99
Goal 11 Score,0.814,0.994,0.989,-0.858,-0.963,-0.975,-0.963,0.967,-0.996,0.504,1.0,-0.966,-0.878,0.844,-0.458,-0.865,-0.478
Goal 12 Score,0.908,0.972,0.987,-0.889,-0.95,-0.968,-0.888,0.993,-0.974,0.688,-0.966,1.0,-0.777,0.863,-0.64,-0.957,-0.663
Goal 13 Score,0.524,0.863,0.83,-0.581,-0.894,-0.866,-0.893,0.783,-0.867,0.153,-0.878,-0.777,1.0,0.754,-0.099,-0.64,-0.118
Goal 14 Score,-0.714,-0.846,-0.863,0.64,0.915,0.848,0.797,-0.866,0.865,-0.5,0.844,0.863,0.754,1.0,0.471,0.8,0.48
Goal 15 Score,0.814,0.498,0.559,-0.666,-0.457,-0.48,-0.293,0.632,-0.487,0.967,-0.458,-0.64,-0.099,0.471,1.0,-0.796,-0.963
Goal 16 Score,0.954,0.882,0.917,-0.854,-0.869,-0.89,-0.744,0.952,-0.88,0.847,-0.865,-0.957,-0.64,0.8,-0.796,1.0,-0.824
Goal 17 Score,0.834,0.504,0.572,-0.654,-0.473,-0.502,-0.29,0.655,-0.5,0.99,-0.478,-0.663,-0.118,0.48,-0.963,-0.824,1.0
