,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.936,0.871,-0.536,-0.6,-0.459,-0.722,0.047,-0.83,0.84,0.92,0.88,-0.914,0.832,0.816,-0.815,-0.858
Goal 2 Score,0.936,1.0,-0.92,0.69,0.677,0.572,0.794,-0.122,0.798,-0.814,-0.973,-0.957,0.967,-0.934,-0.836,0.82,0.894
Goal 3 Score,0.871,-0.92,1.0,0.722,0.779,0.681,0.804,-0.276,0.823,-0.646,-0.903,-0.861,0.918,-0.912,-0.889,0.896,0.779
Goal 4 Score,-0.536,0.69,0.722,1.0,-0.664,-0.269,-0.736,0.24,-0.504,0.409,0.734,0.644,-0.587,0.808,0.731,-0.697,-0.586
Goal 5 Score,-0.6,0.677,0.779,-0.664,1.0,-0.451,-0.697,0.712,-0.762,0.266,0.654,0.643,-0.71,0.751,0.754,-0.701,-0.388
Goal 6 Score,-0.459,0.572,0.681,-0.269,-0.451,1.0,-0.359,0.19,-0.41,0.419,0.549,0.549,-0.661,0.56,0.499,-0.5,-0.464
Goal 7 Score,-0.722,0.794,0.804,-0.736,-0.697,-0.359,1.0,0.164,-0.66,0.632,0.835,0.784,-0.763,0.855,0.7,-0.694,-0.721
Goal 8 Score,0.047,-0.122,-0.276,0.24,0.712,0.19,0.164,1.0,0.41,0.29,-0.054,-0.142,0.209,-0.206,-0.316,0.198,-0.196
Goal 9 Score,-0.83,0.798,0.823,-0.504,-0.762,-0.41,-0.66,0.41,1.0,0.527,0.719,0.692,-0.828,0.686,0.803,-0.804,-0.575
Goal 10 Score,0.84,-0.814,-0.646,0.409,0.266,0.419,0.632,0.29,0.527,1.0,-0.844,-0.819,0.78,-0.734,-0.566,0.529,0.876
Goal 11 Score,0.92,-0.973,-0.903,0.734,0.654,0.549,0.835,-0.054,0.719,-0.844,1.0,-0.958,0.937,-0.958,-0.837,0.795,0.925
Goal 12 Score,0.88,-0.957,-0.861,0.644,0.643,0.549,0.784,-0.142,0.692,-0.819,-0.958,1.0,0.954,-0.938,-0.772,0.671,0.907
Goal 13 Score,-0.914,0.967,0.918,-0.587,-0.71,-0.661,-0.763,0.209,-0.828,0.78,0.937,0.954,1.0,0.903,0.814,-0.768,-0.855
Goal 14 Score,0.832,-0.934,-0.912,0.808,0.751,0.56,0.855,-0.206,0.686,-0.734,-0.958,-0.938,0.903,1.0,-0.805,0.761,0.834
Goal 15 Score,0.816,-0.836,-0.889,0.731,0.754,0.499,0.7,-0.316,0.803,-0.566,-0.837,-0.772,0.814,-0.805,1.0,0.848,0.726
Goal 16 Score,-0.815,0.82,0.896,-0.697,-0.701,-0.5,-0.694,0.198,-0.804,0.529,0.795,0.671,-0.768,0.761,0.848,1.0,-0.658
Goal 17 Score,-0.858,0.894,0.779,-0.586,-0.388,-0.464,-0.721,-0.196,-0.575,0.876,0.925,0.907,-0.855,0.834,0.726,-0.658,1.0
