,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.7,-0.631,0.735,-0.405,-0.164,0.926,-0.473,-0.587,-0.522,0.714,0.775,-0.87,-0.669,-0.306,0.147,0.755
Goal 2 Score,0.7,1.0,0.739,-0.652,0.475,-0.113,-0.605,0.461,0.585,0.136,-0.762,-0.495,0.561,0.341,0.562,-0.331,-0.446
Goal 3 Score,-0.631,0.739,1.0,0.889,-0.728,0.198,0.545,-0.529,-0.184,-0.105,0.891,0.409,-0.44,-0.328,-0.425,0.449,0.364
Goal 4 Score,0.735,-0.652,0.889,1.0,0.723,0.013,-0.666,0.68,0.165,0.356,-0.764,-0.607,0.638,0.487,0.201,-0.363,-0.534
Goal 5 Score,-0.405,0.475,-0.728,0.723,1.0,0.185,0.341,-0.398,-0.015,0.058,0.643,0.145,-0.227,-0.029,-0.175,0.204,0.186
Goal 6 Score,-0.164,-0.113,0.198,0.013,0.185,1.0,0.391,-0.1,0.039,-0.521,-0.049,0.152,-0.341,-0.396,0.595,-0.437,0.466
Goal 7 Score,0.926,-0.605,0.545,-0.666,0.341,0.391,1.0,0.509,0.483,0.612,-0.627,-0.731,0.881,0.707,0.081,-0.005,-0.774
Goal 8 Score,-0.473,0.461,-0.529,0.68,-0.398,-0.1,0.509,1.0,0.147,-0.318,0.366,0.481,-0.447,-0.333,-0.093,0.477,0.231
Goal 9 Score,-0.587,0.585,-0.184,0.165,-0.015,0.039,0.483,0.147,1.0,-0.219,0.387,0.452,-0.588,-0.278,-0.391,-0.139,0.498
Goal 10 Score,-0.522,0.136,-0.105,0.356,0.058,-0.521,0.612,-0.318,-0.219,1.0,0.148,0.617,-0.679,-0.689,0.336,0.015,0.749
Goal 11 Score,0.714,-0.762,0.891,-0.764,0.643,-0.049,-0.627,0.366,0.387,0.148,1.0,-0.438,0.51,0.338,0.378,-0.193,-0.456
Goal 12 Score,0.775,-0.495,0.409,-0.607,0.145,0.152,-0.731,0.481,0.452,0.617,-0.438,1.0,0.908,0.686,0.101,-0.142,-0.706
Goal 13 Score,-0.87,0.561,-0.44,0.638,-0.227,-0.341,0.881,-0.447,-0.588,-0.679,0.51,0.908,1.0,-0.736,-0.028,-0.066,0.834
Goal 14 Score,-0.669,0.341,-0.328,0.487,-0.029,-0.396,0.707,-0.333,-0.278,-0.689,0.338,0.686,-0.736,1.0,0.098,0.013,0.716
Goal 15 Score,-0.306,0.562,-0.425,0.201,-0.175,0.595,0.081,-0.093,-0.391,0.336,0.378,0.101,-0.028,0.098,1.0,0.552,-0.081
Goal 16 Score,0.147,-0.331,0.449,-0.363,0.204,-0.437,-0.005,0.477,-0.139,0.015,-0.193,-0.142,-0.066,0.013,0.552,1.0,0.134
Goal 17 Score,0.755,-0.446,0.364,-0.534,0.186,0.466,-0.774,0.231,0.498,0.749,-0.456,-0.706,0.834,0.716,-0.081,0.134,1.0
