,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.17,0.401,-0.097,0.383,-0.289,0.284,0.086,0.437,0.451,-0.074,-0.827,0.77,0.335,0.07,-0.063,0.523
Goal 2 Score,-0.17,1.0,0.801,0.611,0.832,-0.914,0.927,0.756,0.643,-0.518,-0.902,-0.398,0.56,0.73,0.95,0.921,0.641
Goal 3 Score,0.401,0.801,1.0,-0.312,-0.781,0.932,-0.899,-0.805,-0.491,0.498,0.852,0.487,-0.651,-0.863,-0.853,-0.779,-0.73
Goal 4 Score,-0.097,0.611,-0.312,1.0,-0.31,0.477,-0.509,-0.236,-0.3,0.347,0.664,-0.07,-0.007,-0.195,-0.527,-0.617,0.038
Goal 5 Score,0.383,0.832,-0.781,-0.31,1.0,0.836,-0.807,-0.64,-0.675,0.221,0.703,0.532,-0.746,-0.685,-0.807,-0.685,-0.745
Goal 6 Score,-0.289,-0.914,0.932,0.477,0.836,1.0,0.986,0.863,0.576,-0.54,-0.932,-0.501,0.647,0.898,0.939,0.9,0.767
Goal 7 Score,0.284,0.927,-0.899,-0.509,-0.807,0.986,1.0,-0.858,-0.579,0.542,0.939,0.503,-0.627,-0.882,-0.933,-0.906,-0.754
Goal 8 Score,0.086,0.756,-0.805,-0.236,-0.64,0.863,-0.858,1.0,-0.375,0.621,0.823,0.329,-0.478,-0.869,-0.834,-0.825,-0.773
Goal 9 Score,0.437,0.643,-0.491,-0.3,-0.675,0.576,-0.579,-0.375,1.0,0.095,0.428,0.465,-0.717,-0.394,-0.558,-0.418,-0.568
Goal 10 Score,0.451,-0.518,0.498,0.347,0.221,-0.54,0.542,0.621,0.095,1.0,-0.644,0.238,-0.09,0.473,0.64,0.71,0.197
Goal 11 Score,-0.074,-0.902,0.852,0.664,0.703,-0.932,0.939,0.823,0.428,-0.644,1.0,-0.259,0.383,0.795,0.92,0.959,0.566
Goal 12 Score,-0.827,-0.398,0.487,-0.07,0.532,-0.501,0.503,0.329,0.465,0.238,-0.259,1.0,0.867,0.586,0.308,0.202,0.746
Goal 13 Score,0.77,0.56,-0.651,-0.007,-0.746,0.647,-0.627,-0.478,-0.717,-0.09,0.383,0.867,1.0,-0.618,-0.522,-0.329,-0.833
Goal 14 Score,0.335,0.73,-0.863,-0.195,-0.685,0.898,-0.882,-0.869,-0.394,0.473,0.795,0.586,-0.618,1.0,-0.774,-0.773,-0.849
Goal 15 Score,0.07,0.95,-0.853,-0.527,-0.807,0.939,-0.933,-0.834,-0.558,0.64,0.92,0.308,-0.522,-0.774,1.0,-0.935,-0.664
Goal 16 Score,-0.063,0.921,-0.779,-0.617,-0.685,0.9,-0.906,-0.825,-0.418,0.71,0.959,0.202,-0.329,-0.773,-0.935,1.0,-0.559
Goal 17 Score,0.523,0.641,-0.73,0.038,-0.745,0.767,-0.754,-0.773,-0.568,0.197,0.566,0.746,-0.833,-0.849,-0.664,-0.559,1.0
