,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.717,-0.572,0.598,0.183,0.833,0.243,0.282,0.404,0.159,-0.641,0.18,0.411,-0.41,-0.135,0.51,0.754
Goal 2 Score,-0.717,1.0,-0.65,0.745,0.424,0.511,-0.123,0.301,0.235,0.238,-0.568,-0.096,0.375,-0.644,0.069,0.388,0.359
Goal 3 Score,-0.572,-0.65,1.0,0.922,0.475,0.428,-0.227,0.316,0.031,0.704,-0.439,-0.425,0.412,-0.613,-0.335,-0.117,0.258
Goal 4 Score,0.598,0.745,0.922,1.0,-0.425,-0.31,0.378,-0.399,0.095,-0.6,0.506,0.494,-0.387,0.746,0.159,0.038,-0.182
Goal 5 Score,0.183,0.424,0.475,-0.425,1.0,-0.138,0.301,0.09,-0.226,-0.567,0.089,0.243,-0.489,0.259,0.572,0.044,0.125
Goal 6 Score,0.833,0.511,0.428,-0.31,-0.138,1.0,-0.412,-0.228,-0.48,-0.067,0.592,-0.454,-0.315,0.18,0.168,-0.503,-0.866
Goal 7 Score,0.243,-0.123,-0.227,0.378,0.301,-0.412,1.0,0.269,-0.281,0.165,0.34,-0.489,0.354,-0.639,0.108,-0.197,-0.526
Goal 8 Score,0.282,0.301,0.316,-0.399,0.09,-0.228,0.269,1.0,0.423,-0.089,0.421,0.228,-0.17,0.488,-0.35,0.015,-0.396
Goal 9 Score,0.404,0.235,0.031,0.095,-0.226,-0.48,-0.281,0.423,1.0,0.189,-0.098,-0.534,-0.491,-0.044,0.277,-0.48,-0.261
Goal 10 Score,0.159,0.238,0.704,-0.6,-0.567,-0.067,0.165,-0.089,0.189,1.0,0.278,0.68,-0.222,0.192,0.687,0.624,0.039
Goal 11 Score,-0.641,-0.568,-0.439,0.506,0.089,0.592,0.34,0.421,-0.098,0.278,1.0,-0.09,-0.005,-0.237,-0.03,0.135,0.655
Goal 12 Score,0.18,-0.096,-0.425,0.494,0.243,-0.454,-0.489,0.228,-0.534,0.68,-0.09,1.0,0.17,-0.317,-0.258,-0.725,-0.399
Goal 13 Score,0.411,0.375,0.412,-0.387,-0.489,-0.315,0.354,-0.17,-0.491,-0.222,-0.005,0.17,1.0,0.426,0.349,-0.169,-0.158
Goal 14 Score,-0.41,-0.644,-0.613,0.746,0.259,0.18,-0.639,0.488,-0.044,0.192,-0.237,-0.317,0.426,1.0,0.208,0.148,0.057
Goal 15 Score,-0.135,0.069,-0.335,0.159,0.572,0.168,0.108,-0.35,0.277,0.687,-0.03,-0.258,0.349,0.208,1.0,-0.366,0.012
Goal 16 Score,0.51,0.388,-0.117,0.038,0.044,-0.503,-0.197,0.015,-0.48,0.624,0.135,-0.725,-0.169,0.148,-0.366,1.0,-0.453
Goal 17 Score,0.754,0.359,0.258,-0.182,0.125,-0.866,-0.526,-0.396,-0.261,0.039,0.655,-0.399,-0.158,0.057,0.012,-0.453,1.0
