,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.337,-0.067,-0.441,-0.289,-0.417,0.518,0.123,-0.536,0.443,-0.348,-0.759,0.519,0.573,-0.387,-0.485,0.624
Goal 2 Score,0.337,1.0,-0.388,-0.272,-0.377,0.509,0.258,0.675,0.772,-0.718,-0.365,0.44,-0.642,0.085,-0.062,0.788,-0.019
Goal 3 Score,-0.067,-0.388,1.0,-0.588,-0.819,0.36,0.837,0.83,0.212,-0.279,-0.501,-0.278,-0.264,0.658,-0.195,0.332,0.632
Goal 4 Score,-0.441,-0.272,-0.588,1.0,-0.545,-0.064,0.805,0.648,0.111,-0.087,-0.478,-0.39,-0.181,0.765,-0.546,0.045,0.628
Goal 5 Score,-0.289,-0.377,-0.819,-0.545,1.0,0.358,0.839,0.839,0.205,-0.459,-0.58,-0.356,-0.099,0.659,-0.035,0.379,0.664
Goal 6 Score,-0.417,0.509,0.36,-0.064,0.358,1.0,-0.052,-0.385,-0.467,0.516,0.141,-0.524,0.597,0.187,-0.135,-0.652,0.006
Goal 7 Score,0.518,0.258,0.837,0.805,0.839,-0.052,1.0,-0.807,-0.047,0.142,0.701,0.545,0.027,-0.852,0.32,-0.096,-0.84
Goal 8 Score,0.123,0.675,0.83,0.648,0.839,-0.385,-0.807,1.0,-0.401,0.496,0.678,0.13,0.34,-0.596,0.203,-0.479,-0.6
Goal 9 Score,-0.536,0.772,0.212,0.111,0.205,-0.467,-0.047,-0.401,1.0,0.819,0.188,-0.709,0.766,0.099,-0.155,-0.8,0.227
Goal 10 Score,0.443,-0.718,-0.279,-0.087,-0.459,0.516,0.142,0.496,0.819,1.0,-0.263,0.475,-0.539,-0.061,0.29,0.819,-0.122
Goal 11 Score,-0.348,-0.365,-0.501,-0.478,-0.58,0.141,0.701,0.678,0.188,-0.263,1.0,-0.263,-0.029,0.534,-0.051,0.193,0.748
Goal 12 Score,-0.759,0.44,-0.278,-0.39,-0.356,-0.524,0.545,0.13,-0.709,0.475,-0.263,1.0,0.734,0.671,-0.271,-0.575,0.613
Goal 13 Score,0.519,-0.642,-0.264,-0.181,-0.099,0.597,0.027,0.34,0.766,-0.539,-0.029,0.734,1.0,-0.129,-0.054,0.628,-0.165
Goal 14 Score,0.573,0.085,0.658,0.765,0.659,0.187,-0.852,-0.596,0.099,-0.061,0.534,0.671,-0.129,1.0,0.38,0.098,-0.745
Goal 15 Score,-0.387,-0.062,-0.195,-0.546,-0.035,-0.135,0.32,0.203,-0.155,0.29,-0.051,-0.271,-0.054,0.38,1.0,-0.182,0.255
Goal 16 Score,-0.485,0.788,0.332,0.045,0.379,-0.652,-0.096,-0.479,-0.8,0.819,0.193,-0.575,0.628,0.098,-0.182,1.0,0.117
Goal 17 Score,0.624,-0.019,0.632,0.628,0.664,0.006,-0.84,-0.6,0.227,-0.122,0.748,0.613,-0.165,-0.745,0.255,0.117,1.0
