,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.616,0.858,-0.34,0.226,-0.486,-0.692,0.717,-0.821,0.594,0.576,0.12,-0.835,-0.547,-0.028,-0.617,0.378
Goal 2 Score,0.616,1.0,-0.806,0.826,-0.781,0.779,0.841,-0.71,0.782,-0.649,-0.781,0.231,0.736,0.458,0.093,0.821,0.008
Goal 3 Score,0.858,-0.806,1.0,0.555,-0.594,0.746,0.927,-0.761,0.849,-0.728,-0.678,-0.056,0.83,0.405,0.243,0.801,-0.243
Goal 4 Score,-0.34,0.826,0.555,1.0,0.714,-0.567,-0.564,0.48,-0.595,0.474,0.729,-0.431,-0.539,-0.485,-0.08,-0.702,-0.009
Goal 5 Score,0.226,-0.781,-0.594,0.714,1.0,0.86,0.733,-0.484,0.45,-0.67,-0.727,0.269,0.377,0.037,0.28,0.778,0.333
Goal 6 Score,-0.486,0.779,0.746,-0.567,0.86,1.0,-0.835,0.699,-0.583,0.802,0.84,-0.238,-0.55,-0.152,-0.152,-0.876,-0.317
Goal 7 Score,-0.692,0.841,0.927,-0.564,0.733,-0.835,1.0,0.79,-0.815,0.77,0.729,-0.044,-0.77,-0.281,-0.242,-0.832,0.054
Goal 8 Score,0.717,-0.71,-0.761,0.48,-0.484,0.699,0.79,1.0,0.873,-0.75,-0.741,0.166,0.816,0.377,-0.089,0.811,0.036
Goal 9 Score,-0.821,0.782,0.849,-0.595,0.45,-0.583,-0.815,0.873,1.0,0.709,0.695,-0.141,-0.962,-0.584,0.055,-0.751,0.197
Goal 10 Score,0.594,-0.649,-0.728,0.474,-0.67,0.802,0.77,-0.75,0.709,1.0,-0.807,0.309,0.621,0.158,0.045,0.86,0.252
Goal 11 Score,0.576,-0.781,-0.678,0.729,-0.727,0.84,0.729,-0.741,0.695,-0.807,1.0,0.457,0.631,0.37,-0.092,0.91,0.281
Goal 12 Score,0.12,0.231,-0.056,-0.431,0.269,-0.238,-0.044,0.166,-0.141,0.309,0.457,1.0,0.006,-0.14,0.385,-0.366,-0.549
Goal 13 Score,-0.835,0.736,0.83,-0.539,0.377,-0.55,-0.77,0.816,-0.962,0.621,0.631,0.006,1.0,-0.648,0.021,-0.675,0.275
Goal 14 Score,-0.547,0.458,0.405,-0.485,0.037,-0.152,-0.281,0.377,-0.584,0.158,0.37,-0.14,-0.648,1.0,0.301,-0.31,0.331
Goal 15 Score,-0.028,0.093,0.243,-0.08,0.28,-0.152,-0.242,-0.089,0.055,0.045,-0.092,0.385,0.021,0.301,1.0,-0.054,0.383
Goal 16 Score,-0.617,0.821,0.801,-0.702,0.778,-0.876,-0.832,0.811,-0.751,0.86,0.91,-0.366,-0.675,-0.31,-0.054,1.0,-0.17
Goal 17 Score,0.378,0.008,-0.243,-0.009,0.333,-0.317,0.054,0.036,0.197,0.252,0.281,-0.549,0.275,0.331,0.383,-0.17,1.0
