,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.421,0.804,-0.268,0.667,0.369,-0.021,-0.313,0.121,0.516,0.356,-0.638,0.663,0.674,-0.025,-0.744,0.035
Goal 2 Score,-0.421,1.0,0.311,-0.227,0.402,0.592,-0.045,0.37,0.385,-0.004,0.382,-0.617,0.592,0.21,0.159,-0.633,0.017
Goal 3 Score,0.804,0.311,1.0,0.661,-0.567,0.014,-0.318,0.225,0.265,-0.076,-0.118,0.539,-0.425,-0.515,-0.336,0.507,0.376
Goal 4 Score,-0.268,-0.227,0.661,1.0,0.227,-0.129,0.546,0.255,-0.391,-0.452,0.089,-0.255,0.074,0.047,0.427,-0.129,-0.665
Goal 5 Score,0.667,0.402,-0.567,0.227,1.0,-0.152,-0.02,0.256,-0.296,-0.538,-0.17,0.512,-0.704,-0.516,0.048,0.623,-0.041
Goal 6 Score,0.369,0.592,0.014,-0.129,-0.152,1.0,0.651,-0.136,-0.524,-0.359,-0.75,0.273,-0.429,-0.238,0.463,0.686,-0.403
Goal 7 Score,-0.021,-0.045,-0.318,0.546,-0.02,0.651,1.0,-0.272,0.56,0.514,0.64,0.147,0.16,0.152,-0.675,-0.398,0.647
Goal 8 Score,-0.313,0.37,0.225,0.255,0.256,-0.136,-0.272,1.0,0.102,0.49,0.071,0.12,0.076,0.275,-0.219,-0.053,0.235
Goal 9 Score,0.121,0.385,0.265,-0.391,-0.296,-0.524,0.56,0.102,1.0,-0.483,-0.419,0.2,-0.617,-0.223,0.47,0.453,-0.424
Goal 10 Score,0.516,-0.004,-0.076,-0.452,-0.538,-0.359,0.514,0.49,-0.483,1.0,-0.328,0.158,-0.503,-0.516,0.599,0.513,-0.544
Goal 11 Score,0.356,0.382,-0.118,0.089,-0.17,-0.75,0.64,0.071,-0.419,-0.328,1.0,0.047,-0.299,-0.248,0.449,0.654,-0.284
Goal 12 Score,-0.638,-0.617,0.539,-0.255,0.512,0.273,0.147,0.12,0.2,0.158,0.047,1.0,0.786,0.459,0.311,-0.599,0.016
Goal 13 Score,0.663,0.592,-0.425,0.074,-0.704,-0.429,0.16,0.076,-0.617,-0.503,-0.299,0.786,1.0,-0.506,0.037,0.717,-0.191
Goal 14 Score,0.674,0.21,-0.515,0.047,-0.516,-0.238,0.152,0.275,-0.223,-0.516,-0.248,0.459,-0.506,1.0,0.307,0.603,-0.017
Goal 15 Score,-0.025,0.159,-0.336,0.427,0.048,0.463,-0.675,-0.219,0.47,0.599,0.449,0.311,0.037,0.307,1.0,-0.215,0.453
Goal 16 Score,-0.744,-0.633,0.507,-0.129,0.623,0.686,-0.398,-0.053,0.453,0.513,0.654,-0.599,0.717,0.603,-0.215,1.0,0.268
Goal 17 Score,0.035,0.017,0.376,-0.665,-0.041,-0.403,0.647,0.235,-0.424,-0.544,-0.284,0.016,-0.191,-0.017,0.453,0.268,1.0
