,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.689,0.659,0.934,-0.92,-0.432,0.734,0.835,0.761,-0.463,-0.86,-0.679,0.843,-0.786,0.861,-0.888,0.925
Goal 2 Score,-0.689,1.0,0.198,0.698,-0.567,-0.171,0.463,0.726,0.583,-0.097,-0.507,-0.271,0.464,-0.728,0.59,-0.608,0.613
Goal 3 Score,0.659,0.198,1.0,-0.499,0.682,0.732,-0.764,-0.443,-0.51,0.767,0.63,0.645,-0.709,0.517,-0.783,0.782,-0.738
Goal 4 Score,0.934,0.698,-0.499,1.0,0.94,0.467,-0.721,-0.887,-0.88,0.496,0.932,0.628,-0.869,0.777,-0.849,0.816,-0.903
Goal 5 Score,-0.92,-0.567,0.682,0.94,1.0,-0.6,0.827,0.818,0.873,-0.68,-0.941,-0.736,0.919,-0.726,0.916,-0.865,0.945
Goal 6 Score,-0.432,-0.171,0.732,0.467,-0.6,1.0,0.794,0.484,0.703,-0.889,-0.64,-0.457,0.668,-0.484,0.733,-0.593,0.634
Goal 7 Score,0.734,0.463,-0.764,-0.721,0.827,0.794,1.0,-0.701,-0.773,0.822,0.811,0.756,-0.863,0.718,-0.898,0.875,-0.869
Goal 8 Score,0.835,0.726,-0.443,-0.887,0.818,0.484,-0.701,1.0,-0.794,0.463,0.843,0.52,-0.763,0.828,-0.79,0.78,-0.839
Goal 9 Score,0.761,0.583,-0.51,-0.88,0.873,0.703,-0.773,-0.794,1.0,0.704,0.904,0.528,-0.86,0.723,-0.842,0.716,-0.835
Goal 10 Score,-0.463,-0.097,0.767,0.496,-0.68,-0.889,0.822,0.463,0.704,1.0,-0.7,-0.572,0.725,-0.439,0.73,-0.615,0.652
Goal 11 Score,-0.86,-0.507,0.63,0.932,-0.941,-0.64,0.811,0.843,0.904,-0.7,1.0,-0.692,0.934,-0.701,0.867,-0.791,0.912
Goal 12 Score,-0.679,-0.271,0.645,0.628,-0.736,-0.457,0.756,0.52,0.528,-0.572,-0.692,1.0,0.859,-0.621,0.741,-0.775,0.774
Goal 13 Score,0.843,0.464,-0.709,-0.869,0.919,0.668,-0.863,-0.763,-0.86,0.725,0.934,0.859,1.0,0.763,-0.905,0.849,-0.937
Goal 14 Score,-0.786,-0.728,0.517,0.777,-0.726,-0.484,0.718,0.828,0.723,-0.439,-0.701,-0.621,0.763,1.0,0.848,-0.838,0.821
Goal 15 Score,0.861,0.59,-0.783,-0.849,0.916,0.733,-0.898,-0.79,-0.842,0.73,0.867,0.741,-0.905,0.848,1.0,0.933,-0.942
Goal 16 Score,-0.888,-0.608,0.782,0.816,-0.865,-0.593,0.875,0.78,0.716,-0.615,-0.791,-0.775,0.849,-0.838,0.933,1.0,0.922
Goal 17 Score,0.925,0.613,-0.738,-0.903,0.945,0.634,-0.869,-0.839,-0.835,0.652,0.912,0.774,-0.937,0.821,-0.942,0.922,1.0
