,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.289,0.935,0.638,-0.812,0.131,0.28,0.448,-0.435,-0.19,-0.822,-0.565,0.502,0.121,0.558,-0.603,-0.52
Goal 2 Score,-0.289,1.0,0.549,-0.014,-0.495,0.063,0.766,0.893,0.101,-0.317,-0.601,-0.001,0.284,0.217,0.7,-0.606,-0.711
Goal 3 Score,0.935,0.549,1.0,-0.483,0.872,-0.103,-0.443,-0.693,0.353,0.261,0.911,0.57,-0.588,-0.205,-0.692,0.726,0.712
Goal 4 Score,0.638,-0.014,-0.483,1.0,0.665,-0.163,0.12,-0.13,-0.15,-0.266,0.628,0.282,-0.4,-0.49,-0.049,-0.006,0.337
Goal 5 Score,-0.812,-0.495,0.872,0.665,1.0,0.212,0.311,0.697,-0.002,-0.108,-0.933,-0.552,0.679,0.506,0.438,-0.474,-0.765
Goal 6 Score,0.131,0.063,-0.103,-0.163,0.212,1.0,0.128,-0.026,-0.165,-0.427,0.233,0.111,-0.269,-0.402,0.199,-0.065,0.321
Goal 7 Score,0.28,0.766,-0.443,0.12,0.311,0.128,1.0,-0.751,0.315,0.616,0.413,-0.125,0.079,0.215,-0.757,0.733,0.462
Goal 8 Score,0.448,0.893,-0.693,-0.13,0.697,-0.026,-0.751,1.0,-0.004,0.332,0.758,0.207,-0.424,-0.312,-0.677,0.675,0.822
Goal 9 Score,-0.435,0.101,0.353,-0.15,-0.002,-0.165,0.315,-0.004,1.0,-0.533,-0.047,-0.19,-0.227,-0.664,0.405,-0.536,0.119
Goal 10 Score,-0.19,-0.317,0.261,-0.266,-0.108,-0.427,0.616,0.332,-0.533,1.0,-0.079,0.063,-0.283,-0.582,0.517,-0.544,0.05
Goal 11 Score,-0.822,-0.601,0.911,0.628,-0.933,0.233,0.413,0.758,-0.047,-0.079,1.0,-0.458,0.632,0.499,0.534,-0.529,-0.837
Goal 12 Score,-0.565,-0.001,0.57,0.282,-0.552,0.111,-0.125,0.207,-0.19,0.063,-0.458,1.0,0.853,0.328,0.131,-0.253,-0.452
Goal 13 Score,0.502,0.284,-0.588,-0.4,0.679,-0.269,0.079,-0.424,-0.227,-0.283,0.632,0.853,1.0,-0.678,-0.142,0.157,0.689
Goal 14 Score,0.121,0.217,-0.205,-0.49,0.506,-0.402,0.215,-0.312,-0.664,-0.582,0.499,0.328,-0.678,1.0,0.232,-0.28,0.64
Goal 15 Score,0.558,0.7,-0.692,-0.049,0.438,0.199,-0.757,-0.677,0.405,0.517,0.534,0.131,-0.142,0.232,1.0,0.849,0.465
Goal 16 Score,-0.603,-0.606,0.726,-0.006,-0.474,-0.065,0.733,0.675,-0.536,-0.544,-0.529,-0.253,0.157,-0.28,0.849,1.0,-0.426
Goal 17 Score,-0.52,-0.711,0.712,0.337,-0.765,0.321,0.462,0.822,0.119,0.05,-0.837,-0.452,0.689,0.64,0.465,-0.426,1.0
