,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.454,0.876,-0.362,0.321,-0.13,0.224,-0.09,-0.614,0.576,-0.278,-0.54,0.099,-0.308,0.486,-0.664,-0.049
Goal 2 Score,0.454,1.0,-0.116,0.791,-0.846,0.777,-0.673,0.222,0.873,0.223,-0.599,0.59,0.563,0.871,-0.491,0.687,-0.344
Goal 3 Score,0.876,-0.116,1.0,0.238,-0.018,-0.048,-0.038,-0.221,0.386,-0.702,0.567,0.479,-0.396,0.038,-0.497,0.566,0.355
Goal 4 Score,-0.362,0.791,0.238,1.0,0.805,-0.798,0.788,0.168,-0.859,-0.249,0.554,-0.678,-0.378,-0.859,0.737,-0.757,0.029
Goal 5 Score,0.321,-0.846,-0.018,0.805,1.0,0.74,-0.602,0.352,0.726,0.19,-0.705,0.35,0.558,0.829,-0.528,0.596,-0.414
Goal 6 Score,-0.13,0.777,-0.048,-0.798,0.74,1.0,0.67,0.023,-0.683,-0.512,0.715,-0.456,-0.527,-0.841,0.545,-0.495,0.324
Goal 7 Score,0.224,-0.673,-0.038,0.788,-0.602,0.67,1.0,-0.308,0.805,0.402,-0.494,0.572,0.546,0.787,-0.63,0.65,0.043
Goal 8 Score,-0.09,0.222,-0.221,0.168,0.352,0.023,-0.308,1.0,0.092,0.075,0.303,0.292,-0.193,-0.038,-0.334,0.218,0.637
Goal 9 Score,-0.614,0.873,0.386,-0.859,0.726,-0.683,0.805,0.092,1.0,-0.083,0.369,-0.781,-0.448,-0.804,0.638,-0.794,-0.018
Goal 10 Score,0.576,0.223,-0.702,-0.249,0.19,-0.512,0.402,0.075,-0.083,1.0,0.71,0.03,-0.52,-0.443,-0.059,0.143,0.372
Goal 11 Score,-0.278,-0.599,0.567,0.554,-0.705,0.715,-0.494,0.303,0.369,0.71,1.0,0.096,0.628,0.704,-0.188,0.153,-0.541
Goal 12 Score,-0.54,0.59,0.479,-0.678,0.35,-0.456,0.572,0.292,-0.781,0.03,0.096,1.0,0.104,-0.472,0.468,-0.617,-0.363
Goal 13 Score,0.099,0.563,-0.396,-0.378,0.558,-0.527,0.546,-0.193,-0.448,-0.52,0.628,0.104,1.0,-0.601,0.143,-0.223,0.428
Goal 14 Score,-0.308,0.871,0.038,-0.859,0.829,-0.841,0.787,-0.038,-0.804,-0.443,0.704,-0.472,-0.601,1.0,0.657,-0.711,0.421
Goal 15 Score,0.486,-0.491,-0.497,0.737,-0.528,0.545,-0.63,-0.334,0.638,-0.059,-0.188,0.468,0.143,0.657,1.0,0.799,0.07
Goal 16 Score,-0.664,0.687,0.566,-0.757,0.596,-0.495,0.65,0.218,-0.794,0.143,0.153,-0.617,-0.223,-0.711,0.799,1.0,0.016
Goal 17 Score,-0.049,-0.344,0.355,0.029,-0.414,0.324,0.043,0.637,-0.018,0.372,-0.541,-0.363,0.428,0.421,0.07,0.016,1.0
