,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.243,0.928,-0.207,-0.881,-0.92,0.93,0.883,-0.961,-0.797,-0.949,-0.223,-0.96,-0.232,-0.8,-0.821,0.843
Goal 2 Score,0.243,1.0,-0.297,0.012,0.466,0.31,-0.274,-0.281,0.321,0.134,0.264,0.27,0.297,-0.097,0.429,0.461,-0.001
Goal 3 Score,0.928,-0.297,1.0,0.307,0.863,0.958,-0.852,-0.821,0.965,0.852,0.971,0.192,0.962,0.255,0.839,0.853,-0.84
Goal 4 Score,-0.207,0.012,0.307,1.0,0.002,-0.212,0.146,0.388,-0.289,-0.379,-0.236,0.087,-0.236,-0.623,-0.079,-0.107,0.306
Goal 5 Score,-0.881,0.466,0.863,0.002,1.0,-0.919,0.933,0.779,-0.897,-0.648,-0.904,-0.485,-0.907,0.084,-0.76,-0.937,0.642
Goal 6 Score,-0.92,0.31,0.958,-0.212,-0.919,1.0,0.936,0.798,-0.962,-0.817,-0.984,-0.292,-0.978,-0.104,-0.793,-0.878,0.832
Goal 7 Score,0.93,-0.274,-0.852,0.146,0.933,0.936,1.0,-0.826,0.921,0.695,0.93,0.425,0.935,0.02,0.696,0.864,-0.747
Goal 8 Score,0.883,-0.281,-0.821,0.388,0.779,0.798,-0.826,1.0,0.9,0.782,0.852,0.168,0.867,0.386,0.663,0.697,-0.771
Goal 9 Score,-0.961,0.321,0.965,-0.289,-0.897,-0.962,0.921,0.9,1.0,-0.869,-0.984,-0.21,-0.992,-0.273,-0.799,-0.831,0.863
Goal 10 Score,-0.797,0.134,0.852,-0.379,-0.648,-0.817,0.695,0.782,-0.869,1.0,-0.865,0.146,-0.873,-0.49,-0.675,-0.538,0.924
Goal 11 Score,-0.949,0.264,0.971,-0.236,-0.904,-0.984,0.93,0.852,-0.984,-0.865,1.0,-0.232,-0.993,-0.186,-0.813,-0.842,0.876
Goal 12 Score,-0.223,0.27,0.192,0.087,-0.485,-0.292,0.425,0.168,-0.21,0.146,-0.232,1.0,-0.196,0.465,-0.061,-0.603,-0.123
Goal 13 Score,-0.96,0.297,0.962,-0.236,-0.907,-0.978,0.935,0.867,-0.992,-0.873,-0.993,-0.196,1.0,-0.214,-0.81,-0.832,0.877
Goal 14 Score,-0.232,-0.097,0.255,-0.623,0.084,-0.104,0.02,0.386,-0.273,-0.49,-0.186,0.465,-0.214,1.0,-0.136,0.094,0.397
Goal 15 Score,-0.8,0.429,0.839,-0.079,-0.76,-0.793,0.696,0.663,-0.799,-0.675,-0.813,-0.061,-0.81,-0.136,1.0,-0.715,0.696
Goal 16 Score,-0.821,0.461,0.853,-0.107,-0.937,-0.878,0.864,0.697,-0.831,-0.538,-0.842,-0.603,-0.832,0.094,-0.715,1.0,0.543
Goal 17 Score,0.843,-0.001,-0.84,0.306,0.642,0.832,-0.747,-0.771,0.863,0.924,0.876,-0.123,0.877,0.397,0.696,0.543,1.0
