,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.624,0.928,0.098,0.828,-0.32,-0.874,0.811,-0.843,0.642,0.17,0.257,-0.791,0.784,0.124,-0.771,0.656
Goal 2 Score,0.624,1.0,-0.47,0.044,-0.641,0.663,0.514,-0.659,0.761,-0.704,-0.465,0.397,0.31,-0.567,0.172,0.778,-0.633
Goal 3 Score,0.928,-0.47,1.0,0.042,-0.77,0.251,0.89,-0.752,0.802,-0.562,0.014,-0.34,0.748,-0.736,-0.14,0.676,-0.552
Goal 4 Score,0.098,0.044,0.042,1.0,0.134,0.244,-0.012,-0.02,0.011,0.07,-0.01,0.15,-0.106,0.046,-0.31,0.018,0.021
Goal 5 Score,0.828,-0.641,-0.77,0.134,1.0,0.248,0.802,-0.642,0.763,-0.689,-0.127,-0.224,0.719,-0.757,-0.051,0.685,-0.581
Goal 6 Score,-0.32,0.663,0.251,0.244,0.248,1.0,-0.172,0.539,-0.512,0.479,0.576,-0.711,0.161,0.36,-0.288,-0.603,0.31
Goal 7 Score,-0.874,0.514,0.89,-0.012,0.802,-0.172,1.0,0.754,-0.787,0.602,0.148,0.366,-0.792,0.704,0.199,-0.732,0.507
Goal 8 Score,0.811,-0.659,-0.752,-0.02,-0.642,0.539,0.754,1.0,0.837,-0.699,-0.491,-0.029,0.653,-0.77,0.132,0.891,-0.585
Goal 9 Score,-0.843,0.761,0.802,0.011,0.763,-0.512,-0.787,0.837,1.0,0.599,0.316,-0.036,-0.58,0.645,0.136,-0.759,0.502
Goal 10 Score,0.642,-0.704,-0.562,0.07,-0.689,0.479,0.602,-0.699,0.599,1.0,-0.403,0.134,0.436,-0.745,0.344,0.863,-0.574
Goal 11 Score,0.17,-0.465,0.014,-0.01,-0.127,0.576,0.148,-0.491,0.316,-0.403,1.0,0.414,-0.034,-0.295,0.365,0.529,-0.052
Goal 12 Score,0.257,0.397,-0.34,0.15,-0.224,-0.711,0.366,-0.029,-0.036,0.134,0.414,1.0,0.681,-0.158,-0.37,-0.165,-0.049
Goal 13 Score,-0.791,0.31,0.748,-0.106,0.719,0.161,-0.792,0.653,-0.58,0.436,-0.034,0.681,1.0,0.656,0.201,-0.54,0.604
Goal 14 Score,0.784,-0.567,-0.736,0.046,-0.757,0.36,0.704,-0.77,0.645,-0.745,-0.295,-0.158,0.656,1.0,0.315,0.778,-0.686
Goal 15 Score,0.124,0.172,-0.14,-0.31,-0.051,-0.288,0.199,0.132,0.136,0.344,0.365,-0.37,0.201,0.315,1.0,-0.253,0.248
Goal 16 Score,-0.771,0.778,0.676,0.018,0.685,-0.603,-0.732,0.891,-0.759,0.863,0.529,-0.165,-0.54,0.778,-0.253,1.0,0.654
Goal 17 Score,0.656,-0.633,-0.552,0.021,-0.581,0.31,0.507,-0.585,0.502,-0.574,-0.052,-0.049,0.604,-0.686,0.248,0.654,1.0
