,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.598,0.773,-0.569,0.042,0.441,-0.166,-0.505,-0.237,0.847,0.584,0.423,-0.169,-0.392,-0.677,-0.249,-0.786
Goal 2 Score,0.598,1.0,-0.223,0.682,0.106,-0.451,0.114,0.6,0.538,-0.576,-0.545,0.066,-0.12,0.707,0.711,-0.031,0.73
Goal 3 Score,0.773,-0.223,1.0,0.54,0.002,-0.374,0.378,0.149,-0.087,-0.742,-0.546,-0.657,0.051,0.168,0.499,0.521,0.665
Goal 4 Score,-0.569,0.682,0.54,1.0,-0.144,0.625,-0.356,-0.214,-0.32,0.69,0.758,0.188,0.246,-0.447,-0.797,-0.413,-0.839
Goal 5 Score,0.042,0.106,0.002,-0.144,1.0,0.742,-0.754,0.494,0.295,-0.228,0.575,0.137,0.833,-0.516,-0.238,-0.389,-0.157
Goal 6 Score,0.441,-0.451,-0.374,0.625,0.742,1.0,0.8,-0.207,0.098,-0.399,-0.916,-0.308,-0.653,0.565,0.743,0.584,0.671
Goal 7 Score,-0.166,0.114,0.378,-0.356,-0.754,0.8,1.0,0.404,0.272,0.175,0.788,0.569,0.611,-0.492,-0.407,-0.668,-0.357
Goal 8 Score,-0.505,0.6,0.149,-0.214,0.494,-0.207,0.404,1.0,-0.407,0.434,-0.062,-0.129,-0.521,-0.321,-0.193,0.487,-0.345
Goal 9 Score,-0.237,0.538,-0.087,-0.32,0.295,0.098,0.272,-0.407,1.0,0.364,0.095,-0.462,-0.136,-0.095,-0.408,0.217,-0.305
Goal 10 Score,0.847,-0.576,-0.742,0.69,-0.228,-0.399,0.175,0.434,0.364,1.0,-0.594,-0.438,0.176,0.235,0.771,0.37,0.838
Goal 11 Score,0.584,-0.545,-0.546,0.758,0.575,-0.916,0.788,-0.062,0.095,-0.594,1.0,-0.482,-0.485,0.615,0.79,0.64,0.764
Goal 12 Score,0.423,0.066,-0.657,0.188,0.137,-0.308,0.569,-0.129,-0.462,-0.438,-0.482,1.0,0.123,0.183,0.207,0.531,0.286
Goal 13 Score,-0.169,-0.12,0.051,0.246,0.833,-0.653,0.611,-0.521,-0.136,0.176,-0.485,0.123,1.0,0.313,0.305,0.324,0.206
Goal 14 Score,-0.392,0.707,0.168,-0.447,-0.516,0.565,-0.492,-0.321,-0.095,0.235,0.615,0.183,0.313,1.0,-0.483,-0.1,-0.476
Goal 15 Score,-0.677,0.711,0.499,-0.797,-0.238,0.743,-0.407,-0.193,-0.408,0.771,0.79,0.207,0.305,-0.483,1.0,-0.421,-0.886
Goal 16 Score,-0.249,-0.031,0.521,-0.413,-0.389,0.584,-0.668,0.487,0.217,0.37,0.64,0.531,0.324,-0.1,-0.421,1.0,-0.364
Goal 17 Score,-0.786,0.73,0.665,-0.839,-0.157,0.671,-0.357,-0.345,-0.305,0.838,0.764,0.286,0.206,-0.476,-0.886,-0.364,1.0
