,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.254,0.136,0.791,-0.59,0.876,-0.27,-0.755,-0.308,0.197,0.302,-0.82,0.577,0.767,0.345,-0.383,-0.339
Goal 2 Score,-0.254,1.0,-0.254,0.452,-0.211,0.226,0.338,-0.393,0.633,0.413,0.14,-0.348,0.528,0.504,0.756,-0.172,-0.589
Goal 3 Score,0.136,-0.254,1.0,-0.021,0.379,0.082,0.702,-0.193,0.09,0.589,0.639,-0.105,0.075,0.05,0.201,0.073,-0.374
Goal 4 Score,0.791,0.452,-0.021,1.0,0.76,-0.727,0.284,0.704,-0.037,-0.079,-0.232,0.697,-0.591,-0.727,-0.541,0.349,0.412
Goal 5 Score,-0.59,-0.211,0.379,0.76,1.0,0.408,-0.422,-0.229,0.034,-0.36,-0.116,-0.335,0.208,0.474,0.359,-0.249,0.044
Goal 6 Score,0.876,0.226,0.082,-0.727,0.408,1.0,0.305,0.819,0.444,-0.311,-0.541,0.885,-0.719,-0.707,-0.342,0.311,0.423
Goal 7 Score,-0.27,0.338,0.702,0.284,-0.422,0.305,1.0,-0.032,-0.405,-0.615,-0.214,-0.092,0.084,-0.027,-0.24,0.115,0.375
Goal 8 Score,-0.755,-0.393,-0.193,0.704,-0.229,0.819,-0.032,1.0,-0.092,0.561,0.512,-0.933,0.82,0.796,0.553,-0.503,-0.778
Goal 9 Score,-0.308,0.633,0.09,-0.037,0.034,0.444,-0.405,-0.092,1.0,-0.101,0.314,-0.201,-0.067,-0.108,-0.447,0.099,0.313
Goal 10 Score,0.197,0.413,0.589,-0.079,-0.36,-0.311,-0.615,0.561,-0.101,1.0,-0.598,0.553,-0.575,-0.461,-0.392,0.479,0.766
Goal 11 Score,0.302,0.14,0.639,-0.232,-0.116,-0.541,-0.214,0.512,0.314,-0.598,1.0,0.526,-0.427,-0.331,-0.31,0.272,0.42
Goal 12 Score,-0.82,-0.348,-0.105,0.697,-0.335,0.885,-0.092,-0.933,-0.201,0.553,0.526,1.0,0.877,0.85,0.505,-0.61,-0.709
Goal 13 Score,0.577,0.528,0.075,-0.591,0.208,-0.719,0.084,0.82,-0.067,-0.575,-0.427,0.877,1.0,-0.74,-0.583,0.523,0.773
Goal 14 Score,0.767,0.504,0.05,-0.727,0.474,-0.707,-0.027,0.796,-0.108,-0.461,-0.331,0.85,-0.74,1.0,-0.628,0.596,0.671
Goal 15 Score,0.345,0.756,0.201,-0.541,0.359,-0.342,-0.24,0.553,-0.447,-0.392,-0.31,0.505,-0.583,-0.628,1.0,0.433,0.645
Goal 16 Score,-0.383,-0.172,0.073,0.349,-0.249,0.311,0.115,-0.503,0.099,0.479,0.272,-0.61,0.523,0.596,0.433,1.0,-0.534
Goal 17 Score,-0.339,-0.589,-0.374,0.412,0.044,0.423,0.375,-0.778,0.313,0.766,0.42,-0.709,0.773,0.671,0.645,-0.534,1.0
