,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.72,-0.351,-0.623,-0.019,0.77,0.71,-0.682,0.459,0.895,0.876,-0.01,0.418,-0.334,-0.8,-0.833,-0.789
Goal 2 Score,-0.72,1.0,-0.586,-0.63,-0.046,0.805,0.769,-0.57,0.578,0.696,0.747,0.052,0.481,-0.421,-0.673,-0.604,-0.876
Goal 3 Score,-0.351,-0.586,1.0,-0.23,-0.636,0.794,0.717,-0.689,0.849,0.475,0.678,-0.349,0.658,0.262,-0.571,-0.536,-0.752
Goal 4 Score,-0.623,-0.63,-0.23,1.0,-0.028,0.574,0.554,-0.459,0.319,0.596,0.638,0.022,0.193,-0.341,-0.66,-0.564,-0.551
Goal 5 Score,-0.019,-0.046,-0.636,-0.028,1.0,0.426,0.263,-0.45,0.562,-0.015,0.352,-0.445,0.215,0.673,-0.344,-0.242,-0.228
Goal 6 Score,0.77,0.805,0.794,0.574,0.426,1.0,-0.749,0.843,-0.785,-0.733,-0.869,0.11,-0.599,0.056,0.881,0.746,0.925
Goal 7 Score,0.71,0.769,0.717,0.554,0.263,-0.749,1.0,0.628,-0.617,-0.796,-0.834,0.221,-0.546,0.138,0.634,0.714,0.816
Goal 8 Score,-0.682,-0.57,-0.689,-0.459,-0.45,0.843,0.628,1.0,0.848,0.702,0.799,-0.332,0.663,0.254,-0.842,-0.774,-0.772
Goal 9 Score,0.459,0.578,0.849,0.319,0.562,-0.785,-0.617,0.848,1.0,-0.558,-0.712,0.445,-0.802,-0.38,0.703,0.713,0.765
Goal 10 Score,0.895,0.696,0.475,0.596,-0.015,-0.733,-0.796,0.702,-0.558,1.0,-0.868,0.183,-0.622,0.22,0.749,0.899,0.79
Goal 11 Score,0.876,0.747,0.678,0.638,0.352,-0.869,-0.834,0.799,-0.712,-0.868,1.0,0.233,-0.577,0.08,0.822,0.892,0.869
Goal 12 Score,-0.01,0.052,-0.349,0.022,-0.445,0.11,0.221,-0.332,0.445,0.183,0.233,1.0,0.6,0.618,-0.028,-0.426,-0.083
Goal 13 Score,0.418,0.481,0.658,0.193,0.215,-0.599,-0.546,0.663,-0.802,-0.622,-0.577,0.6,1.0,-0.283,0.442,0.702,0.636
Goal 14 Score,-0.334,-0.421,0.262,-0.341,0.673,0.056,0.138,0.254,-0.38,0.22,0.08,0.618,-0.283,1.0,-0.012,0.052,-0.199
Goal 15 Score,-0.8,-0.673,-0.571,-0.66,-0.344,0.881,0.634,-0.842,0.703,0.749,0.822,-0.028,0.442,-0.012,1.0,-0.768,-0.801
Goal 16 Score,-0.833,-0.604,-0.536,-0.564,-0.242,0.746,0.714,-0.774,0.713,0.899,0.892,-0.426,0.702,0.052,-0.768,1.0,-0.752
Goal 17 Score,-0.789,-0.876,-0.752,-0.551,-0.228,0.925,0.816,-0.772,0.765,0.79,0.869,-0.083,0.636,-0.199,-0.801,-0.752,1.0
