,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.5621155192091817,0.9194228561875737,0.8684340521836252,0.5722628683342397,0.6604728996984841,0.8558668214852481,0.3774172810696825,0.5723299712109862,0.052738914339212954,0.733884385589541,-0.4948055735649915,-0.21091333142272628,-0.09436496745350886,0.051517260904148134,0.6911794606798115,0.6762377842896102
Goal 2 Score,0.5621155192091817,1.0,0.6037727906425797,0.5995531519464492,0.3173625554139165,0.710560870812443,0.5999320182495592,0.6117286112586924,0.5863178246820808,0.13909187801253653,0.6035564896968982,-0.21536859629584934,-0.19130201913220043,0.10595974648310873,0.1541122791899187,0.4484980970939007,0.4220974340578764
Goal 3 Score,0.9194228561875737,0.6037727906425797,1.0,0.9049677384030748,0.6389951951907826,0.7207985044633033,0.8199901260316854,0.5084906551930615,0.7937252627231481,-0.04524817604523958,0.8081637134831171,-0.6478250991819021,-0.45272116263289147,-0.129772591186512,0.06435334420112887,0.6604772673515316,0.7585486193888228
Goal 4 Score,0.8684340521836252,0.5995531519464492,0.9049677384030748,1.0,0.7148024000676546,0.7218854630996714,0.8274773843244773,0.4716434065797625,0.6215446029148978,-0.05906552884497325,0.8511724793118126,-0.6015051242308453,-0.4471901821850497,-0.1415038733735307,0.04104978546766898,0.6669979376249806,0.8063167134003537
Goal 5 Score,0.5722628683342397,0.3173625554139165,0.6389951951907826,0.7148024000676546,1.0,0.6320903000976891,0.5373318553315923,0.6137373955648616,0.546417936367036,-0.5215798187029212,0.6157960015013614,-0.6566488302409695,-0.272368819313692,-0.04327915723459264,0.39658147973617,0.5580869890776755,0.8460582764890331
Goal 6 Score,0.6604728996984841,0.710560870812443,0.7207985044633033,0.7218854630996714,0.6320903000976891,1.0,0.5894328872713064,0.6383533969066448,0.5844906725150036,-0.055289442278281795,0.6524459558229472,-0.254926780116215,-0.16460609681102636,0.05510661760022345,0.16540525638783105,0.6490106623707802,0.6645035164136821
Goal 7 Score,0.8558668214852481,0.5999320182495592,0.8199901260316854,0.8274773843244773,0.5373318553315923,0.5894328872713064,1.0,0.4813869489591568,0.535064261324273,-0.013733613525398392,0.7178298286634243,-0.414920134713058,-0.11654761849998752,-0.14908961762124529,-0.020914751351467403,0.7141497303084371,0.6000578724757595
Goal 8 Score,0.3774172810696825,0.6117286112586924,0.5084906551930615,0.4716434065797625,0.6137373955648616,0.6383533969066448,0.4813869489591568,1.0,0.6541072721382531,-0.16897606267943124,0.5406618605510967,-0.5336504640271353,-0.3256077438112629,0.03913461695306265,0.4644170113237633,0.5468198875578911,0.6133761958846413
Goal 9 Score,0.5723299712109862,0.5863178246820808,0.7937252627231481,0.6215446029148978,0.546417936367036,0.5844906725150036,0.535064261324273,0.6541072721382531,1.0,-0.027006216870030127,0.6280584572504823,-0.7143514760314527,-0.609876564898026,-0.17491362413127542,0.3553959616207823,0.4764453945828207,0.6376585315112724
Goal 10 Score,0.052738914339212954,0.13909187801253653,-0.04524817604523958,-0.05906552884497325,-0.5215798187029212,-0.055289442278281795,-0.013733613525398392,-0.16897606267943124,-0.027006216870030127,1.0,-0.1436093066919037,0.20019756413451964,-0.013199051412647256,-0.4769461833985256,-0.25294145300562376,0.07042085920631065,-0.2510329515205017
