,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.872,0.749,-0.707,-0.808,0.368,0.921,-0.943,0.35,0.909,0.848,0.017,-0.228,0.774,0.842,-0.876,-0.243
Goal 2 Score,0.872,1.0,-0.671,0.718,0.834,-0.322,-0.804,0.839,-0.447,-0.791,-0.762,0.032,0.22,-0.68,-0.696,0.939,0.134
Goal 3 Score,0.749,-0.671,1.0,0.626,0.769,-0.337,-0.479,0.718,-0.586,-0.762,-0.644,-0.3,-0.029,-0.719,-0.604,0.811,0.422
Goal 4 Score,-0.707,0.718,0.626,1.0,-0.679,0.126,0.653,-0.636,0.283,0.561,0.711,-0.106,-0.152,0.438,0.588,-0.717,0.015
Goal 5 Score,-0.808,0.834,0.769,-0.679,1.0,0.417,0.649,-0.739,0.669,0.714,0.698,0.02,0.022,0.777,0.587,-0.891,-0.151
Goal 6 Score,0.368,-0.322,-0.337,0.126,0.417,1.0,-0.241,0.296,-0.246,-0.259,0.022,0.235,-0.443,-0.432,-0.306,0.347,0.145
Goal 7 Score,0.921,-0.804,-0.479,0.653,0.649,-0.241,1.0,0.898,-0.163,-0.815,-0.798,0.1,0.348,-0.661,-0.824,0.731,0.152
Goal 8 Score,-0.943,0.839,0.718,-0.636,-0.739,0.296,0.898,1.0,0.387,0.912,0.855,0.149,-0.32,0.782,0.876,-0.823,-0.357
Goal 9 Score,0.35,-0.447,-0.586,0.283,0.669,-0.246,-0.163,0.387,1.0,-0.375,-0.27,-0.366,-0.199,-0.535,-0.189,0.575,0.141
Goal 10 Score,0.909,-0.791,-0.762,0.561,0.714,-0.259,-0.815,0.912,-0.375,1.0,-0.876,-0.301,0.302,-0.83,-0.728,0.818,0.442
Goal 11 Score,0.848,-0.762,-0.644,0.711,0.698,0.022,-0.798,0.855,-0.27,-0.876,1.0,-0.259,0.492,-0.66,-0.704,0.756,0.316
Goal 12 Score,0.017,0.032,-0.3,-0.106,0.02,0.235,0.1,0.149,-0.366,-0.301,-0.259,1.0,0.467,-0.15,-0.033,0.028,0.581
Goal 13 Score,-0.228,0.22,-0.029,-0.152,0.022,-0.443,0.348,-0.32,-0.199,0.302,0.492,0.467,1.0,-0.026,0.339,-0.108,-0.274
Goal 14 Score,0.774,-0.68,-0.719,0.438,0.777,-0.432,-0.661,0.782,-0.535,-0.83,-0.66,-0.15,-0.026,1.0,-0.565,0.742,0.434
Goal 15 Score,0.842,-0.696,-0.604,0.588,0.587,-0.306,-0.824,0.876,-0.189,-0.728,-0.704,-0.033,0.339,-0.565,1.0,0.676,0.333
Goal 16 Score,-0.876,0.939,0.811,-0.717,-0.891,0.347,0.731,-0.823,0.575,0.818,0.756,0.028,-0.108,0.742,0.676,1.0,-0.157
Goal 17 Score,-0.243,0.134,0.422,0.015,-0.151,0.145,0.152,-0.357,0.141,0.442,0.316,0.581,-0.274,0.434,0.333,-0.157,1.0
