,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.535,-0.212,0.642,-0.246,0.406,0.368,0.023,-0.433,0.227,0.243,-0.512,0.165,-0.197,-0.513,-0.305,0.314
Goal 2 Score,-0.535,1.0,-0.029,0.6,0.125,0.297,-0.149,0.394,-0.404,0.381,-0.215,-0.012,-0.036,-0.19,-0.058,0.268,-0.085
Goal 3 Score,-0.212,-0.029,1.0,0.379,-0.056,0.524,0.296,-0.149,-0.011,-0.12,0.101,-0.366,0.149,-0.447,-0.504,0.095,0.729
Goal 4 Score,0.642,0.6,0.379,1.0,0.255,-0.111,-0.265,-0.318,0.421,-0.289,0.157,0.335,-0.097,0.21,0.41,-0.19,-0.116
Goal 5 Score,-0.246,0.125,-0.056,0.255,1.0,-0.209,0.591,0.157,0.003,-0.407,0.419,-0.463,0.095,0.399,-0.552,-0.483,-0.023
Goal 6 Score,0.406,0.297,0.524,-0.111,-0.209,1.0,0.086,0.285,0.21,-0.082,0.038,0.125,-0.022,0.412,0.347,-0.028,-0.446
Goal 7 Score,0.368,-0.149,0.296,-0.265,0.591,0.086,1.0,-0.029,-0.242,-0.018,-0.156,0.658,-0.441,0.149,0.449,0.477,-0.37
Goal 8 Score,0.023,0.394,-0.149,-0.318,0.157,0.285,-0.029,1.0,0.176,-0.299,0.249,-0.204,0.174,0.136,-0.027,-0.182,0.423
Goal 9 Score,-0.433,-0.404,-0.011,0.421,0.003,0.21,-0.242,0.176,1.0,0.039,0.045,0.105,-0.511,-0.012,-0.359,0.195,-0.181
Goal 10 Score,0.227,0.381,-0.12,-0.289,-0.407,-0.082,-0.018,-0.299,0.039,1.0,0.536,0.052,-0.384,0.372,-0.271,-0.222,0.071
Goal 11 Score,0.243,-0.215,0.101,0.157,0.419,0.038,-0.156,0.249,0.045,0.536,1.0,0.246,0.065,-0.335,0.428,0.693,-0.202
Goal 12 Score,-0.512,-0.012,-0.366,0.335,-0.463,0.125,0.658,-0.204,0.105,0.052,0.246,1.0,0.751,0.043,-0.393,-0.517,0.589
Goal 13 Score,0.165,-0.036,0.149,-0.097,0.095,-0.022,-0.441,0.174,-0.511,-0.384,0.065,0.751,1.0,0.027,-0.133,0.295,-0.436
Goal 14 Score,-0.197,-0.19,-0.447,0.21,0.399,0.412,0.149,0.136,-0.012,0.372,-0.335,0.043,0.027,1.0,0.005,0.193,0.402
Goal 15 Score,-0.513,-0.058,-0.504,0.41,-0.552,0.347,0.449,-0.027,-0.359,-0.271,0.428,-0.393,-0.133,0.005,1.0,-0.359,0.256
Goal 16 Score,-0.305,0.268,0.095,-0.19,-0.483,-0.028,0.477,-0.182,0.195,-0.222,0.693,-0.517,0.295,0.193,-0.359,1.0,0.217
Goal 17 Score,0.314,-0.085,0.729,-0.116,-0.023,-0.446,-0.37,0.423,-0.181,0.071,-0.202,0.589,-0.436,0.402,0.256,0.217,1.0
