,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.262,0.662,0.578,-0.267,0.865,0.109,0.809,-0.636,0.47,-0.72,-0.619,0.645,0.248,0.032,-0.526,0.721
Goal 2 Score,-0.262,1.0,-0.268,0.463,-0.177,0.227,0.68,0.014,0.373,0.177,0.105,-0.166,0.347,-0.412,0.247,-0.246,-0.181
Goal 3 Score,0.662,-0.268,1.0,-0.049,0.229,-0.469,0.378,-0.785,0.792,-0.454,0.597,0.68,-0.582,-0.719,-0.069,0.616,-0.809
Goal 4 Score,0.578,0.463,-0.049,1.0,-0.12,-0.473,-0.068,-0.339,0.057,0.008,0.593,0.098,-0.298,0.231,-0.016,0.116,-0.265
Goal 5 Score,-0.267,-0.177,0.229,-0.12,1.0,0.233,0.351,0.386,-0.091,0.152,-0.082,-0.353,0.296,0.24,0.01,-0.348,0.178
Goal 6 Score,0.865,0.227,-0.469,-0.473,0.233,1.0,-0.062,-0.715,0.651,-0.269,0.649,0.475,-0.425,-0.123,-0.009,0.343,-0.651
Goal 7 Score,0.109,0.68,0.378,-0.068,0.351,-0.062,1.0,0.136,-0.408,-0.281,-0.3,0.087,-0.188,0.396,-0.226,0.194,0.453
Goal 8 Score,0.809,0.014,-0.785,-0.339,0.386,-0.715,0.136,1.0,0.728,-0.304,0.696,0.683,-0.641,-0.494,-0.101,0.659,-0.834
Goal 9 Score,-0.636,0.373,0.792,0.057,-0.091,0.651,-0.408,0.728,1.0,0.416,-0.684,-0.463,0.248,0.635,-0.16,-0.274,0.79
Goal 10 Score,0.47,0.177,-0.454,0.008,0.152,-0.269,-0.281,-0.304,0.416,1.0,0.195,0.41,-0.437,-0.363,0.105,0.375,-0.28
Goal 11 Score,-0.72,0.105,0.597,0.593,-0.082,0.649,-0.3,0.696,-0.684,0.195,1.0,-0.191,0.18,0.269,-0.33,-0.113,0.714
Goal 12 Score,-0.619,-0.166,0.68,0.098,-0.353,0.475,0.087,0.683,-0.463,0.41,-0.191,1.0,0.854,0.548,0.525,-0.902,0.529
Goal 13 Score,0.645,0.347,-0.582,-0.298,0.296,-0.425,-0.188,-0.641,0.248,-0.437,0.18,0.854,1.0,-0.324,-0.516,0.869,-0.456
Goal 14 Score,0.248,-0.412,-0.719,0.231,0.24,-0.123,0.396,-0.494,0.635,-0.363,0.269,0.548,-0.324,1.0,-0.057,0.437,-0.548
Goal 15 Score,0.032,0.247,-0.069,-0.016,0.01,-0.009,-0.226,-0.101,-0.16,0.105,-0.33,0.525,-0.516,-0.057,1.0,0.638,0.122
Goal 16 Score,-0.526,-0.246,0.616,0.116,-0.348,0.343,0.194,0.659,-0.274,0.375,-0.113,-0.902,0.869,0.437,0.638,1.0,0.423
Goal 17 Score,0.721,-0.181,-0.809,-0.265,0.178,-0.651,0.453,-0.834,0.79,-0.28,0.714,0.529,-0.456,-0.548,0.122,0.423,1.0
