,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.051,-0.087,0.721,-0.846,0.135,-0.293,-0.356,0.364,-0.287,0.008,-0.633,0.816,0.344,-0.187,0.625,-0.289
Goal 2 Score,0.051,1.0,0.578,-0.051,0.065,-0.611,0.488,0.569,-0.1,-0.609,0.509,0.519,0.132,0.078,0.814,-0.375,-0.636
Goal 3 Score,-0.087,0.578,1.0,0.552,-0.183,0.926,-0.843,-0.91,0.714,0.139,-0.883,-0.58,0.038,0.578,-0.85,0.79,0.691
Goal 4 Score,0.721,-0.051,0.552,1.0,0.751,-0.469,0.574,0.707,-0.71,0.4,0.476,0.694,-0.674,-0.755,0.372,-0.832,-0.07
Goal 5 Score,-0.846,0.065,-0.183,0.751,1.0,0.209,-0.385,-0.38,0.53,-0.502,-0.03,-0.59,0.9,0.409,-0.101,0.66,-0.267
Goal 6 Score,0.135,-0.611,0.926,-0.469,0.209,1.0,0.81,0.905,-0.639,-0.131,0.84,0.547,-0.028,-0.486,0.843,-0.774,-0.635
Goal 7 Score,-0.293,0.488,-0.843,0.574,-0.385,0.81,1.0,-0.825,0.808,-0.094,-0.671,-0.594,0.294,0.615,-0.746,0.86,0.447
Goal 8 Score,-0.356,0.569,-0.91,0.707,-0.38,0.905,-0.825,1.0,0.729,0.04,-0.839,-0.717,0.212,0.627,-0.845,0.879,0.561
Goal 9 Score,0.364,-0.1,0.714,-0.71,0.53,-0.639,0.808,0.729,1.0,0.425,0.545,0.479,-0.468,-0.789,0.432,-0.83,-0.149
Goal 10 Score,-0.287,-0.609,0.139,0.4,-0.502,-0.131,-0.094,0.04,0.425,1.0,0.177,0.089,0.519,0.384,0.445,0.211,-0.476
Goal 11 Score,0.008,0.509,-0.883,0.476,-0.03,0.84,-0.671,-0.839,0.545,0.177,1.0,-0.498,-0.111,0.481,-0.785,0.658,0.774
Goal 12 Score,-0.633,0.519,-0.58,0.694,-0.59,0.547,-0.594,-0.717,0.479,0.089,-0.498,1.0,0.53,0.535,-0.628,0.748,0.208
Goal 13 Score,0.816,0.132,0.038,-0.674,0.9,-0.028,0.294,0.212,-0.468,0.519,-0.111,0.53,1.0,-0.431,-0.061,-0.573,0.441
Goal 14 Score,0.344,0.078,0.578,-0.755,0.409,-0.486,0.615,0.627,-0.789,0.384,0.481,0.535,-0.431,1.0,0.289,-0.679,-0.014
Goal 15 Score,-0.187,0.814,-0.85,0.372,-0.101,0.843,-0.746,-0.845,0.432,0.445,-0.785,-0.628,-0.061,0.289,1.0,0.68,0.765
Goal 16 Score,0.625,-0.375,0.79,-0.832,0.66,-0.774,0.86,0.879,-0.83,0.211,0.658,0.748,-0.573,-0.679,0.68,1.0,-0.285
Goal 17 Score,-0.289,-0.636,0.691,-0.07,-0.267,-0.635,0.447,0.561,-0.149,-0.476,0.774,0.208,0.441,-0.014,0.765,-0.285,1.0
