,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.156,-0.361,0.48,-0.708,0.766,0.313,-0.231,-0.16,0.266,0.558,-0.729,0.255,0.386,-0.437,-0.485,-0.195
Goal 2 Score,0.156,1.0,0.588,0.069,0.054,0.148,-0.488,-0.217,0.044,0.307,-0.397,0.297,-0.279,0.182,-0.202,0.54,-0.316
Goal 3 Score,-0.361,0.588,1.0,0.46,-0.55,0.366,0.603,-0.038,0.028,0.166,0.737,-0.685,0.142,0.162,-0.052,-0.665,-0.171
Goal 4 Score,0.48,0.069,0.46,1.0,0.626,-0.493,0.074,0.45,-0.316,-0.514,-0.31,0.441,0.017,-0.328,0.371,0.087,0.218
Goal 5 Score,-0.708,0.054,-0.55,0.626,1.0,0.686,0.344,-0.172,0.091,0.368,0.547,-0.664,0.18,0.308,-0.338,-0.366,-0.158
Goal 6 Score,0.766,0.148,0.366,-0.493,0.686,1.0,-0.053,0.527,0.228,-0.61,-0.656,0.794,-0.165,-0.608,0.634,0.335,0.504
Goal 7 Score,0.313,-0.488,0.603,0.074,0.344,-0.053,1.0,-0.591,0.277,0.464,-0.403,0.386,-0.281,0.043,-0.41,0.743,0.053
Goal 8 Score,-0.231,-0.217,-0.038,0.45,-0.172,0.527,-0.591,1.0,0.228,0.862,0.342,-0.393,-0.021,0.357,-0.635,0.123,-0.461
Goal 9 Score,-0.16,0.044,0.028,-0.316,0.091,0.228,0.277,0.228,1.0,-0.196,0.115,-0.233,0.169,0.365,0.25,-0.14,-0.041
Goal 10 Score,0.266,0.307,0.166,-0.514,0.368,-0.61,0.464,0.862,-0.196,1.0,-0.416,0.478,-0.008,-0.426,0.649,-0.047,0.498
Goal 11 Score,0.558,-0.397,0.737,-0.31,0.547,-0.656,-0.403,0.342,0.115,-0.416,1.0,0.851,-0.164,-0.241,0.361,0.785,0.503
Goal 12 Score,-0.729,0.297,-0.685,0.441,-0.664,0.794,0.386,-0.393,-0.233,0.478,0.851,1.0,0.409,0.507,-0.41,-0.685,-0.487
Goal 13 Score,0.255,-0.279,0.142,0.017,0.18,-0.165,-0.281,-0.021,0.169,-0.008,-0.164,0.409,1.0,-0.222,-0.102,0.22,0.166
Goal 14 Score,0.386,0.182,0.162,-0.328,0.308,-0.608,0.043,0.357,0.365,-0.426,-0.241,0.507,-0.222,1.0,0.418,0.048,0.302
Goal 15 Score,-0.437,-0.202,-0.052,0.371,-0.338,0.634,-0.41,-0.635,0.25,0.649,0.361,-0.41,-0.102,0.418,1.0,-0.046,-0.251
Goal 16 Score,-0.485,0.54,-0.665,0.087,-0.366,0.335,0.743,0.123,-0.14,-0.047,0.785,-0.685,0.22,0.048,-0.046,1.0,-0.341
Goal 17 Score,-0.195,-0.316,-0.171,0.218,-0.158,0.504,0.053,-0.461,-0.041,0.498,0.503,-0.487,0.166,0.302,-0.251,-0.341,1.0
