,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.59,0.396,0.344,-0.082,0.547,0.201,-0.62,0.311,-0.122,-0.051,-0.278,0.237,-0.405,0.581,-0.453,-0.47
Goal 2 Score,-0.59,1.0,0.354,0.438,0.241,0.239,0.072,-0.383,0.253,0.16,-0.343,0.173,-0.006,0.097,0.217,-0.224,-0.176
Goal 3 Score,0.396,0.354,1.0,0.536,-0.768,-0.104,-0.444,-0.159,0.592,-0.019,0.808,-0.327,0.625,0.017,0.015,-0.0,-0.438
Goal 4 Score,0.344,0.438,0.536,1.0,0.526,-0.078,0.436,0.611,-0.807,-0.074,-0.507,0.202,-0.626,0.086,-0.293,0.267,0.665
Goal 5 Score,-0.082,0.241,-0.768,0.526,1.0,0.327,-0.212,-0.486,0.726,-0.317,0.84,-0.653,0.816,-0.4,0.493,-0.31,-0.733
Goal 6 Score,0.547,0.239,-0.104,-0.078,0.327,1.0,-0.198,0.574,-0.33,0.275,-0.092,0.512,-0.432,0.505,-0.744,0.498,0.453
Goal 7 Score,0.201,0.072,-0.444,0.436,-0.212,-0.198,1.0,0.018,0.279,0.433,0.597,-0.268,0.513,0.291,-0.052,-0.246,-0.287
Goal 8 Score,-0.62,-0.383,-0.159,0.611,-0.486,0.574,0.018,1.0,0.83,-0.417,0.298,-0.314,0.644,-0.684,0.841,-0.263,-0.767
Goal 9 Score,0.311,0.253,0.592,-0.807,0.726,-0.33,0.279,0.83,1.0,0.312,-0.634,0.323,-0.836,0.455,-0.652,0.234,0.853
Goal 10 Score,-0.122,0.16,-0.019,-0.074,-0.317,0.275,0.433,-0.417,0.312,1.0,0.044,-0.155,0.16,-0.665,0.467,0.169,-0.401
Goal 11 Score,-0.051,-0.343,0.808,-0.507,0.84,-0.092,0.597,0.298,-0.634,0.044,1.0,0.652,-0.865,0.169,-0.325,0.36,0.703
Goal 12 Score,-0.278,0.173,-0.327,0.202,-0.653,0.512,-0.268,-0.314,0.323,-0.155,0.652,1.0,0.702,-0.25,0.482,-0.618,-0.655
Goal 13 Score,0.237,-0.006,0.625,-0.626,0.816,-0.432,0.513,0.644,-0.836,0.16,-0.865,0.702,1.0,0.376,-0.671,0.476,0.887
Goal 14 Score,-0.405,0.097,0.017,0.086,-0.4,0.505,0.291,-0.684,0.455,-0.665,0.169,-0.25,0.376,1.0,0.788,-0.161,-0.48
Goal 15 Score,0.581,0.217,0.015,-0.293,0.493,-0.744,-0.052,0.841,-0.652,0.467,-0.325,0.482,-0.671,0.788,1.0,0.482,0.728
Goal 16 Score,-0.453,-0.224,-0.0,0.267,-0.31,0.498,-0.246,-0.263,0.234,0.169,0.36,-0.618,0.476,-0.161,0.482,1.0,-0.44
Goal 17 Score,-0.47,-0.176,-0.438,0.665,-0.733,0.453,-0.287,-0.767,0.853,-0.401,0.703,-0.655,0.887,-0.48,0.728,-0.44,1.0
