,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.252,0.578,0.582,0.353,0.581,-0.073,-0.473,-0.311,0.57,-0.382,0.272,-0.443,-0.312,0.244,-0.622,-0.188
Goal 2 Score,0.252,1.0,-0.108,0.171,-0.271,-0.544,0.482,0.232,0.337,0.054,-0.406,-0.67,0.493,0.502,-0.455,-0.131,0.382
Goal 3 Score,0.578,-0.108,1.0,-0.151,-0.179,0.009,0.159,0.5,0.167,-0.634,0.438,0.022,0.077,0.013,0.112,0.697,0.045
Goal 4 Score,0.582,0.171,-0.151,1.0,-0.145,-0.187,0.1,0.568,0.221,-0.449,0.662,0.024,0.414,-0.298,-0.32,0.456,0.062
Goal 5 Score,0.353,-0.271,-0.179,-0.145,1.0,-0.359,0.491,0.234,0.437,-0.376,0.137,-0.449,0.206,0.357,-0.559,0.258,0.616
Goal 6 Score,0.581,-0.544,0.009,-0.187,-0.359,1.0,0.393,0.226,0.386,-0.072,-0.273,-0.423,0.366,0.494,-0.519,0.167,0.402
Goal 7 Score,-0.073,0.482,0.159,0.1,0.491,0.393,1.0,-0.419,-0.29,0.023,0.171,0.308,-0.116,-0.169,0.619,-0.128,-0.41
Goal 8 Score,-0.473,0.232,0.5,0.568,0.234,0.226,-0.419,1.0,-0.272,0.696,-0.29,0.149,-0.501,0.235,0.38,-0.562,-0.399
Goal 9 Score,-0.311,0.337,0.167,0.221,0.437,0.386,-0.29,-0.272,1.0,0.27,-0.129,-0.002,-0.58,0.134,0.452,-0.168,-0.228
Goal 10 Score,0.57,0.054,-0.634,-0.449,-0.376,-0.072,0.023,0.696,0.27,1.0,0.482,-0.015,0.293,-0.207,-0.045,0.803,0.405
Goal 11 Score,-0.382,-0.406,0.438,0.662,0.137,-0.273,0.171,-0.29,-0.129,0.482,1.0,-0.247,-0.104,0.372,-0.141,-0.435,0.141
Goal 12 Score,0.272,-0.67,0.022,0.024,-0.449,-0.423,0.308,0.149,-0.002,-0.015,-0.247,1.0,0.417,0.67,-0.462,-0.199,0.426
Goal 13 Score,-0.443,0.493,0.077,0.414,0.206,0.366,-0.116,-0.501,-0.58,0.293,-0.104,0.417,1.0,0.006,0.447,-0.104,-0.292
Goal 14 Score,-0.312,0.502,0.013,-0.298,0.357,0.494,-0.169,0.235,0.134,-0.207,0.372,0.67,0.006,1.0,0.218,0.171,-0.149
Goal 15 Score,0.244,-0.455,0.112,-0.32,-0.559,-0.519,0.619,0.38,0.452,-0.045,-0.141,-0.462,0.447,0.218,1.0,0.04,0.466
Goal 16 Score,-0.622,-0.131,0.697,0.456,0.258,0.167,-0.128,-0.562,-0.168,0.803,-0.435,-0.199,-0.104,0.171,0.04,1.0,-0.242
Goal 17 Score,-0.188,0.382,0.045,0.062,0.616,0.402,-0.41,-0.399,-0.228,0.405,0.141,0.426,-0.292,-0.149,0.466,-0.242,1.0
