,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.728,0.969,0.222,-0.644,-0.849,-0.547,0.922,-0.281,0.877,0.823,-0.144,0.573,-0.551,0.757,-0.92,0.78
Goal 2 Score,0.728,1.0,-0.697,-0.489,0.778,0.775,0.288,-0.721,0.691,-0.565,-0.512,0.271,-0.178,0.451,-0.48,0.687,-0.822
Goal 3 Score,0.969,-0.697,1.0,-0.185,0.66,0.9,0.597,-0.934,0.209,-0.857,-0.812,0.141,-0.579,0.533,-0.861,0.954,-0.737
Goal 4 Score,0.222,-0.489,-0.185,1.0,0.456,0.471,-0.423,-0.234,0.702,-0.094,0.143,-0.318,0.451,-0.023,-0.149,0.194,-0.456
Goal 5 Score,-0.644,0.778,0.66,0.456,1.0,-0.766,-0.117,0.674,-0.498,0.448,0.503,-0.143,0.107,-0.194,0.577,-0.643,0.606
Goal 6 Score,-0.849,0.775,0.9,0.471,-0.766,1.0,-0.369,0.928,-0.341,0.791,0.705,-0.016,0.395,-0.509,0.857,-0.92,0.813
Goal 7 Score,-0.547,0.288,0.597,-0.423,-0.117,-0.369,1.0,0.566,0.271,0.545,0.673,-0.487,0.752,-0.663,0.499,-0.581,0.331
Goal 8 Score,0.922,-0.721,-0.934,-0.234,0.674,0.928,0.566,1.0,0.167,-0.923,-0.877,0.124,-0.648,0.675,-0.825,0.967,-0.826
Goal 9 Score,-0.281,0.691,0.209,0.702,-0.498,-0.341,0.271,0.167,1.0,0.005,-0.137,-0.083,-0.476,0.038,0.004,-0.141,0.503
Goal 10 Score,0.877,-0.565,-0.857,-0.094,0.448,0.791,0.545,-0.923,0.005,1.0,-0.908,0.037,-0.76,0.617,-0.707,0.916,-0.792
Goal 11 Score,0.823,-0.512,-0.812,0.143,0.503,0.705,0.673,-0.877,-0.137,-0.908,1.0,0.155,-0.824,0.604,-0.679,0.855,-0.654
Goal 12 Score,-0.144,0.271,0.141,-0.318,-0.143,-0.016,-0.487,0.124,-0.083,0.037,0.155,1.0,0.375,-0.45,0.133,-0.187,0.104
Goal 13 Score,0.573,-0.178,-0.579,0.451,0.107,0.395,0.752,-0.648,-0.476,-0.76,-0.824,0.375,1.0,0.654,-0.546,0.656,-0.382
Goal 14 Score,-0.551,0.451,0.533,-0.023,-0.194,-0.509,-0.663,0.675,0.038,0.617,0.604,-0.45,0.654,1.0,0.503,-0.628,0.525
Goal 15 Score,0.757,-0.48,-0.861,-0.149,0.577,0.857,0.499,-0.825,0.004,-0.707,-0.679,0.133,-0.546,0.503,1.0,0.872,-0.546
Goal 16 Score,-0.92,0.687,0.954,0.194,-0.643,-0.92,-0.581,0.967,-0.141,0.916,0.855,-0.187,0.656,-0.628,0.872,1.0,0.803
Goal 17 Score,0.78,-0.822,-0.737,-0.456,0.606,0.813,0.331,-0.826,0.503,-0.792,-0.654,0.104,-0.382,0.525,-0.546,0.803,1.0
