,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.4671467522297755,0.9602949762741553,0.8973555737585639,0.43641271642160034,0.8049141088794403,0.911068330628054,0.4576856106938659,0.48147228842460155,0.34904410709257877,0.7696223303081672,-0.7034410689241665,-0.5987054266867772,-0.1604678757864462,-0.17758807997211848,0.6659021994662407,0.37316058740382124
Goal 2 Score,0.4671467522297755,1.0,0.5620061657146376,0.535572513133608,0.3817663626565819,0.6493752542489895,0.433936956842591,0.7530055487251469,0.8127263966452194,0.22481547099302496,0.485168010231418,-0.6765327489083097,-0.6047260681094991,0.07514873604525181,-0.06447896624246975,0.5642366570147864,0.17896001130697117
Goal 3 Score,0.9602949762741553,0.5620061657146376,1.0,0.8970428488337963,0.46410646231595276,0.8727798042848044,0.8873078880113554,0.620262372304667,0.5735878832005681,0.3505047979131688,0.7766248874383757,-0.754944049830208,-0.6735716889757408,-0.13060804539173407,-0.16698001699086693,0.6644707360354596,0.4005624865176623
Goal 4 Score,0.8973555737585639,0.535572513133608,0.8970428488337963,1.0,0.7385150216382305,0.8071705302880372,0.8411171989564991,0.5601441380269663,0.5656307815409862,0.11112628363554235,0.7815656386685069,-0.7308049969791014,-0.6758541379666155,-0.05557262291736267,-0.2201117256981588,0.6483602642968677,0.4834188305282147
Goal 5 Score,0.43641271642160034,0.3817663626565819,0.46410646231595276,0.7385150216382305,1.0,0.5264789759024205,0.46803416675969334,0.49038196379653465,0.4437955146472131,-0.31859744623387326,0.6184161989667096,-0.5258858050379315,-0.5546420463737832,0.1725079377561963,-0.005092366510615517,0.34632694540792736,0.39749875266862195
Goal 6 Score,0.8049141088794403,0.6493752542489895,0.8727798042848044,0.8071705302880372,0.5264789759024205,1.0,0.6936103780866862,0.6748632660433831,0.745659558065149,0.2089013328338364,0.815807603176145,-0.7999366107230045,-0.8142444943664079,-0.12270240438793559,-0.029962961125822207,0.5220104671988144,0.3770843606256446
Goal 7 Score,0.911068330628054,0.433936956842591,0.8873078880113554,0.8411171989564991,0.46803416675969334,0.6936103780866862,1.0,0.41911915654886844,0.42616890281013997,0.2754074912789761,0.7016722015065305,-0.571754195145537,-0.4805343686594511,-0.11522416731646455,-0.15545675952002627,0.5433989741022466,0.3562609258176444
Goal 8 Score,0.4576856106938659,0.7530055487251469,0.620262372304667,0.5601441380269663,0.49038196379653465,0.6748632660433831,0.41911915654886844,1.0,0.5365860023887858,0.22405792925499798,0.41340918529633613,-0.559444640946559,-0.5351801245720553,0.10489596750094043,0.03695069150654884,0.46898765871513065,0.3038593741104203
Goal 9 Score,0.48147228842460155,0.8127263966452194,0.5735878832005681,0.5656307815409862,0.4437955146472131,0.745659558065149,0.42616890281013997,0.5365860023887858,1.0,0.21940929045645455,0.6717547738844022,-0.831875814147956,-0.8096083411226322,-0.13484112691119426,-0.08541774293923574,0.6008433917086912,0.10112373230723416
Goal 10 Score,0.34904410709257877,0.22481547099302496,0.3505047979131688,0.11112628363554235,-0.31859744623387326,0.2089013328338364,0.2754074912789761,0.22405792925499798,0.21940929045645455,1.0,0.053150475852424904,-0.36889144026808224,-0.2338162762050566,-0.41534197490680624,-0.10352265377409661,0.5426613381612058,-0.4315945715240838
Goal 11 Score,0.7696223303081672,0.485168010231418,0.7766248874383757,0.7815656386685069,0.6184161989667096,0.815807603176145,0.7016722015065305,0.41340918529633613,0.6717547738844022,0.053150475852424904,1.0,-0.7352553149741627,-0.698251902906444,-0.1418622764037638,0.13852758268249923,0.6319251718767726,0.30535033674323275
Goal 12 Score,-0.7034410689241665,-0.6765327489083097,-0.754944049830208,-0.7308049969791014,-0.5258858050379315,-0.7999366107230045,-0.571754195145537,-0.559444640946559,-0.831875814147956,-0.36889144026808224,-0.7352553149741627,1.0,0.8701886654085748,0.3543980665660576,0.06779155653661506,-0.7673283504462357,-0.07251024908265002
Goal 13 Score,-0.5987054266867772,-0.6047260681094991,-0.6735716889757408,-0.6758541379666155,-0.5546420463737832,-0.8142444943664079,-0.4805343686594511,-0.5351801245720553,-0.8096083411226322,-0.2338162762050566,-0.698251902906444,0.8701886654085748,1.0,0.14156918014261805,0.017538143923331473,-0.5632184623074248,-0.0883696865876583
Goal 14 Score,-0.1604678757864462,0.07514873604525181,-0.13060804539173407,-0.05557262291736267,0.1725079377561963,-0.12270240438793559,-0.11522416731646455,0.10489596750094043,-0.13484112691119426,-0.41534197490680624,-0.1418622764037638,0.3543980665660576,0.14156918014261805,1.0,-0.045552711491910425,-0.37445440298877364,0.2250204816402596
Goal 15 Score,-0.17758807997211848,-0.06447896624246975,-0.16698001699086693,-0.2201117256981588,-0.005092366510615517,-0.029962961125822207,-0.15545675952002627,0.03695069150654884,-0.08541774293923574,-0.10352265377409661,0.13852758268249923,0.06779155653661506,0.017538143923331473,-0.045552711491910425,1.0,-0.1182193566381177,-0.24639904270821453
