,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.054,0.287,0.432,-0.288,0.267,0.547,-0.484,-0.068,-0.018,-0.001,-0.112,-0.418,-0.259,0.338,-0.433,0.567
Goal 2 Score,0.054,1.0,-0.267,-0.012,0.128,0.417,-0.244,0.034,0.307,-0.516,0.094,0.05,-0.089,-0.253,-0.149,0.153,0.126
Goal 3 Score,0.287,-0.267,1.0,0.153,0.658,0.494,-0.183,-0.453,-0.257,-0.309,0.548,-0.476,-0.107,-0.137,0.089,0.512,0.248
Goal 4 Score,0.432,-0.012,0.153,1.0,0.264,0.205,-0.758,0.206,-0.329,0.023,0.456,-0.229,0.239,0.696,-0.813,-0.253,-0.013
Goal 5 Score,-0.288,0.128,0.658,0.264,1.0,-0.386,0.553,0.505,0.464,-0.057,-0.632,0.474,0.09,-0.068,0.164,-0.228,-0.24
Goal 6 Score,0.267,0.417,0.494,0.205,-0.386,1.0,0.336,0.478,0.403,0.423,-0.686,0.528,0.23,-0.154,0.37,0.08,-0.559
Goal 7 Score,0.547,-0.244,-0.183,-0.758,0.553,0.336,1.0,0.107,-0.25,-0.17,0.454,-0.234,0.192,0.508,-0.757,0.028,-0.015
Goal 8 Score,-0.484,0.034,-0.453,0.206,0.505,0.478,0.107,1.0,-0.463,0.072,0.593,-0.541,-0.548,-0.169,0.337,-0.118,0.759
Goal 9 Score,-0.068,0.307,-0.257,-0.329,0.464,0.403,-0.25,-0.463,1.0,0.247,0.596,-0.653,-0.316,0.448,-0.209,-0.21,0.338
Goal 10 Score,-0.018,-0.516,-0.309,0.023,-0.057,0.423,-0.17,0.072,0.247,1.0,0.111,-0.206,-0.059,-0.048,-0.17,0.035,0.321
Goal 11 Score,-0.001,0.094,0.548,0.456,-0.632,-0.686,0.454,0.593,0.596,0.111,1.0,0.717,0.122,-0.351,0.347,0.109,-0.58
Goal 12 Score,-0.112,0.05,-0.476,-0.229,0.474,0.528,-0.234,-0.541,-0.653,-0.206,0.717,1.0,0.02,0.437,-0.163,-0.203,0.55
Goal 13 Score,-0.418,-0.089,-0.107,0.239,0.09,0.23,0.192,-0.548,-0.316,-0.059,0.122,0.02,1.0,-0.301,0.309,-0.279,0.545
Goal 14 Score,-0.259,-0.253,-0.137,0.696,-0.068,-0.154,0.508,-0.169,0.448,-0.048,-0.351,0.437,-0.301,1.0,0.686,0.266,0.037
Goal 15 Score,0.338,-0.149,0.089,-0.813,0.164,0.37,-0.757,0.337,-0.209,-0.17,0.347,-0.163,0.309,0.686,1.0,-0.112,-0.088
Goal 16 Score,-0.433,0.153,0.512,-0.253,-0.228,0.08,0.028,-0.118,-0.21,0.035,0.109,-0.203,-0.279,0.266,-0.112,1.0,0.387
Goal 17 Score,0.567,0.126,0.248,-0.013,-0.24,-0.559,-0.015,0.759,0.338,0.321,-0.58,0.55,0.545,0.037,-0.088,0.387,1.0
