,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.271,0.522,-0.47,0.384,0.521,-0.132,-0.303,-0.529,-0.019,-0.45,-0.234,-0.383,-0.507,0.179,0.354,-0.28
Goal 2 Score,-0.271,1.0,0.677,-0.562,0.531,0.766,-0.798,-0.777,-0.728,0.172,-0.411,-0.822,0.102,-0.825,-0.153,0.778,-0.823
Goal 3 Score,0.522,0.677,1.0,0.775,-0.83,-0.731,0.662,0.799,0.811,-0.038,0.783,0.7,0.068,0.774,0.081,-0.816,0.727
Goal 4 Score,-0.47,-0.562,0.775,1.0,0.883,0.828,-0.447,-0.725,-0.81,0.194,-0.763,-0.471,-0.489,-0.783,-0.057,0.681,-0.678
Goal 5 Score,0.384,0.531,-0.83,0.883,1.0,-0.782,0.509,0.816,0.823,-0.253,0.904,0.521,0.384,0.745,0.162,-0.772,0.667
Goal 6 Score,0.521,0.766,-0.731,0.828,-0.782,1.0,0.691,0.857,0.928,-0.202,0.718,0.641,0.406,0.942,0.133,-0.82,0.852
Goal 7 Score,-0.132,-0.798,0.662,-0.447,0.509,0.691,1.0,-0.811,-0.701,0.214,-0.365,-0.829,0.224,-0.737,-0.414,0.843,-0.888
Goal 8 Score,-0.303,-0.777,0.799,-0.725,0.816,0.857,-0.811,1.0,-0.886,0.306,-0.675,-0.823,-0.126,-0.879,-0.245,0.891,-0.9
Goal 9 Score,-0.529,-0.728,0.811,-0.81,0.823,0.928,-0.701,-0.886,1.0,0.227,-0.724,-0.747,-0.341,-0.958,-0.053,0.822,-0.874
Goal 10 Score,-0.019,0.172,-0.038,0.194,-0.253,-0.202,0.214,0.306,0.227,1.0,0.03,0.194,0.158,0.186,0.106,-0.097,0.256
Goal 11 Score,-0.45,-0.411,0.783,-0.763,0.904,0.718,-0.365,-0.675,-0.724,0.03,1.0,-0.382,-0.386,-0.648,-0.089,0.702,-0.498
Goal 12 Score,-0.234,-0.822,0.7,-0.471,0.521,0.641,-0.829,-0.823,-0.747,0.194,-0.382,1.0,0.321,-0.785,-0.187,0.744,-0.841
Goal 13 Score,-0.383,0.102,0.068,-0.489,0.384,0.406,0.224,-0.126,-0.341,0.158,-0.386,0.321,1.0,-0.257,0.252,0.035,-0.06
Goal 14 Score,-0.507,-0.825,0.774,-0.783,0.745,0.942,-0.737,-0.879,-0.958,0.186,-0.648,-0.785,-0.257,1.0,-0.033,0.816,-0.894
Goal 15 Score,0.179,-0.153,0.081,-0.057,0.162,0.133,-0.414,-0.245,-0.053,0.106,-0.089,-0.187,0.252,-0.033,1.0,0.401,-0.291
Goal 16 Score,0.354,0.778,-0.816,0.681,-0.772,-0.82,0.843,0.891,0.822,-0.097,0.702,0.744,0.035,0.816,0.401,1.0,0.855
Goal 17 Score,-0.28,-0.823,0.727,-0.678,0.667,0.852,-0.888,-0.9,-0.874,0.256,-0.498,-0.841,-0.06,-0.894,-0.291,0.855,1.0
