,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.663,0.586,-0.451,-0.686,0.377,0.8,0.17,-0.434,-0.452,-0.133,-0.84,0.216,-0.59,0.356,0.27,-0.187
Goal 2 Score,-0.663,1.0,0.544,-0.247,-0.503,0.085,0.529,0.1,0.22,-0.584,-0.23,-0.4,0.351,-0.398,0.265,0.2,-0.054
Goal 3 Score,0.586,0.544,1.0,0.71,0.277,0.147,-0.599,0.002,0.157,0.83,0.395,0.494,-0.501,0.488,-0.586,-0.319,-0.049
Goal 4 Score,-0.451,-0.247,0.71,1.0,-0.051,0.176,0.561,0.166,-0.491,-0.591,-0.147,-0.551,0.15,-0.731,0.608,0.329,-0.173
Goal 5 Score,-0.686,-0.503,0.277,-0.051,1.0,0.098,0.275,0.419,-0.183,-0.203,0.288,-0.487,-0.025,-0.28,0.121,0.069,0.179
Goal 6 Score,0.377,0.085,0.147,0.176,0.098,1.0,-0.286,0.083,0.465,0.016,0.24,0.328,0.186,0.161,0.039,-0.472,0.495
Goal 7 Score,0.8,0.529,-0.599,0.561,0.275,-0.286,1.0,0.155,0.345,0.53,0.354,0.789,-0.391,0.606,-0.409,-0.215,0.282
Goal 8 Score,0.17,0.1,0.002,0.166,0.419,0.083,0.155,1.0,0.276,-0.171,-0.544,0.136,0.193,0.238,0.007,0.166,-0.224
Goal 9 Score,-0.434,0.22,0.157,-0.491,-0.183,0.465,0.345,0.276,1.0,0.073,0.106,-0.636,-0.272,-0.375,0.272,0.243,-0.341
Goal 10 Score,-0.452,-0.584,0.83,-0.591,-0.203,0.016,0.53,-0.171,0.073,1.0,-0.54,-0.313,0.44,-0.36,0.479,0.502,-0.017
Goal 11 Score,-0.133,-0.23,0.395,-0.147,0.288,0.24,0.354,-0.544,0.106,-0.54,1.0,-0.104,0.524,0.081,0.086,0.573,-0.155
Goal 12 Score,-0.84,-0.4,0.494,-0.551,-0.487,0.328,0.789,0.136,-0.636,-0.313,-0.104,1.0,0.256,-0.617,0.398,0.13,-0.276
Goal 13 Score,0.216,0.351,-0.501,0.15,-0.025,0.186,-0.391,0.193,-0.272,0.44,0.524,0.256,1.0,0.04,0.005,-0.098,-0.249
Goal 14 Score,-0.59,-0.398,0.488,-0.731,-0.28,0.161,0.606,0.238,-0.375,-0.36,0.081,-0.617,0.04,1.0,0.573,0.021,-0.124
Goal 15 Score,0.356,0.265,-0.586,0.608,0.121,0.039,-0.409,0.007,0.272,0.479,0.086,0.398,0.005,0.573,1.0,-0.089,0.437
Goal 16 Score,0.27,0.2,-0.319,0.329,0.069,-0.472,-0.215,0.166,0.243,0.502,0.573,0.13,-0.098,0.021,-0.089,1.0,0.14
Goal 17 Score,-0.187,-0.054,-0.049,-0.173,0.179,0.495,0.282,-0.224,-0.341,-0.017,-0.155,-0.276,-0.249,-0.124,0.437,0.14,1.0
