,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.666,-0.406,0.659,-0.704,0.7,0.701,-0.669,-0.558,-0.381,0.662,-0.591,0.615,-0.347,-0.589,0.773,0.609
Goal 2 Score,0.666,1.0,0.911,-0.831,0.96,-0.94,-0.826,0.974,0.892,0.739,-0.887,0.974,-0.957,-0.128,0.962,-0.703,-0.851
Goal 3 Score,-0.406,0.911,1.0,0.794,-0.902,0.863,0.754,-0.884,-0.806,-0.714,0.786,-0.921,0.884,0.244,-0.939,0.572,0.783
Goal 4 Score,0.659,-0.831,0.794,1.0,0.882,-0.872,-0.595,0.873,0.856,0.577,-0.646,0.856,-0.798,0.19,0.86,-0.547,-0.681
Goal 5 Score,-0.704,0.96,-0.902,0.882,1.0,0.959,0.826,-0.935,-0.864,-0.751,0.862,-0.95,0.935,0.023,-0.943,0.704,0.85
Goal 6 Score,0.7,-0.94,0.863,-0.872,0.959,1.0,-0.757,0.929,0.905,0.785,-0.843,0.964,-0.962,-0.035,0.947,-0.722,-0.777
Goal 7 Score,0.701,-0.826,0.754,-0.595,0.826,-0.757,1.0,0.795,0.58,0.564,-0.788,0.765,-0.783,-0.196,0.786,-0.765,-0.825
Goal 8 Score,-0.669,0.974,-0.884,0.873,-0.935,0.929,0.795,1.0,-0.872,-0.643,0.855,-0.965,0.946,0.106,-0.954,0.685,0.847
Goal 9 Score,-0.558,0.892,-0.806,0.856,-0.864,0.905,0.58,-0.872,1.0,-0.78,0.702,-0.919,0.859,-0.046,-0.902,0.555,0.611
Goal 10 Score,-0.381,0.739,-0.714,0.577,-0.751,0.785,0.564,-0.643,-0.78,1.0,0.618,-0.767,0.751,0.152,-0.76,0.534,0.504
Goal 11 Score,0.662,-0.887,0.786,-0.646,0.862,-0.843,-0.788,0.855,0.702,0.618,1.0,0.841,-0.874,-0.162,0.824,-0.678,-0.827
Goal 12 Score,-0.591,0.974,-0.921,0.856,-0.95,0.964,0.765,-0.965,-0.919,-0.767,0.841,1.0,0.982,0.153,-0.973,0.645,0.808
Goal 13 Score,0.615,-0.957,0.884,-0.798,0.935,-0.962,-0.783,0.946,0.859,0.751,-0.874,0.982,1.0,-0.193,0.939,-0.689,-0.832
Goal 14 Score,-0.347,-0.128,0.244,0.19,0.023,-0.035,-0.196,0.106,-0.046,0.152,-0.162,0.153,-0.193,1.0,0.166,0.062,-0.235
Goal 15 Score,-0.589,0.962,-0.939,0.86,-0.943,0.947,0.786,-0.954,-0.902,-0.76,0.824,-0.973,0.939,0.166,1.0,0.675,0.786
Goal 16 Score,0.773,-0.703,0.572,-0.547,0.704,-0.722,-0.765,0.685,0.555,0.534,-0.678,0.645,-0.689,0.062,0.675,1.0,-0.557
Goal 17 Score,0.609,-0.851,0.783,-0.681,0.85,-0.777,-0.825,0.847,0.611,0.504,-0.827,0.808,-0.832,-0.235,0.786,-0.557,1.0
