,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.068,-0.102,0.459,-0.089,0.282,0.275,0.011,0.294,-0.402,-0.309,0.17,0.116,-0.509,0.413,0.083,0.075
Goal 2 Score,0.068,1.0,-0.228,0.201,-0.081,0.15,-0.028,-0.055,0.386,-0.119,-0.056,-0.096,-0.072,-0.129,0.01,-0.341,0.292
Goal 3 Score,-0.102,-0.228,1.0,0.524,0.439,0.059,0.329,-0.578,0.366,-0.429,0.098,-0.252,0.089,-0.642,0.649,0.421,0.623
Goal 4 Score,0.459,0.201,0.524,1.0,0.366,0.346,-0.74,-0.242,-0.859,0.698,0.73,-0.099,-0.44,0.776,-0.77,0.108,-0.064
Goal 5 Score,-0.089,-0.081,0.439,0.366,1.0,-0.358,0.503,0.872,0.544,-0.275,-0.715,0.296,0.278,-0.006,0.003,-0.693,-0.524
Goal 6 Score,0.282,0.15,0.059,0.346,-0.358,1.0,0.52,0.451,0.27,-0.082,-0.434,0.015,0.273,-0.073,0.24,-0.165,-0.245
Goal 7 Score,0.275,-0.028,0.329,-0.74,0.503,0.52,1.0,-0.372,-0.674,0.452,0.583,-0.18,-0.302,0.572,-0.655,0.183,0.12
Goal 8 Score,0.011,-0.055,-0.578,-0.242,0.872,0.451,-0.372,1.0,-0.324,0.136,0.697,-0.223,-0.411,-0.113,0.161,0.582,0.683
Goal 9 Score,0.294,0.386,0.366,-0.859,0.544,0.27,-0.674,-0.324,1.0,0.652,0.7,-0.249,-0.381,0.69,-0.622,0.349,0.011
Goal 10 Score,-0.402,-0.119,-0.429,0.698,-0.275,-0.082,0.452,0.136,0.652,1.0,-0.56,-0.144,0.37,-0.562,0.584,-0.035,0.185
Goal 11 Score,-0.309,-0.056,0.098,0.73,-0.715,-0.434,0.583,0.697,0.7,-0.56,1.0,0.262,0.451,-0.376,0.356,-0.325,-0.395
Goal 12 Score,0.17,-0.096,-0.252,-0.099,0.296,0.015,-0.18,-0.223,-0.249,-0.144,0.262,1.0,0.38,0.18,-0.051,0.054,0.318
Goal 13 Score,0.116,-0.072,0.089,-0.44,0.278,0.273,-0.302,-0.411,-0.381,0.37,0.451,0.38,1.0,0.317,-0.267,-0.002,0.305
Goal 14 Score,-0.509,-0.129,-0.642,0.776,-0.006,-0.073,0.572,-0.113,0.69,-0.562,-0.376,0.18,0.317,1.0,0.826,0.164,0.283
Goal 15 Score,0.413,0.01,0.649,-0.77,0.003,0.24,-0.655,0.161,-0.622,0.584,0.356,-0.051,-0.267,0.826,1.0,-0.132,-0.235
Goal 16 Score,0.083,-0.341,0.421,0.108,-0.693,-0.165,0.183,0.582,0.349,-0.035,-0.325,0.054,-0.002,0.164,-0.132,1.0,-0.218
Goal 17 Score,0.075,0.292,0.623,-0.064,-0.524,-0.245,0.12,0.683,0.011,0.185,-0.395,0.318,0.305,0.283,-0.235,-0.218,1.0
