,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.521,0.415,0.434,0.52,-0.417,0.213,0.531,-0.677,0.727,0.472,-0.008,-0.057,0.588,0.338,-0.45,0.282
Goal 2 Score,0.521,1.0,0.076,-0.577,-0.307,0.152,0.345,-0.311,0.597,-0.592,-0.441,0.259,-0.108,-0.556,0.107,0.495,-0.305
Goal 3 Score,0.415,0.076,1.0,0.478,-0.567,0.753,-0.563,-0.181,0.03,-0.019,0.096,-0.082,-0.184,-0.404,-0.843,0.182,-0.092
Goal 4 Score,0.434,-0.577,0.478,1.0,0.102,-0.232,0.441,-0.226,0.499,-0.581,-0.443,0.021,0.185,-0.268,0.449,0.178,-0.148
Goal 5 Score,0.52,-0.307,-0.567,0.102,1.0,0.474,-0.219,-0.119,0.352,-0.45,-0.225,-0.148,-0.054,-0.41,-0.51,0.18,-0.165
Goal 6 Score,-0.417,0.152,0.753,-0.232,0.474,1.0,0.545,0.342,-0.052,0.07,0.299,-0.208,0.359,0.659,0.714,-0.431,0.328
Goal 7 Score,0.213,0.345,-0.563,0.441,-0.219,0.545,1.0,0.035,-0.23,0.178,0.28,0.194,-0.385,-0.152,-0.584,0.031,-0.194
Goal 8 Score,0.531,-0.311,-0.181,-0.226,-0.119,0.342,0.035,1.0,0.691,-0.405,-0.598,-0.207,0.393,-0.323,-0.334,0.295,-0.015
Goal 9 Score,-0.677,0.597,0.03,0.499,0.352,-0.052,-0.23,0.691,1.0,0.768,0.622,0.291,-0.508,0.298,0.097,-0.206,-0.134
Goal 10 Score,0.727,-0.592,-0.019,-0.581,-0.45,0.07,0.178,-0.405,0.768,1.0,-0.622,-0.265,0.345,-0.416,-0.004,0.315,-0.052
Goal 11 Score,0.472,-0.441,0.096,-0.443,-0.225,0.299,0.28,-0.598,0.622,-0.622,1.0,-0.151,0.341,-0.384,0.009,0.441,-0.027
Goal 12 Score,-0.008,0.259,-0.082,0.021,-0.148,-0.208,0.194,-0.207,0.291,-0.265,-0.151,1.0,0.858,0.341,-0.197,-0.508,0.551
Goal 13 Score,-0.057,-0.108,-0.184,0.185,-0.054,0.359,-0.385,0.393,-0.508,0.345,0.341,0.858,1.0,-0.34,-0.043,0.341,-0.547
Goal 14 Score,0.588,-0.556,-0.404,-0.268,-0.41,0.659,-0.152,-0.323,0.298,-0.416,-0.384,0.341,-0.34,1.0,-0.242,0.504,-0.432
Goal 15 Score,0.338,0.107,-0.843,0.449,-0.51,0.714,-0.584,-0.334,0.097,-0.004,0.009,-0.197,-0.043,-0.242,1.0,0.056,-0.07
Goal 16 Score,-0.45,0.495,0.182,0.178,0.18,-0.431,0.031,0.295,-0.206,0.315,0.441,-0.508,0.341,0.504,0.056,1.0,0.407
Goal 17 Score,0.282,-0.305,-0.092,-0.148,-0.165,0.328,-0.194,-0.015,-0.134,-0.052,-0.027,0.551,-0.547,-0.432,-0.07,0.407,1.0
