,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.097,-0.799,-0.374,0.62,0.741,0.768,0.521,0.274,0.593,0.654,0.773,-0.348,-0.128,-0.589,0.739,-0.591
Goal 2 Score,0.097,1.0,0.036,0.173,-0.213,0.116,0.039,-0.214,-0.412,-0.382,-0.348,-0.258,-0.573,0.638,0.256,0.116,0.517
Goal 3 Score,-0.799,0.036,1.0,-0.407,0.721,0.912,0.829,0.385,0.404,0.587,0.634,0.792,-0.373,-0.037,-0.793,0.881,-0.705
Goal 4 Score,-0.374,0.173,-0.407,1.0,0.656,0.467,0.568,0.243,0.121,0.383,0.336,0.485,-0.274,0.133,-0.34,0.45,-0.47
Goal 5 Score,0.62,-0.213,0.721,0.656,1.0,-0.662,-0.758,-0.311,-0.326,-0.739,-0.343,-0.684,0.127,0.108,0.744,-0.643,0.771
Goal 6 Score,0.741,0.116,0.912,0.467,-0.662,1.0,-0.787,-0.164,-0.197,-0.484,-0.49,-0.635,0.481,-0.159,0.698,-0.852,0.586
Goal 7 Score,0.768,0.039,0.829,0.568,-0.758,-0.787,1.0,-0.31,-0.088,-0.537,-0.38,-0.646,0.514,-0.184,0.587,-0.797,0.506
Goal 8 Score,0.521,-0.214,0.385,0.243,-0.311,-0.164,-0.31,1.0,-0.313,-0.304,-0.414,-0.565,-0.051,0.364,0.339,-0.3,0.343
Goal 9 Score,0.274,-0.412,0.404,0.121,-0.326,-0.197,-0.088,-0.313,1.0,-0.486,-0.529,-0.638,-0.439,0.66,0.514,-0.267,0.676
Goal 10 Score,0.593,-0.382,0.587,0.383,-0.739,-0.484,-0.537,-0.304,-0.486,1.0,-0.527,-0.623,-0.227,0.447,0.774,-0.377,0.751
Goal 11 Score,0.654,-0.348,0.634,0.336,-0.343,-0.49,-0.38,-0.414,-0.529,-0.527,1.0,-0.738,0.116,0.328,0.504,-0.443,0.632
Goal 12 Score,0.773,-0.258,0.792,0.485,-0.684,-0.635,-0.646,-0.565,-0.638,-0.623,-0.738,1.0,0.193,0.273,0.635,-0.738,0.745
Goal 13 Score,-0.348,-0.573,-0.373,-0.274,0.127,0.481,0.514,-0.051,-0.439,-0.227,0.116,0.193,1.0,0.789,0.062,0.493,0.203
Goal 14 Score,-0.128,0.638,-0.037,0.133,0.108,-0.159,-0.184,0.364,0.66,0.447,0.328,0.273,0.789,1.0,-0.283,-0.151,-0.49
Goal 15 Score,-0.589,0.256,-0.793,-0.34,0.744,0.698,0.587,0.339,0.514,0.774,0.504,0.635,0.062,-0.283,1.0,0.588,-0.759
Goal 16 Score,0.739,0.116,0.881,0.45,-0.643,-0.852,-0.797,-0.3,-0.267,-0.377,-0.443,-0.738,0.493,-0.151,0.588,1.0,0.563
Goal 17 Score,-0.591,0.517,-0.705,-0.47,0.771,0.586,0.506,0.343,0.676,0.751,0.632,0.745,0.203,-0.49,-0.759,0.563,1.0
