,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.583,0.963,0.64,0.646,-0.758,-0.638,0.392,0.35,0.864,0.491,0.694,0.919,0.644,0.663,0.101,0.297
Goal 2 Score,-0.583,1.0,0.557,0.63,0.402,-0.581,-0.541,0.541,0.561,0.627,0.469,0.602,0.714,0.635,0.303,0.121,0.089
Goal 3 Score,0.963,0.557,1.0,-0.696,-0.639,0.822,0.758,-0.521,-0.362,-0.812,-0.405,-0.771,-0.91,-0.644,-0.63,-0.201,-0.278
Goal 4 Score,0.64,0.63,-0.696,1.0,-0.419,0.874,0.912,-0.83,-0.717,-0.445,-0.041,-0.9,-0.759,-0.678,-0.223,-0.517,-0.232
Goal 5 Score,0.646,0.402,-0.639,-0.419,1.0,0.75,0.496,-0.106,-0.622,-0.824,-0.113,-0.699,-0.57,-0.842,-0.082,-0.494,-0.275
Goal 6 Score,-0.758,-0.581,0.822,0.874,0.75,1.0,-0.907,0.66,0.783,0.688,0.108,0.976,0.816,0.869,0.19,0.622,0.385
Goal 7 Score,-0.638,-0.541,0.758,0.912,0.496,-0.907,1.0,0.822,0.666,0.48,0.108,0.908,0.769,0.683,0.187,0.59,0.231
Goal 8 Score,0.392,0.541,-0.521,-0.83,-0.106,0.66,0.822,1.0,-0.467,-0.194,-0.066,-0.701,-0.575,-0.382,-0.164,-0.362,-0.047
Goal 9 Score,0.35,0.561,-0.362,-0.717,-0.622,0.783,0.666,-0.467,1.0,-0.412,0.119,-0.812,-0.501,-0.843,0.27,-0.719,-0.382
Goal 10 Score,0.864,0.627,-0.812,-0.445,-0.824,0.688,0.48,-0.194,-0.412,1.0,-0.528,-0.609,-0.805,-0.75,-0.492,-0.102,-0.24
Goal 11 Score,0.491,0.469,-0.405,-0.041,-0.113,0.108,0.108,-0.066,0.119,-0.528,1.0,-0.016,-0.569,-0.101,-0.589,0.499,0.103
Goal 12 Score,0.694,0.602,-0.771,-0.9,-0.699,0.976,0.908,-0.701,-0.812,-0.609,-0.016,1.0,-0.757,-0.841,-0.149,-0.652,-0.386
Goal 13 Score,0.919,0.714,-0.91,-0.759,-0.57,0.816,0.769,-0.575,-0.501,-0.805,-0.569,-0.757,1.0,-0.678,-0.579,-0.14,-0.273
Goal 14 Score,0.644,0.635,-0.644,-0.678,-0.842,0.869,0.683,-0.382,-0.843,-0.75,-0.101,-0.841,-0.678,1.0,0.009,-0.628,-0.39
Goal 15 Score,0.663,0.303,-0.63,-0.223,-0.082,0.19,0.187,-0.164,0.27,-0.492,-0.589,-0.149,-0.579,0.009,1.0,0.511,0.011
Goal 16 Score,0.101,0.121,-0.201,-0.517,-0.494,0.622,0.59,-0.362,-0.719,-0.102,0.499,-0.652,-0.14,-0.628,0.511,1.0,-0.247
Goal 17 Score,0.297,0.089,-0.278,-0.232,-0.275,0.385,0.231,-0.047,-0.382,-0.24,0.103,-0.386,-0.273,-0.39,0.011,-0.247,1.0
