,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.729,0.983,0.037,0.06,0.829,-0.875,-0.186,0.389,0.833,0.473,-0.679,0.315,0.877,-0.856,-0.943,-0.271
Goal 2 Score,-0.729,1.0,0.744,-0.348,-0.092,0.939,-0.816,0.222,0.47,0.411,0.853,-0.457,0.193,0.644,-0.716,-0.841,-0.516
Goal 3 Score,0.983,0.744,1.0,0.063,-0.102,-0.816,0.858,0.129,-0.333,-0.777,-0.466,0.679,-0.285,-0.85,0.827,0.936,0.357
Goal 4 Score,0.037,-0.348,0.063,1.0,0.176,0.216,0.042,0.643,-0.219,-0.434,0.386,-0.129,-0.125,-0.238,0.115,-0.051,-0.642
Goal 5 Score,0.06,-0.092,-0.102,0.176,1.0,0.158,-0.111,0.315,-0.04,-0.204,0.269,0.038,-0.426,-0.081,0.099,-0.064,-0.13
Goal 6 Score,0.829,0.939,-0.816,0.216,0.158,1.0,0.928,-0.08,-0.517,-0.566,-0.846,0.477,-0.177,-0.753,0.827,0.924,0.477
Goal 7 Score,-0.875,-0.816,0.858,0.042,-0.111,0.928,1.0,-0.191,0.616,0.754,0.733,-0.419,0.222,0.893,-0.926,-0.943,-0.323
Goal 8 Score,-0.186,0.222,0.129,0.643,0.315,-0.08,-0.191,1.0,0.446,0.566,-0.206,0.161,0.351,0.411,-0.352,-0.043,0.438
Goal 9 Score,0.389,0.47,-0.333,-0.219,-0.04,-0.517,0.616,0.446,1.0,-0.55,-0.533,-0.043,-0.554,-0.685,0.715,0.494,-0.118
Goal 10 Score,0.833,0.411,-0.777,-0.434,-0.204,-0.566,0.754,0.566,-0.55,1.0,-0.217,0.439,-0.448,-0.899,0.844,0.756,-0.129
Goal 11 Score,0.473,0.853,-0.466,0.386,0.269,-0.846,0.733,-0.206,-0.533,-0.217,1.0,0.121,-0.032,-0.465,0.592,0.66,0.503
Goal 12 Score,-0.679,-0.457,0.679,-0.129,0.038,0.477,-0.419,0.161,-0.043,0.439,0.121,1.0,0.348,0.45,-0.355,-0.609,-0.192
Goal 13 Score,0.315,0.193,-0.285,-0.125,-0.426,-0.177,0.222,0.351,-0.554,-0.448,-0.032,0.348,1.0,-0.378,0.334,0.236,-0.348
Goal 14 Score,0.877,0.644,-0.85,-0.238,-0.081,-0.753,0.893,0.411,-0.685,-0.899,-0.465,0.45,-0.378,1.0,0.957,0.884,0.118
Goal 15 Score,-0.856,-0.716,0.827,0.115,0.099,0.827,-0.926,-0.352,0.715,0.844,0.592,-0.355,0.334,0.957,1.0,-0.885,-0.202
Goal 16 Score,-0.943,-0.841,0.936,-0.051,-0.064,0.924,-0.943,-0.043,0.494,0.756,0.66,-0.609,0.236,0.884,-0.885,1.0,-0.355
Goal 17 Score,-0.271,-0.516,0.357,-0.642,-0.13,0.477,-0.323,0.438,-0.118,-0.129,0.503,-0.192,-0.348,0.118,-0.202,-0.355,1.0
