,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.81,0.843,0.548,-0.71,0.051,0.324,0.649,0.091,-0.442,-0.052,-0.8,-0.151,0.205,-0.596,-0.791,-0.316
Goal 2 Score,-0.81,1.0,0.714,0.701,-0.62,-0.111,0.097,0.671,0.204,-0.437,0.124,-0.708,0.015,0.384,-0.633,-0.602,-0.512
Goal 3 Score,0.843,0.714,1.0,-0.253,0.373,0.181,0.07,-0.566,0.124,0.255,-0.119,0.66,-0.071,-0.36,0.581,0.593,0.27
Goal 4 Score,0.548,0.701,-0.253,1.0,0.631,0.082,-0.126,-0.298,-0.376,0.282,0.126,0.48,-0.051,-0.315,0.27,0.336,0.178
Goal 5 Score,-0.71,-0.62,0.373,0.631,1.0,0.311,0.601,0.71,0.359,-0.683,-0.294,-0.733,-0.284,-0.168,-0.201,-0.737,-0.4
Goal 6 Score,0.051,-0.111,0.181,0.082,0.311,1.0,-0.436,-0.204,0.275,0.556,0.494,0.317,0.683,0.626,0.034,0.436,-0.01
Goal 7 Score,0.324,0.097,0.07,-0.126,0.601,-0.436,1.0,-0.431,-0.147,0.573,0.557,0.429,0.683,0.564,0.079,0.641,0.24
Goal 8 Score,0.649,0.671,-0.566,-0.298,0.71,-0.204,-0.431,1.0,0.067,0.812,0.256,0.796,0.415,0.289,0.376,0.817,0.52
Goal 9 Score,0.091,0.204,0.124,-0.376,0.359,0.275,-0.147,0.067,1.0,-0.189,-0.334,-0.209,-0.438,-0.309,-0.246,-0.136,0.082
Goal 10 Score,-0.442,-0.437,0.255,0.282,-0.683,0.556,0.573,0.812,-0.189,1.0,-0.641,-0.778,-0.737,-0.603,-0.18,-0.797,-0.379
Goal 11 Score,-0.052,0.124,-0.119,0.126,-0.294,0.494,0.557,0.256,-0.334,-0.641,1.0,-0.439,-0.753,-0.685,0.167,-0.459,0.113
Goal 12 Score,-0.8,-0.708,0.66,0.48,-0.733,0.317,0.429,0.796,-0.209,-0.778,-0.439,1.0,-0.464,-0.149,-0.505,-0.908,-0.406
Goal 13 Score,-0.151,0.015,-0.071,-0.051,-0.284,0.683,0.683,0.415,-0.438,-0.737,-0.753,-0.464,1.0,-0.78,-0.121,-0.637,-0.085
Goal 14 Score,0.205,0.384,-0.36,-0.315,-0.168,0.626,0.564,0.289,-0.309,-0.603,-0.685,-0.149,-0.78,1.0,0.359,-0.319,0.055
Goal 15 Score,-0.596,-0.633,0.581,0.27,-0.201,0.034,0.079,0.376,-0.246,-0.18,0.167,-0.505,-0.121,0.359,1.0,-0.481,-0.356
Goal 16 Score,-0.791,-0.602,0.593,0.336,-0.737,0.436,0.641,0.817,-0.136,-0.797,-0.459,-0.908,-0.637,-0.319,-0.481,1.0,-0.338
Goal 17 Score,-0.316,-0.512,0.27,0.178,-0.4,-0.01,0.24,0.52,0.082,-0.379,0.113,-0.406,-0.085,0.055,-0.356,-0.338,1.0
