,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.349,0.125,0.833,-0.69,0.792,-0.518,-0.819,0.12,0.721,-0.411,0.455,-0.571,0.678,-0.519,-0.295,0.702
Goal 2 Score,0.349,1.0,0.52,-0.604,0.104,-0.578,0.766,0.753,0.102,-0.772,0.185,-0.863,0.748,-0.41,0.851,0.321,-0.829
Goal 3 Score,0.125,0.52,1.0,0.27,-0.024,0.199,-0.312,-0.193,0.062,0.22,0.003,0.377,-0.184,-0.103,-0.555,0.088,0.243
Goal 4 Score,0.833,-0.604,0.27,1.0,0.732,-0.93,0.84,0.903,-0.1,-0.908,0.191,-0.724,0.765,-0.78,0.732,0.554,-0.861
Goal 5 Score,-0.69,0.104,-0.024,0.732,1.0,0.667,-0.433,-0.503,0.279,0.481,-0.009,0.255,-0.334,0.527,-0.285,-0.424,0.4
Goal 6 Score,0.792,-0.578,0.199,-0.93,0.667,1.0,0.859,0.865,0.02,-0.907,0.08,-0.705,0.785,-0.826,0.641,0.627,-0.828
Goal 7 Score,-0.518,0.766,-0.312,0.84,-0.433,0.859,1.0,-0.808,-0.136,0.935,0.086,0.848,-0.867,0.791,-0.716,-0.729,0.876
Goal 8 Score,-0.819,0.753,-0.193,0.903,-0.503,0.865,-0.808,1.0,0.129,0.938,-0.284,0.815,-0.79,0.772,-0.776,-0.459,0.926
Goal 9 Score,0.12,0.102,0.062,-0.1,0.279,0.02,-0.136,0.129,1.0,0.08,-0.082,-0.122,-0.268,0.047,-0.061,-0.201,0.16
Goal 10 Score,0.721,-0.772,0.22,-0.908,0.481,-0.907,0.935,0.938,0.08,1.0,0.103,-0.852,0.9,-0.855,0.752,0.665,-0.96
Goal 11 Score,-0.411,0.185,0.003,0.191,-0.009,0.08,0.086,-0.284,-0.082,0.103,1.0,-0.009,-0.091,-0.056,-0.402,0.415,0.293
Goal 12 Score,0.455,-0.863,0.377,-0.724,0.255,-0.705,0.848,0.815,-0.122,-0.852,-0.009,1.0,0.848,-0.605,0.708,0.5,-0.828
Goal 13 Score,-0.571,0.748,-0.184,0.765,-0.334,0.785,-0.867,-0.79,-0.268,0.9,-0.091,0.848,1.0,0.724,-0.658,-0.688,0.912
Goal 14 Score,0.678,-0.41,-0.103,-0.78,0.527,-0.826,0.791,0.772,0.047,-0.855,-0.056,-0.605,0.724,1.0,0.409,0.73,-0.748
Goal 15 Score,-0.519,0.851,-0.555,0.732,-0.285,0.641,-0.716,-0.776,-0.061,0.752,-0.402,0.708,-0.658,0.409,1.0,-0.209,0.836
Goal 16 Score,-0.295,0.321,0.088,0.554,-0.424,0.627,-0.729,-0.459,-0.201,0.665,0.415,0.5,-0.688,0.73,-0.209,1.0,0.563
Goal 17 Score,0.702,-0.829,0.243,-0.861,0.4,-0.828,0.876,0.926,0.16,-0.96,0.293,-0.828,0.912,-0.748,0.836,0.563,1.0
