,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.019,0.366,0.253,0.204,0.487,0.118,-0.245,0.082,0.027,-0.226,-0.119,0.493,-0.427,0.387,-0.351,0.393
Goal 2 Score,0.019,1.0,-0.005,0.357,-0.123,0.607,0.863,0.875,0.639,-0.941,-0.821,0.674,-0.184,-0.697,0.59,-0.566,0.59
Goal 3 Score,0.366,-0.005,1.0,0.564,-0.726,0.193,0.014,0.322,-0.254,-0.145,0.001,-0.437,-0.279,-0.134,-0.641,0.431,-0.084
Goal 4 Score,0.253,0.357,0.564,1.0,0.656,-0.656,-0.355,-0.411,-0.223,0.445,0.523,0.121,-0.089,0.662,-0.054,0.147,-0.489
Goal 5 Score,0.204,-0.123,-0.726,0.656,1.0,0.162,0.174,0.364,0.157,-0.261,-0.084,-0.219,-0.051,-0.206,-0.331,0.174,0.142
Goal 6 Score,0.487,0.607,0.193,-0.656,0.162,1.0,-0.603,-0.458,-0.263,0.651,0.772,-0.084,-0.113,0.89,-0.396,0.457,-0.622
Goal 7 Score,0.118,0.863,0.014,-0.355,0.174,-0.603,1.0,-0.7,-0.678,0.864,0.77,-0.655,0.132,0.768,-0.632,0.474,-0.575
Goal 8 Score,-0.245,0.875,0.322,-0.411,0.364,-0.458,-0.7,1.0,-0.424,0.868,0.669,-0.496,0.329,0.526,-0.244,0.356,-0.451
Goal 9 Score,0.082,0.639,-0.254,-0.223,0.157,-0.263,-0.678,-0.424,1.0,0.555,0.399,-0.698,-0.342,0.473,-0.712,0.643,-0.664
Goal 10 Score,0.027,-0.941,-0.145,0.445,-0.261,0.651,0.864,0.868,0.555,1.0,-0.852,0.573,-0.273,-0.747,0.507,-0.417,0.517
Goal 11 Score,-0.226,-0.821,0.001,0.523,-0.084,0.772,0.77,0.669,0.399,-0.852,1.0,0.458,-0.215,-0.83,0.604,-0.413,0.504
Goal 12 Score,-0.119,0.674,-0.437,0.121,-0.219,-0.084,-0.655,-0.496,-0.698,0.573,0.458,1.0,0.222,0.271,-0.72,0.422,-0.417
Goal 13 Score,0.493,-0.184,-0.279,-0.089,-0.051,-0.113,0.132,0.329,-0.342,-0.273,-0.215,0.222,1.0,0.114,-0.241,0.467,-0.411
Goal 14 Score,-0.427,-0.697,-0.134,0.662,-0.206,0.89,0.768,0.526,0.473,-0.747,-0.83,0.271,0.114,1.0,0.568,-0.476,0.673
Goal 15 Score,0.387,0.59,-0.641,-0.054,-0.331,-0.396,-0.632,-0.244,-0.712,0.507,0.604,-0.72,-0.241,0.568,1.0,0.676,-0.578
Goal 16 Score,-0.351,-0.566,0.431,0.147,0.174,0.457,0.474,0.356,0.643,-0.417,-0.413,0.422,0.467,-0.476,0.676,1.0,0.753
Goal 17 Score,0.393,0.59,-0.084,-0.489,0.142,-0.622,-0.575,-0.451,-0.664,0.517,0.504,-0.417,-0.411,0.673,-0.578,0.753,1.0
