,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.036,0.665,0.806,-0.896,0.606,-0.269,0.237,-0.121,0.674,-0.009,0.413,-0.264,-0.512,0.287,-0.67,-0.148
Goal 2 Score,0.036,1.0,0.477,-0.175,-0.016,-0.015,0.191,0.696,-0.24,-0.333,-0.615,0.06,0.143,-0.552,0.341,-0.088,-0.359
Goal 3 Score,0.665,0.477,1.0,-0.474,0.528,-0.367,0.394,-0.614,0.532,-0.393,0.519,-0.484,0.124,0.728,-0.628,0.715,0.639
Goal 4 Score,0.806,-0.175,-0.474,1.0,0.787,-0.417,0.475,-0.157,0.296,-0.733,-0.042,-0.315,0.18,0.254,-0.426,0.712,0.319
Goal 5 Score,-0.896,-0.016,0.528,0.787,1.0,0.644,-0.186,0.192,-0.041,0.509,-0.026,0.309,-0.163,-0.464,0.276,-0.579,-0.074
Goal 6 Score,0.606,-0.015,-0.367,-0.417,0.644,1.0,0.117,0.18,-0.046,-0.22,0.196,-0.662,0.661,0.331,0.049,0.121,0.104
Goal 7 Score,-0.269,0.191,0.394,0.475,-0.186,0.117,1.0,-0.052,-0.397,0.424,0.186,0.304,-0.133,-0.328,0.443,-0.513,-0.541
Goal 8 Score,0.237,0.696,-0.614,-0.157,0.192,0.18,-0.052,1.0,0.435,-0.072,0.573,0.026,-0.287,0.472,-0.539,0.5,0.353
Goal 9 Score,-0.121,-0.24,0.532,0.296,-0.041,-0.046,-0.397,0.435,1.0,0.263,-0.438,0.021,0.054,-0.226,0.793,-0.526,-0.624
Goal 10 Score,0.674,-0.333,-0.393,-0.733,0.509,-0.22,0.424,-0.072,0.263,1.0,-0.174,-0.222,0.102,0.122,-0.328,0.659,0.301
Goal 11 Score,-0.009,-0.615,0.519,-0.042,-0.026,0.196,0.186,0.573,-0.438,-0.174,1.0,0.217,-0.031,-0.217,0.364,-0.161,-0.419
Goal 12 Score,0.413,0.06,-0.484,-0.315,0.309,-0.662,0.304,0.026,0.021,-0.222,0.217,1.0,0.783,0.325,0.035,0.11,0.416
Goal 13 Score,-0.264,0.143,0.124,0.18,-0.163,0.661,-0.133,-0.287,0.054,0.102,-0.031,0.783,1.0,-0.1,-0.231,0.072,-0.11
Goal 14 Score,-0.512,-0.552,0.728,0.254,-0.464,0.331,-0.328,0.472,-0.226,0.122,-0.217,0.325,-0.1,1.0,0.482,-0.479,-0.363
Goal 15 Score,0.287,0.341,-0.628,-0.426,0.276,0.049,0.443,-0.539,0.793,-0.328,0.364,0.035,-0.231,0.482,1.0,0.718,0.642
Goal 16 Score,-0.67,-0.088,0.715,0.712,-0.579,0.121,-0.513,0.5,-0.526,0.659,-0.161,0.11,0.072,-0.479,0.718,1.0,-0.492
Goal 17 Score,-0.148,-0.359,0.639,0.319,-0.074,0.104,-0.541,0.353,-0.624,0.301,-0.419,0.416,-0.11,-0.363,0.642,-0.492,1.0
