,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.126,0.61,-0.202,-0.263,-0.098,0.641,0.323,0.05,-0.201,0.003,0.343,0.345,0.337,0.308,-0.128,-0.374
Goal 2 Score,-0.126,1.0,0.679,-0.748,-0.444,0.157,0.137,0.858,0.08,-0.875,0.277,0.437,0.398,0.89,0.439,0.662,-0.874
Goal 3 Score,0.61,0.679,1.0,0.865,0.15,0.197,-0.29,-0.816,0.061,0.78,-0.006,-0.375,-0.682,-0.754,-0.289,-0.465,0.808
Goal 4 Score,-0.202,-0.748,0.865,1.0,-0.114,-0.036,0.08,0.75,-0.15,-0.863,0.023,0.163,0.627,0.711,0.265,0.711,-0.801
Goal 5 Score,-0.263,-0.444,0.15,-0.114,1.0,0.543,0.443,0.251,0.129,-0.326,0.147,0.151,0.001,0.519,0.591,0.436,-0.392
Goal 6 Score,-0.098,0.157,0.197,-0.036,0.543,1.0,-0.361,0.219,-0.003,0.105,0.285,0.167,0.183,-0.11,-0.252,-0.399,0.15
Goal 7 Score,0.641,0.137,-0.29,0.08,0.443,-0.361,1.0,-0.155,-0.168,0.19,0.313,-0.201,-0.17,-0.296,-0.463,-0.111,0.405
Goal 8 Score,0.323,0.858,-0.816,0.75,0.251,0.219,-0.155,1.0,-0.071,0.788,-0.263,-0.591,-0.481,-0.823,-0.275,-0.433,0.823
Goal 9 Score,0.05,0.08,0.061,-0.15,0.129,-0.003,-0.168,-0.071,1.0,-0.143,-0.129,-0.438,-0.311,-0.097,-0.171,0.094,0.093
Goal 10 Score,-0.201,-0.875,0.78,-0.863,-0.326,0.105,0.19,0.788,-0.143,1.0,0.114,0.227,0.431,0.795,0.466,0.684,-0.874
Goal 11 Score,0.003,0.277,-0.006,0.023,0.147,0.285,0.313,-0.263,-0.129,0.114,1.0,-0.273,0.096,-0.165,-0.288,0.24,0.103
Goal 12 Score,0.343,0.437,-0.375,0.163,0.151,0.167,-0.201,-0.591,-0.438,0.227,-0.273,1.0,-0.022,-0.436,-0.016,-0.012,0.401
Goal 13 Score,0.345,0.398,-0.682,0.627,0.001,0.183,-0.17,-0.481,-0.311,0.431,0.096,-0.022,1.0,-0.512,-0.289,-0.37,0.537
Goal 14 Score,0.337,0.89,-0.754,0.711,0.519,-0.11,-0.296,-0.823,-0.097,0.795,-0.165,-0.436,-0.512,1.0,-0.462,-0.647,0.886
Goal 15 Score,0.308,0.439,-0.289,0.265,0.591,-0.252,-0.463,-0.275,-0.171,0.466,-0.288,-0.016,-0.289,-0.462,1.0,-0.292,0.551
Goal 16 Score,-0.128,0.662,-0.465,0.711,0.436,-0.399,-0.111,-0.433,0.094,0.684,0.24,-0.012,-0.37,-0.647,-0.292,1.0,0.633
Goal 17 Score,-0.374,-0.874,0.808,-0.801,-0.392,0.15,0.405,0.823,0.093,-0.874,0.103,0.401,0.537,0.886,0.551,0.633,1.0
