,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.09,0.67,0.704,-0.398,0.402,-0.08,-0.089,0.107,0.371,-0.381,0.231,0.258,0.046,0.334,-0.014,-0.116
Goal 2 Score,-0.09,1.0,0.727,-0.195,-0.727,0.477,0.721,0.896,0.667,0.095,-0.878,0.454,0.319,0.658,0.626,-0.701,-0.92
Goal 3 Score,0.67,0.727,1.0,-0.166,0.83,-0.442,-0.515,-0.647,-0.382,-0.14,0.858,-0.255,-0.475,-0.409,-0.696,0.655,0.728
Goal 4 Score,0.704,-0.195,-0.166,1.0,0.122,-0.38,0.391,0.388,-0.241,-0.52,0.131,-0.455,0.164,-0.14,0.128,-0.459,-0.123
Goal 5 Score,-0.398,-0.727,0.83,0.122,1.0,0.352,0.625,0.769,0.466,-0.084,-0.859,0.26,0.291,0.492,0.478,-0.65,-0.741
Goal 6 Score,0.402,0.477,-0.442,-0.38,0.352,1.0,0.015,-0.21,-0.694,-0.718,0.603,-0.707,-0.174,-0.731,-0.082,0.032,0.561
Goal 7 Score,-0.08,0.721,-0.515,0.391,0.625,0.015,1.0,-0.855,-0.127,0.436,0.603,-0.046,-0.092,-0.178,-0.577,0.802,0.657
Goal 8 Score,-0.089,0.896,-0.647,0.388,0.769,-0.21,-0.855,1.0,-0.433,0.208,0.807,-0.195,-0.262,-0.524,-0.545,0.847,0.872
Goal 9 Score,0.107,0.667,-0.382,-0.241,0.466,-0.694,-0.127,-0.433,1.0,-0.563,0.672,-0.767,-0.153,-0.843,-0.2,0.113,0.655
Goal 10 Score,0.371,0.095,-0.14,-0.52,-0.084,-0.718,0.436,0.208,-0.563,1.0,0.228,-0.65,-0.073,-0.536,0.056,-0.331,0.194
Goal 11 Score,-0.381,-0.878,0.858,0.131,-0.859,0.603,0.603,0.807,0.672,0.228,1.0,0.527,0.309,0.735,0.513,-0.595,-0.918
Goal 12 Score,0.231,0.454,-0.255,-0.455,0.26,-0.707,-0.046,-0.195,-0.767,-0.65,0.527,1.0,0.308,-0.657,-0.098,-0.146,0.456
Goal 13 Score,0.258,0.319,-0.475,0.164,0.291,-0.174,-0.092,-0.262,-0.153,-0.073,0.309,0.308,1.0,-0.153,-0.309,0.341,0.298
Goal 14 Score,0.046,0.658,-0.409,-0.14,0.492,-0.731,-0.178,-0.524,-0.843,-0.536,0.735,-0.657,-0.153,1.0,-0.06,0.185,0.786
Goal 15 Score,0.334,0.626,-0.696,0.128,0.478,-0.082,-0.577,-0.545,-0.2,0.056,0.513,-0.098,-0.309,-0.06,1.0,0.679,0.51
Goal 16 Score,-0.014,-0.701,0.655,-0.459,-0.65,0.032,0.802,0.847,0.113,-0.331,-0.595,-0.146,0.341,0.185,0.679,1.0,-0.653
Goal 17 Score,-0.116,-0.92,0.728,-0.123,-0.741,0.561,0.657,0.872,0.655,0.194,-0.918,0.456,0.298,0.786,0.51,-0.653,1.0
