,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.955,0.955,0.747,-0.723,-0.788,-0.932,0.252,-0.944,0.631,-0.414,0.673,-0.92,-0.879,0.898,-0.488,-0.022
Goal 2 Score,0.955,1.0,-0.97,-0.656,0.642,0.817,0.972,-0.214,0.985,-0.665,0.456,-0.643,0.965,0.866,-0.923,0.529,0.07
Goal 3 Score,0.955,-0.97,1.0,-0.631,0.581,0.865,0.969,-0.22,0.975,-0.682,0.532,-0.603,0.925,0.842,-0.912,0.535,0.011
Goal 4 Score,0.747,-0.656,-0.631,1.0,0.653,0.375,0.682,0.19,0.654,-0.453,0.353,-0.344,0.619,0.6,-0.56,0.287,-0.021
Goal 5 Score,-0.723,0.642,0.581,0.653,1.0,-0.454,-0.545,0.337,-0.551,-0.006,0.095,0.728,-0.584,-0.798,0.759,-0.153,0.025
Goal 6 Score,-0.788,0.817,0.865,0.375,-0.454,1.0,-0.792,0.442,-0.821,0.578,-0.334,0.645,-0.822,-0.71,0.84,-0.535,-0.2
Goal 7 Score,-0.932,0.972,0.969,0.682,-0.545,-0.792,1.0,0.129,-0.979,0.728,-0.497,0.555,-0.937,-0.801,0.876,-0.583,-0.103
Goal 8 Score,0.252,-0.214,-0.22,0.19,0.337,0.442,0.129,1.0,0.192,0.108,-0.246,-0.662,0.247,0.313,-0.375,0.121,0.143
Goal 9 Score,-0.944,0.985,0.975,0.654,-0.551,-0.821,-0.979,0.192,1.0,0.75,-0.531,0.584,-0.963,-0.826,0.884,-0.552,-0.083
Goal 10 Score,0.631,-0.665,-0.682,-0.453,-0.006,0.578,0.728,0.108,0.75,1.0,0.591,-0.162,0.71,0.398,-0.452,0.617,0.24
Goal 11 Score,-0.414,0.456,0.532,0.353,0.095,-0.334,-0.497,-0.246,-0.531,0.591,1.0,-0.147,-0.387,-0.236,0.245,-0.052,0.399
Goal 12 Score,0.673,-0.643,-0.603,-0.344,0.728,0.645,0.555,-0.662,0.584,-0.162,-0.147,1.0,0.677,0.74,-0.776,0.306,0.166
Goal 13 Score,-0.92,0.965,0.925,0.619,-0.584,-0.822,-0.937,0.247,-0.963,0.71,-0.387,0.677,1.0,-0.797,0.884,-0.616,-0.18
Goal 14 Score,-0.879,0.866,0.842,0.6,-0.798,-0.71,-0.801,0.313,-0.826,0.398,-0.236,0.74,-0.797,1.0,0.925,-0.35,-0.008
Goal 15 Score,0.898,-0.923,-0.912,-0.56,0.759,0.84,0.876,-0.375,0.884,-0.452,0.245,-0.776,0.884,0.925,1.0,0.517,0.101
Goal 16 Score,-0.488,0.529,0.535,0.287,-0.153,-0.535,-0.583,0.121,-0.552,0.617,-0.052,0.306,-0.616,-0.35,0.517,1.0,-0.391
Goal 17 Score,-0.022,0.07,0.011,-0.021,0.025,-0.2,-0.103,0.143,-0.083,0.24,0.399,0.166,-0.18,-0.008,0.101,-0.391,1.0
