,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.513,0.528,0.94,-0.836,-0.588,0.667,-0.786,-0.921,0.875,0.799,-0.839,0.92,-0.614,-0.567,0.713,0.934
Goal 2 Score,0.513,1.0,-0.01,-0.677,0.744,0.796,-0.851,0.688,0.665,-0.727,-0.533,0.754,-0.65,0.624,-0.153,0.014,-0.675
Goal 3 Score,0.528,-0.01,1.0,-0.276,0.202,0.148,0.034,0.288,0.421,-0.378,-0.257,0.194,-0.458,0.459,0.264,-0.305,-0.399
Goal 4 Score,0.94,-0.677,-0.276,1.0,0.932,0.705,-0.823,0.838,0.918,-0.903,-0.82,0.896,-0.927,0.63,0.439,-0.622,-0.952
Goal 5 Score,-0.836,0.744,0.202,0.932,1.0,-0.693,0.812,-0.751,-0.834,0.802,0.721,-0.839,0.853,-0.619,-0.273,0.492,0.901
Goal 6 Score,-0.588,0.796,0.148,0.705,-0.693,1.0,0.865,-0.599,-0.601,0.766,0.478,-0.807,0.789,-0.59,-0.058,0.122,0.75
Goal 7 Score,0.667,-0.851,0.034,-0.823,0.812,0.865,1.0,0.765,0.731,-0.821,-0.595,0.91,-0.782,0.557,0.092,-0.183,-0.793
Goal 8 Score,-0.786,0.688,0.288,0.838,-0.751,-0.599,0.765,1.0,-0.815,0.839,0.721,-0.834,0.804,-0.652,-0.309,0.407,0.78
Goal 9 Score,-0.921,0.665,0.421,0.918,-0.834,-0.601,0.731,-0.815,1.0,0.909,0.894,-0.855,0.861,-0.652,-0.338,0.527,0.888
Goal 10 Score,0.875,-0.727,-0.378,-0.903,0.802,0.766,-0.821,0.839,0.909,1.0,-0.818,0.881,-0.926,0.714,0.266,-0.395,-0.916
Goal 11 Score,0.799,-0.533,-0.257,-0.82,0.721,0.478,-0.595,0.721,0.894,-0.818,1.0,0.73,-0.763,0.55,0.326,-0.49,-0.754
Goal 12 Score,-0.839,0.754,0.194,0.896,-0.839,-0.807,0.91,-0.834,-0.855,0.881,0.73,1.0,0.888,-0.559,-0.36,0.406,0.877
Goal 13 Score,0.92,-0.65,-0.458,-0.927,0.853,0.789,-0.782,0.804,0.861,-0.926,-0.763,0.888,1.0,0.711,0.382,-0.51,-0.956
Goal 14 Score,-0.614,0.624,0.459,0.63,-0.619,-0.59,0.557,-0.652,-0.652,0.714,0.55,-0.559,0.711,1.0,0.022,0.191,0.701
Goal 15 Score,-0.567,-0.153,0.264,0.439,-0.273,-0.058,0.092,-0.309,-0.338,0.266,0.326,-0.36,0.382,0.022,1.0,0.833,0.398
Goal 16 Score,0.713,0.014,-0.305,-0.622,0.492,0.122,-0.183,0.407,0.527,-0.395,-0.49,0.406,-0.51,0.191,0.833,1.0,-0.562
Goal 17 Score,0.934,-0.675,-0.399,-0.952,0.901,0.75,-0.793,0.78,0.888,-0.916,-0.754,0.877,-0.956,0.701,0.398,-0.562,1.0
