,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.089,0.776,-0.515,-0.701,0.694,0.377,0.748,-0.565,0.289,-0.494,-0.275,0.016,0.34,-0.027,-0.667,-0.712
Goal 2 Score,-0.089,1.0,0.32,-0.008,-0.353,0.252,0.79,0.193,0.174,-0.273,-0.62,0.678,-0.685,-0.39,0.476,0.134,-0.461
Goal 3 Score,0.776,0.32,1.0,0.585,0.769,-0.638,-0.563,-0.871,0.555,-0.165,0.816,0.153,0.073,-0.054,-0.198,0.737,0.917
Goal 4 Score,-0.515,-0.008,0.585,1.0,-0.411,0.593,0.421,0.718,-0.753,0.425,-0.242,-0.465,0.046,0.209,-0.065,-0.758,-0.607
Goal 5 Score,-0.701,-0.353,0.769,-0.411,1.0,0.676,0.668,0.816,-0.418,0.205,-0.679,0.047,-0.266,-0.038,0.094,-0.619,-0.768
Goal 6 Score,0.694,0.252,-0.638,0.593,0.676,1.0,-0.546,-0.696,0.617,-0.549,0.545,0.052,0.295,-0.207,0.292,0.71,0.638
Goal 7 Score,0.377,0.79,-0.563,0.421,0.668,-0.546,1.0,-0.562,0.317,-0.076,0.73,-0.352,0.686,0.314,-0.266,0.364,0.676
Goal 8 Score,0.748,0.193,-0.871,0.718,0.816,-0.696,-0.562,1.0,0.681,-0.274,0.596,0.26,0.068,-0.161,-0.08,0.852,0.873
Goal 9 Score,-0.565,0.174,0.555,-0.753,-0.418,0.617,0.317,0.681,1.0,0.455,-0.289,-0.59,-0.024,0.229,-0.302,-0.844,-0.471
Goal 10 Score,0.289,-0.273,-0.165,0.425,0.205,-0.549,-0.076,-0.274,0.455,1.0,-0.01,0.399,-0.156,-0.379,0.693,0.57,0.086
Goal 11 Score,-0.494,-0.62,0.816,-0.242,-0.679,0.545,0.73,0.596,-0.289,-0.01,1.0,0.279,-0.473,-0.263,0.24,-0.424,-0.745
Goal 12 Score,-0.275,0.678,0.153,-0.465,0.047,0.052,-0.352,0.26,-0.59,0.399,0.279,1.0,0.738,0.606,-0.313,-0.504,-0.068
Goal 13 Score,0.016,-0.685,0.073,0.046,-0.266,0.295,0.686,0.068,-0.024,-0.156,-0.473,0.738,1.0,-0.563,0.095,0.045,-0.129
Goal 14 Score,0.34,-0.39,-0.054,0.209,-0.038,-0.207,0.314,-0.161,0.229,-0.379,-0.263,0.606,-0.563,1.0,0.306,0.242,0.101
Goal 15 Score,-0.027,0.476,-0.198,-0.065,0.094,0.292,-0.266,-0.08,-0.302,0.693,0.24,-0.313,0.095,0.306,1.0,-0.251,0.359
Goal 16 Score,-0.667,0.134,0.737,-0.758,-0.619,0.71,0.364,0.852,-0.844,0.57,-0.424,-0.504,0.045,0.242,-0.251,1.0,-0.653
Goal 17 Score,-0.712,-0.461,0.917,-0.607,-0.768,0.638,0.676,0.873,-0.471,0.086,-0.745,-0.068,-0.129,0.101,0.359,-0.653,1.0
