,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.65,0.751,-0.403,0.19,-0.453,-0.069,0.076,-0.669,0.604,0.48,-0.201,-0.515,-0.483,0.314,-0.674,0.706
Goal 2 Score,0.65,1.0,-0.561,0.655,-0.168,0.42,-0.076,-0.137,0.585,-0.316,-0.35,0.221,0.37,0.396,-0.317,0.64,-0.559
Goal 3 Score,0.751,-0.561,1.0,0.235,0.151,0.555,0.384,-0.057,0.886,-0.253,-0.117,0.392,0.583,0.505,-0.714,0.61,-0.522
Goal 4 Score,-0.403,0.655,0.235,1.0,0.531,-0.405,0.586,0.25,-0.136,0.17,0.164,-0.272,0.078,-0.103,-0.114,-0.338,0.418
Goal 5 Score,0.19,-0.168,0.151,0.531,1.0,0.309,-0.497,0.168,-0.308,-0.607,-0.32,-0.156,-0.192,0.019,0.475,0.247,-0.094
Goal 6 Score,-0.453,0.42,0.555,-0.405,0.309,1.0,0.198,0.152,-0.344,0.261,0.087,-0.283,-0.234,0.011,0.11,-0.402,0.385
Goal 7 Score,-0.069,-0.076,0.384,0.586,-0.497,0.198,1.0,-0.15,-0.421,0.116,0.223,0.105,-0.354,-0.478,0.653,-0.273,-0.072
Goal 8 Score,0.076,-0.137,-0.057,0.25,0.168,0.152,-0.15,1.0,0.251,0.165,0.096,0.329,-0.006,-0.095,0.142,0.096,-0.429
Goal 9 Score,-0.669,0.585,0.886,-0.136,-0.308,-0.344,-0.421,0.251,1.0,0.156,0.042,-0.497,-0.635,-0.472,0.669,-0.574,0.597
Goal 10 Score,0.604,-0.316,-0.253,0.17,-0.607,0.261,0.116,0.165,0.156,1.0,-0.746,-0.25,0.258,0.414,0.042,0.667,-0.35
Goal 11 Score,0.48,-0.35,-0.117,0.164,-0.32,0.087,0.223,0.096,0.042,-0.746,1.0,-0.451,0.221,0.38,-0.004,0.578,-0.194
Goal 12 Score,-0.201,0.221,0.392,-0.272,-0.156,-0.283,0.105,0.329,-0.497,-0.25,-0.451,1.0,0.175,0.038,0.216,-0.202,0.549
Goal 13 Score,-0.515,0.37,0.583,0.078,-0.192,-0.234,-0.354,-0.006,-0.635,0.258,0.221,0.175,1.0,-0.375,0.411,-0.429,0.193
Goal 14 Score,-0.483,0.396,0.505,-0.103,0.019,0.011,-0.478,-0.095,-0.472,0.414,0.38,0.038,-0.375,1.0,0.658,-0.601,0.212
Goal 15 Score,0.314,-0.317,-0.714,-0.114,0.475,0.11,0.653,0.142,0.669,0.042,-0.004,0.216,0.411,0.658,1.0,0.387,-0.087
Goal 16 Score,-0.674,0.64,0.61,-0.338,0.247,-0.402,-0.273,0.096,-0.574,0.667,0.578,-0.202,-0.429,-0.601,0.387,1.0,0.549
Goal 17 Score,0.706,-0.559,-0.522,0.418,-0.094,0.385,-0.072,-0.429,0.597,-0.35,-0.194,0.549,0.193,0.212,-0.087,0.549,1.0
