,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.208,0.611,0.007,-0.277,0.291,0.404,-0.076,-0.482,-0.24,-0.294,-0.16,-0.424,0.228,0.137,0.261,0.392
Goal 2 Score,0.208,1.0,-0.358,0.357,0.139,-0.299,0.231,0.082,0.096,-0.02,-0.004,0.002,0.055,0.136,-0.01,0.117,0.235
Goal 3 Score,0.611,-0.358,1.0,0.092,0.227,-0.024,0.262,0.121,0.159,0.045,-0.033,-0.021,0.042,0.155,-0.075,-0.026,0.189
Goal 4 Score,0.007,0.357,0.092,1.0,0.385,0.047,-0.177,0.137,0.489,0.538,0.395,-0.45,0.528,-0.216,-0.482,-0.472,-0.157
Goal 5 Score,-0.277,0.139,0.227,0.385,1.0,-0.055,0.242,0.08,-0.08,-0.849,-0.655,-0.049,-0.167,0.368,-0.059,0.708,0.308
Goal 6 Score,0.291,-0.299,-0.024,0.047,-0.055,1.0,0.198,0.348,0.439,-0.2,-0.259,-0.154,0.403,0.389,-0.497,0.311,0.174
Goal 7 Score,0.404,0.231,0.262,-0.177,0.242,0.198,1.0,0.014,0.179,0.533,0.753,0.201,0.29,-0.754,0.173,-0.658,-0.789
Goal 8 Score,-0.076,0.082,0.121,0.137,0.08,0.348,0.014,1.0,-0.065,-0.096,-0.074,0.371,-0.195,-0.012,0.161,0.202,-0.105
Goal 9 Score,-0.482,0.096,0.159,0.489,-0.08,0.439,0.179,-0.065,1.0,-0.146,-0.135,0.281,-0.931,0.022,0.684,0.051,0.052
Goal 10 Score,-0.24,-0.02,0.045,0.538,-0.849,-0.2,0.533,-0.096,-0.146,1.0,-0.886,0.098,-0.293,0.628,-0.07,0.936,0.536
Goal 11 Score,-0.294,-0.004,-0.033,0.395,-0.655,-0.259,0.753,-0.074,-0.135,-0.886,1.0,-0.045,-0.271,0.785,-0.203,0.92,0.702
Goal 12 Score,-0.16,0.002,-0.021,-0.45,-0.049,-0.154,0.201,0.371,0.281,0.098,-0.045,1.0,0.421,0.229,-0.457,-0.047,0.265
Goal 13 Score,-0.424,0.055,0.042,0.528,-0.167,0.403,0.29,-0.195,-0.931,-0.293,-0.271,0.421,1.0,0.132,0.602,0.196,0.154
Goal 14 Score,0.228,0.136,0.155,-0.216,0.368,0.389,-0.754,-0.012,0.022,0.628,0.785,0.229,0.132,1.0,0.449,-0.755,-0.704
Goal 15 Score,0.137,-0.01,-0.075,-0.482,-0.059,-0.497,0.173,0.161,0.684,-0.07,-0.203,-0.457,0.602,0.449,1.0,0.231,0.233
Goal 16 Score,0.261,0.117,-0.026,-0.472,0.708,0.311,-0.658,0.202,0.051,0.936,0.92,-0.047,0.196,-0.755,0.231,1.0,-0.595
Goal 17 Score,0.392,0.235,0.189,-0.157,0.308,0.174,-0.789,-0.105,0.052,0.536,0.702,0.265,0.154,-0.704,0.233,-0.595,1.0
