,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.456,-0.104,0.516,-0.591,0.047,0.399,-0.401,0.078,0.647,0.278,-0.289,-0.469,0.045,0.464,-0.01,0.045
Goal 2 Score,-0.456,1.0,-0.274,0.776,-0.663,-0.526,0.226,-0.424,0.686,0.343,0.448,0.513,-0.053,0.653,0.455,0.445,-0.51
Goal 3 Score,-0.104,-0.274,1.0,0.444,-0.31,-0.025,0.526,-0.29,0.296,0.058,0.049,0.125,0.041,0.139,-0.0,0.572,-0.044
Goal 4 Score,0.516,0.776,0.444,1.0,0.88,0.683,-0.24,0.624,-0.856,-0.584,-0.462,-0.443,-0.135,-0.791,-0.614,-0.31,0.569
Goal 5 Score,-0.591,-0.663,-0.31,0.88,1.0,-0.647,0.08,-0.407,0.664,0.65,0.698,0.217,-0.134,0.639,0.774,0.188,-0.392
Goal 6 Score,0.047,-0.526,-0.025,0.683,-0.647,1.0,-0.265,-0.179,0.846,0.317,0.629,0.696,0.285,0.876,0.623,0.144,-0.728
Goal 7 Score,0.399,0.226,0.526,-0.24,0.08,-0.265,1.0,0.425,-0.05,-0.076,0.346,0.024,0.239,0.096,0.155,-0.155,-0.225
Goal 8 Score,-0.401,-0.424,-0.29,0.624,-0.407,-0.179,0.425,1.0,0.543,0.349,-0.076,0.13,0.151,0.464,0.132,0.13,-0.277
Goal 9 Score,0.078,0.686,0.296,-0.856,0.664,0.846,-0.05,0.543,1.0,-0.311,-0.348,-0.738,-0.416,-0.932,-0.477,-0.314,0.73
Goal 10 Score,0.647,0.343,0.058,-0.584,0.65,0.317,-0.076,0.349,-0.311,1.0,-0.401,0.013,0.131,-0.365,-0.478,0.105,0.113
Goal 11 Score,0.278,0.448,0.049,-0.462,0.698,0.629,0.346,-0.076,-0.348,-0.401,1.0,-0.183,0.278,-0.421,-0.74,-0.178,0.43
Goal 12 Score,-0.289,0.513,0.125,-0.443,0.217,0.696,0.024,0.13,-0.738,0.013,-0.183,1.0,-0.316,-0.685,-0.204,-0.449,0.558
Goal 13 Score,-0.469,-0.053,0.041,-0.135,-0.134,0.285,0.239,0.151,-0.416,0.131,0.278,-0.316,1.0,-0.384,0.139,-0.098,0.495
Goal 14 Score,0.045,0.653,0.139,-0.791,0.639,0.876,0.096,0.464,-0.932,-0.365,-0.421,-0.685,-0.384,1.0,-0.434,-0.158,0.718
Goal 15 Score,0.464,0.455,-0.0,-0.614,0.774,0.623,0.155,0.132,-0.477,-0.478,-0.74,-0.204,0.139,-0.434,1.0,-0.194,0.524
Goal 16 Score,-0.01,0.445,0.572,-0.31,0.188,0.144,-0.155,0.13,-0.314,0.105,-0.178,-0.449,-0.098,-0.158,-0.194,1.0,0.292
Goal 17 Score,0.045,-0.51,-0.044,0.569,-0.392,-0.728,-0.225,-0.277,0.73,0.113,0.43,0.558,0.495,0.718,0.524,0.292,1.0
