,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.168,0.236,-0.143,0.546,0.462,-0.04,-0.088,-0.608,0.275,0.108,0.476,-0.427,-0.02,-0.442,0.211,0.207
Goal 2 Score,0.168,1.0,0.223,0.165,-0.059,0.241,-0.525,-0.752,0.733,0.138,-0.483,0.149,0.466,0.717,-0.3,0.617,-0.374
Goal 3 Score,0.236,0.223,1.0,0.407,0.201,0.476,0.811,0.167,-0.103,-0.869,-0.191,0.307,-0.658,-0.72,0.693,0.327,-0.244
Goal 4 Score,-0.143,0.165,0.407,1.0,0.338,-0.066,-0.076,0.227,-0.161,0.453,-0.287,-0.182,0.236,0.007,-0.335,-0.395,0.021
Goal 5 Score,0.546,-0.059,0.201,0.338,1.0,-0.655,-0.347,0.075,0.453,0.024,0.492,-0.504,0.4,0.298,0.078,-0.342,0.084
Goal 6 Score,0.462,0.241,0.476,-0.066,-0.655,1.0,-0.306,0.344,0.099,0.392,0.572,-0.801,0.582,0.198,0.036,-0.783,0.224
Goal 7 Score,-0.04,-0.525,0.811,-0.076,-0.347,-0.306,1.0,-0.455,0.431,0.58,0.102,-0.182,0.609,0.812,-0.712,0.013,0.289
Goal 8 Score,-0.088,-0.752,0.167,0.227,0.075,0.344,-0.455,1.0,0.56,0.099,-0.244,0.286,0.216,0.666,-0.344,0.718,-0.293
Goal 9 Score,-0.608,0.733,-0.103,-0.161,0.453,0.099,0.431,0.56,1.0,0.018,0.268,0.031,-0.508,-0.586,0.044,-0.301,0.333
Goal 10 Score,0.275,0.138,-0.869,0.453,0.024,0.392,0.58,0.099,0.018,1.0,-0.104,0.292,-0.648,-0.645,0.606,0.376,-0.042
Goal 11 Score,0.108,-0.483,-0.191,-0.287,0.492,0.572,0.102,-0.244,0.268,-0.104,1.0,0.301,0.111,0.048,-0.09,0.452,-0.271
Goal 12 Score,0.476,0.149,0.307,-0.182,-0.504,-0.801,-0.182,0.286,0.031,0.292,0.301,1.0,0.618,0.094,0.009,-0.697,0.034
Goal 13 Score,-0.427,0.466,-0.658,0.236,0.4,0.582,0.609,0.216,-0.508,-0.648,0.111,0.618,1.0,-0.727,0.319,0.276,0.161
Goal 14 Score,-0.02,0.717,-0.72,0.007,0.298,0.198,0.812,0.666,-0.586,-0.645,0.048,0.094,-0.727,1.0,0.548,-0.203,0.165
Goal 15 Score,-0.442,-0.3,0.693,-0.335,0.078,0.036,-0.712,-0.344,0.044,0.606,-0.09,0.009,0.319,0.548,1.0,0.046,0.432
Goal 16 Score,0.211,0.617,0.327,-0.395,-0.342,-0.783,0.013,0.718,-0.301,0.376,0.452,-0.697,0.276,-0.203,0.046,1.0,0.305
Goal 17 Score,0.207,-0.374,-0.244,0.021,0.084,0.224,0.289,-0.293,0.333,-0.042,-0.271,0.034,0.161,0.165,0.432,0.305,1.0
