,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.591,-0.42,0.796,-0.456,0.615,-0.561,-0.545,0.164,0.487,0.551,0.02,-0.092,0.542,-0.722,-0.637,0.388
Goal 2 Score,0.591,1.0,0.812,-0.516,0.213,-0.802,0.937,0.862,0.326,-0.143,-0.903,0.438,0.177,-0.739,0.74,0.703,-0.88
Goal 3 Score,-0.42,0.812,1.0,0.433,0.093,0.881,-0.827,-0.701,-0.403,0.362,0.933,-0.515,0.113,0.443,-0.639,-0.781,0.882
Goal 4 Score,0.796,-0.516,0.433,1.0,0.565,-0.636,0.604,0.555,-0.366,-0.349,-0.453,-0.095,-0.055,-0.593,0.671,0.445,-0.283
Goal 5 Score,-0.456,0.213,0.093,0.565,1.0,-0.017,-0.096,-0.004,0.478,-0.247,0.041,0.495,-0.523,0.327,-0.167,-0.028,-0.163
Goal 6 Score,0.615,-0.802,0.881,-0.636,-0.017,1.0,0.901,0.841,0.315,-0.461,-0.877,0.532,-0.288,-0.568,0.708,0.743,-0.833
Goal 7 Score,-0.561,0.937,-0.827,0.604,-0.096,0.901,1.0,-0.935,-0.319,0.192,0.879,-0.523,0.034,0.746,-0.749,-0.646,0.886
Goal 8 Score,-0.545,0.862,-0.701,0.555,-0.004,0.841,-0.935,1.0,-0.294,0.198,0.761,-0.594,0.175,0.799,-0.69,-0.508,0.84
Goal 9 Score,0.164,0.326,-0.403,-0.366,0.478,0.315,-0.319,-0.294,1.0,-0.06,0.381,-0.826,0.083,-0.052,0.015,-0.249,0.611
Goal 10 Score,0.487,-0.143,0.362,-0.349,-0.247,-0.461,0.192,0.198,-0.06,1.0,-0.343,0.114,-0.523,-0.144,0.434,0.65,-0.177
Goal 11 Score,0.551,-0.903,0.933,-0.453,0.041,-0.877,0.879,0.761,0.381,-0.343,1.0,0.467,-0.012,-0.551,0.643,0.841,-0.904
Goal 12 Score,0.02,0.438,-0.515,-0.095,0.495,0.532,-0.523,-0.594,-0.826,0.114,0.467,1.0,0.438,0.277,-0.191,-0.313,0.71
Goal 13 Score,-0.092,0.177,0.113,-0.055,-0.523,-0.288,0.034,0.175,0.083,-0.523,-0.012,0.438,1.0,0.026,-0.097,0.056,-0.067
Goal 14 Score,0.542,-0.739,0.443,-0.593,0.327,-0.568,0.746,0.799,-0.052,-0.144,-0.551,0.277,0.026,1.0,0.689,0.379,-0.526
Goal 15 Score,-0.722,0.74,-0.639,0.671,-0.167,0.708,-0.749,-0.69,0.015,0.434,0.643,-0.191,-0.097,0.689,1.0,-0.667,0.564
Goal 16 Score,-0.637,0.703,-0.781,0.445,-0.028,0.743,-0.646,-0.508,-0.249,0.65,0.841,-0.313,0.056,0.379,-0.667,1.0,0.665
Goal 17 Score,0.388,-0.88,0.882,-0.283,-0.163,-0.833,0.886,0.84,0.611,-0.177,-0.904,0.71,-0.067,-0.526,0.564,0.665,1.0
