,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.549,0.098,0.625,-0.601,0.63,0.116,-0.477,0.339,0.218,-0.118,0.197,0.168,-0.061,0.256,0.45,0.298
Goal 2 Score,-0.549,1.0,-0.589,0.895,-0.754,0.481,0.43,-0.376,0.776,0.165,-0.016,0.505,0.341,0.402,0.358,0.842,0.163
Goal 3 Score,0.098,-0.589,1.0,0.481,-0.255,0.164,0.647,0.326,0.407,0.399,-0.204,0.352,-0.025,0.168,-0.141,0.507,-0.493
Goal 4 Score,0.625,0.895,0.481,1.0,0.751,-0.42,-0.204,0.551,-0.828,0.029,-0.013,-0.417,-0.254,-0.363,-0.177,-0.774,-0.263
Goal 5 Score,-0.601,-0.754,-0.255,0.751,1.0,0.543,0.306,-0.411,0.593,-0.076,-0.078,-0.077,0.652,0.268,0.396,0.489,0.276
Goal 6 Score,0.63,0.481,0.164,-0.42,0.543,1.0,-0.398,0.148,-0.052,-0.325,0.295,-0.012,-0.284,-0.143,-0.206,-0.365,-0.001
Goal 7 Score,0.116,0.43,0.647,-0.204,0.306,-0.398,1.0,-0.544,0.026,-0.717,0.667,-0.058,-0.18,-0.139,-0.209,-0.209,0.659
Goal 8 Score,-0.477,-0.376,0.326,0.551,-0.411,0.148,-0.544,1.0,0.57,-0.597,0.492,0.242,0.241,0.357,0.287,0.45,0.87
Goal 9 Score,0.339,0.776,0.407,-0.828,0.593,-0.052,0.026,0.57,1.0,0.304,-0.202,-0.556,-0.177,-0.332,-0.1,-0.731,-0.437
Goal 10 Score,0.218,0.165,0.399,0.029,-0.076,-0.325,-0.717,-0.597,0.304,1.0,0.416,-0.143,0.176,0.242,-0.056,-0.015,0.69
Goal 11 Score,-0.118,-0.016,-0.204,-0.013,-0.078,0.295,0.667,0.492,-0.202,0.416,1.0,-0.089,0.01,-0.026,-0.083,-0.022,-0.534
Goal 12 Score,0.197,0.505,0.352,-0.417,-0.077,-0.012,-0.058,0.242,-0.556,-0.143,-0.089,1.0,0.366,-0.165,-0.057,-0.719,-0.187
Goal 13 Score,0.168,0.341,-0.025,-0.254,0.652,-0.284,-0.18,0.241,-0.177,0.176,0.01,0.366,1.0,-0.386,-0.52,-0.184,-0.245
Goal 14 Score,-0.061,0.402,0.168,-0.363,0.268,-0.143,-0.139,0.357,-0.332,0.242,-0.026,-0.165,-0.386,1.0,-0.323,-0.342,-0.174
Goal 15 Score,0.256,0.358,-0.141,-0.177,0.396,-0.206,-0.209,0.287,-0.1,-0.056,-0.083,-0.057,-0.52,-0.323,1.0,-0.215,-0.299
Goal 16 Score,0.45,0.842,0.507,-0.774,0.489,-0.365,-0.209,0.45,-0.731,-0.015,-0.022,-0.719,-0.184,-0.342,-0.215,1.0,-0.28
Goal 17 Score,0.298,0.163,-0.493,-0.263,0.276,-0.001,0.659,0.87,-0.437,0.69,-0.534,-0.187,-0.245,-0.174,-0.299,-0.28,1.0
