,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.714,0.243,-0.335,-0.084,0.252,0.883,-0.058,-0.756,0.708,-0.251,0.179,-0.692,-0.126,0.691,-0.498,0.688
Goal 2 Score,0.714,1.0,-0.379,0.551,-0.329,0.073,-0.739,0.434,0.902,-0.738,0.712,0.292,0.342,-0.01,-0.419,0.433,-0.707
Goal 3 Score,0.243,-0.379,1.0,0.586,-0.445,-0.025,0.07,0.728,0.525,-0.069,0.221,0.33,-0.24,-0.245,0.185,0.013,0.137
Goal 4 Score,-0.335,0.551,0.586,1.0,0.729,0.213,0.308,-0.45,-0.664,0.622,-0.13,-0.37,-0.127,-0.123,-0.197,-0.601,0.411
Goal 5 Score,-0.084,-0.329,-0.445,0.729,1.0,-0.019,0.094,0.67,0.348,-0.383,0.311,0.558,-0.151,0.226,0.517,0.394,-0.262
Goal 6 Score,0.252,0.073,-0.025,0.213,-0.019,1.0,-0.079,-0.037,0.151,-0.08,-0.287,-0.254,0.426,0.357,-0.129,0.303,-0.087
Goal 7 Score,0.883,-0.739,0.07,0.308,0.094,-0.079,1.0,-0.138,0.681,-0.824,0.312,-0.155,0.711,0.135,-0.712,0.578,-0.822
Goal 8 Score,-0.058,0.434,0.728,-0.45,0.67,-0.037,-0.138,1.0,-0.388,0.111,-0.536,-0.481,0.271,0.204,-0.268,0.057,0.029
Goal 9 Score,-0.756,0.902,0.525,-0.664,0.348,0.151,0.681,-0.388,1.0,0.691,-0.483,-0.188,-0.422,-0.098,0.378,-0.499,0.607
Goal 10 Score,0.708,-0.738,-0.069,0.622,-0.383,-0.08,-0.824,0.111,0.691,1.0,0.304,0.207,0.493,0.261,-0.298,0.811,-0.923
Goal 11 Score,-0.251,0.712,0.221,-0.13,0.311,-0.287,0.312,-0.536,-0.483,0.304,1.0,-0.497,0.055,0.047,0.234,-0.017,0.409
Goal 12 Score,0.179,0.292,0.33,-0.37,0.558,-0.254,-0.155,-0.481,-0.188,0.207,-0.497,1.0,0.619,0.074,-0.474,-0.153,0.15
Goal 13 Score,-0.692,0.342,-0.24,-0.127,-0.151,0.426,0.711,0.271,-0.422,0.493,0.055,0.619,1.0,-0.449,0.673,-0.497,0.578
Goal 14 Score,-0.126,-0.01,-0.245,-0.123,0.226,0.357,0.135,0.204,-0.098,0.261,0.047,0.074,-0.449,1.0,0.145,-0.593,0.414
Goal 15 Score,0.691,-0.419,0.185,-0.197,0.517,-0.129,-0.712,-0.268,0.378,-0.298,0.234,-0.474,0.673,0.145,1.0,0.176,-0.424
Goal 16 Score,-0.498,0.433,0.013,-0.601,0.394,0.303,0.578,0.057,-0.499,0.811,-0.017,-0.153,-0.497,-0.593,0.176,1.0,0.744
Goal 17 Score,0.688,-0.707,0.137,0.411,-0.262,-0.087,-0.822,0.029,0.607,-0.923,0.409,0.15,0.578,0.414,-0.424,0.744,1.0
