,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.954,0.994,-0.935,0.78,0.738,-0.83,-0.913,-0.772,-0.905,-0.685,0.482,-0.615,-0.521,0.36,0.907,-0.116
Goal 2 Score,0.954,1.0,-0.951,0.891,-0.717,-0.626,0.791,0.855,0.743,0.899,0.681,-0.473,0.582,0.517,-0.389,-0.898,0.039
Goal 3 Score,0.994,-0.951,1.0,0.957,-0.808,-0.76,0.838,0.91,0.777,0.914,0.74,-0.477,0.612,0.518,-0.309,-0.909,0.146
Goal 4 Score,-0.935,0.891,0.957,1.0,0.854,0.867,-0.839,-0.92,-0.689,-0.887,-0.782,0.541,-0.635,-0.618,0.141,0.92,-0.22
Goal 5 Score,0.78,-0.717,-0.808,0.854,1.0,-0.784,0.71,0.858,0.607,0.722,0.694,-0.472,0.525,0.474,-0.041,-0.782,0.288
Goal 6 Score,0.738,-0.626,-0.76,0.867,-0.784,1.0,0.762,0.849,0.568,0.742,0.75,-0.447,0.514,0.549,0.084,-0.812,0.207
Goal 7 Score,-0.83,0.791,0.838,-0.839,0.71,0.762,1.0,-0.869,-0.554,-0.854,-0.594,0.514,-0.574,-0.607,0.236,0.877,0.11
Goal 8 Score,-0.913,0.855,0.91,-0.92,0.858,0.849,-0.869,1.0,-0.647,-0.882,-0.696,0.521,-0.555,-0.617,0.27,0.953,-0.043
Goal 9 Score,-0.772,0.743,0.777,-0.689,0.607,0.568,-0.554,-0.647,1.0,-0.802,-0.73,-0.104,-0.206,0.017,0.268,0.686,0.012
Goal 10 Score,-0.905,0.899,0.914,-0.887,0.722,0.742,-0.854,-0.882,-0.802,1.0,-0.79,0.303,-0.473,-0.397,0.326,0.946,0.019
Goal 11 Score,-0.685,0.681,0.74,-0.782,0.694,0.75,-0.594,-0.696,-0.73,-0.79,1.0,0.126,-0.301,-0.245,-0.009,0.753,-0.089
Goal 12 Score,0.482,-0.473,-0.477,0.541,-0.472,-0.447,0.514,0.521,-0.104,0.303,0.126,1.0,0.829,0.868,-0.145,-0.5,0.261
Goal 13 Score,-0.615,0.582,0.612,-0.635,0.525,0.514,-0.574,-0.555,-0.206,-0.473,-0.301,0.829,1.0,-0.72,0.259,0.551,-0.115
Goal 14 Score,-0.521,0.517,0.518,-0.618,0.474,0.549,-0.607,-0.617,0.017,-0.397,-0.245,0.868,-0.72,1.0,0.157,0.586,-0.059
Goal 15 Score,0.36,-0.389,-0.309,0.141,-0.041,0.084,0.236,0.27,0.268,0.326,-0.009,-0.145,0.259,0.157,1.0,-0.277,-0.315
Goal 16 Score,0.907,-0.898,-0.909,0.92,-0.782,-0.812,0.877,0.953,0.686,0.946,0.753,-0.5,0.551,0.586,-0.277,1.0,0.013
Goal 17 Score,-0.116,0.039,0.146,-0.22,0.288,0.207,0.11,-0.043,0.012,0.019,-0.089,0.261,-0.115,-0.059,-0.315,0.013,1.0
