,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.578,0.429,0.033,-0.388,-0.107,0.566,-0.133,0.382,0.466,0.193,-0.348,0.523,-0.135,0.166,-0.438,-0.022
Goal 2 Score,-0.578,1.0,0.4,-0.257,-0.118,-0.486,0.799,-0.086,0.676,0.678,0.522,-0.286,0.612,-0.339,0.451,-0.711,-0.232
Goal 3 Score,0.429,0.4,1.0,0.547,-0.062,0.17,-0.209,0.117,-0.203,-0.542,0.091,0.475,-0.656,0.061,0.086,0.58,0.132
Goal 4 Score,0.033,-0.257,0.547,1.0,0.517,-0.504,0.33,0.115,0.113,0.424,0.426,-0.445,0.474,-0.327,0.205,-0.551,0.181
Goal 5 Score,-0.388,-0.118,-0.062,0.517,1.0,0.555,-0.024,0.113,-0.149,-0.083,-0.34,-0.131,-0.03,0.619,-0.456,0.265,-0.368
Goal 6 Score,-0.107,-0.486,0.17,-0.504,0.555,1.0,0.675,-0.204,0.654,0.486,0.758,-0.207,0.42,-0.797,0.754,-0.733,0.3
Goal 7 Score,0.566,0.799,-0.209,0.33,-0.024,0.675,1.0,0.252,-0.784,-0.677,-0.609,0.343,-0.631,0.469,-0.615,0.745,0.115
Goal 8 Score,-0.133,-0.086,0.117,0.115,0.113,-0.204,0.252,1.0,0.443,0.221,-0.015,-0.022,0.197,-0.068,0.259,-0.203,-0.257
Goal 9 Score,0.382,0.676,-0.203,0.113,-0.149,0.654,-0.784,0.443,1.0,-0.662,-0.42,0.014,-0.535,0.552,-0.64,0.746,0.228
Goal 10 Score,0.466,0.678,-0.542,0.424,-0.083,0.486,-0.677,0.221,-0.662,1.0,-0.389,0.402,-0.754,0.255,-0.29,0.866,0.273
Goal 11 Score,0.193,0.522,0.091,0.426,-0.34,0.758,-0.609,-0.015,-0.42,-0.389,1.0,0.153,-0.241,0.655,-0.693,0.562,-0.321
Goal 12 Score,-0.348,-0.286,0.475,-0.445,-0.131,-0.207,0.343,-0.022,0.014,0.402,0.153,1.0,0.762,0.086,-0.206,-0.464,0.201
Goal 13 Score,0.523,0.612,-0.656,0.474,-0.03,0.42,-0.631,0.197,-0.535,-0.754,-0.241,0.762,1.0,0.19,-0.139,0.782,0.019
Goal 14 Score,-0.135,-0.339,0.061,-0.327,0.619,-0.797,0.469,-0.068,0.552,0.255,0.655,0.086,0.19,1.0,0.748,-0.548,0.392
Goal 15 Score,0.166,0.451,0.086,0.205,-0.456,0.754,-0.615,0.259,-0.64,-0.29,-0.693,-0.206,-0.139,0.748,1.0,0.475,-0.162
Goal 16 Score,-0.438,-0.711,0.58,-0.551,0.265,-0.733,0.745,-0.203,0.746,0.866,0.562,-0.464,0.782,-0.548,0.475,1.0,-0.001
Goal 17 Score,-0.022,-0.232,0.132,0.181,-0.368,0.3,0.115,-0.257,0.228,0.273,-0.321,0.201,0.019,0.392,-0.162,-0.001,1.0
