,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.5994875337140714,0.9248393141310253,0.8472439505177665,0.531959009897438,0.8277851483231825,0.7990053753143018,0.6389388878586242,0.6444632411668131,0.4321816414362382,0.6921093570879022,-0.7910156993403464,-0.6975443265359077,-0.46069818678540586,-0.15896861775669602,0.6965512065964937,0.13862288466307734
Goal 2 Score,0.5994875337140714,1.0,0.7251883492496232,0.725952020327275,0.5562051937171746,0.7567675194480089,0.5773194146685305,0.6726731973743152,0.7153875100004067,0.36798814195399937,0.6497687018286541,-0.7295399755657207,-0.7031705930380493,-0.29747465705271287,-0.12786079899893324,0.7039627305190149,0.01642187825680638
Goal 3 Score,0.9248393141310253,0.7251883492496232,1.0,0.9033040248684886,0.6886353144641885,0.9229431889166827,0.7834494406415597,0.7260535094183636,0.7951861027729484,0.5012110456644815,0.8136980888734857,-0.8644759778501716,-0.7885246228218862,-0.4205741861209806,-0.22623901422545825,0.7564588488294917,0.12540746460430396
Goal 4 Score,0.8472439505177665,0.725952020327275,0.9033040248684886,1.0,0.7702922415039672,0.8770079962879168,0.7549950872293704,0.730081905265925,0.7126751518670184,0.2542950815872025,0.8933204285534446,-0.7923882046658224,-0.7139408806741314,-0.34029830315821064,-0.1727929086027287,0.7479472868305441,0.1972769641559309
Goal 5 Score,0.531959009897438,0.5562051937171746,0.6886353144641885,0.7702922415039672,1.0,0.7152134226789508,0.5976317941953678,0.6028514573306993,0.6023027568000823,0.0338172970266626,0.8224516522613885,-0.6714754669431182,-0.5702981925363606,0.05453518604801686,-0.051700593088831986,0.5453791775503105,0.5097207789006739
Goal 6 Score,0.8277851483231825,0.7567675194480089,0.9229431889166827,0.8770079962879168,0.7152134226789508,1.0,0.7365780642444841,0.7774963121783065,0.806654825859238,0.42621203547516706,0.8544509956431732,-0.8518123344514706,-0.7763982765751565,-0.2463298369971883,-0.0010732083420992248,0.688401197261944,0.2851073740434587
Goal 7 Score,0.7990053753143018,0.5773194146685305,0.7834494406415597,0.7549950872293704,0.5976317941953678,0.7365780642444841,1.0,0.6710215096782146,0.6224573285877408,0.4082954811051629,0.7188889811562956,-0.6469274729735301,-0.6859285608370735,-0.07747322838963085,-0.018363044811520658,0.6696086375421766,0.25106280856576074
Goal 8 Score,0.6389388878586242,0.6726731973743152,0.7260535094183636,0.730081905265925,0.6028514573306993,0.7774963121783065,0.6710215096782146,1.0,0.78790995078158,0.4616115469658775,0.7350129524496942,-0.8021852454606032,-0.7658346442141235,-0.1623125054203132,0.07004514327325667,0.7741271254220896,0.1763147720240946
Goal 9 Score,0.6444632411668131,0.7153875100004067,0.7951861027729484,0.7126751518670184,0.6023027568000823,0.806654825859238,0.6224573285877408,0.78790995078158,1.0,0.6169218140092432,0.7967373064586477,-0.9091599610831954,-0.8339411586421733,-0.295841004464688,-0.09121828255355412,0.8267481917323874,0.24214997222345974
Goal 10 Score,0.4321816414362382,0.36798814195399937,0.5012110456644815,0.2542950815872025,0.0338172970266626,0.42621203547516706,0.4082954811051629,0.4616115469658775,0.6169218140092432,1.0,0.24667793960044127,-0.5087640058400036,-0.5678035767571965,-0.35243130411305207,0.169637339606097,0.5580274706116913,-0.027367656024503768
