,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.776,0.761,0.404,-0.792,-0.155,-0.557,0.773,-0.862,-0.572,-0.086,0.819,-0.881,-0.665,-0.225,-0.32,0.692
Goal 2 Score,0.776,1.0,-0.675,-0.061,0.65,-0.03,0.826,-0.913,0.934,0.719,-0.267,-0.925,0.936,0.537,0.501,0.521,-0.609
Goal 3 Score,0.761,-0.675,1.0,0.089,0.359,0.29,0.664,-0.664,0.753,0.479,0.203,-0.597,0.675,0.306,0.411,0.407,-0.786
Goal 4 Score,0.404,-0.061,0.089,1.0,0.733,-0.185,-0.009,-0.044,0.221,0.349,0.339,-0.199,0.3,0.563,-0.429,-0.315,0.009
Goal 5 Score,-0.792,0.65,0.359,0.733,1.0,0.03,-0.417,0.652,-0.704,-0.727,-0.079,0.737,-0.788,-0.731,0.134,-0.031,0.355
Goal 6 Score,-0.155,-0.03,0.29,-0.185,0.03,1.0,0.246,0.175,-0.006,0.123,-0.121,0.053,-0.038,0.119,0.16,0.043,0.098
Goal 7 Score,-0.557,0.826,0.664,-0.009,-0.417,0.246,1.0,0.737,-0.822,-0.67,0.212,0.709,-0.759,-0.36,-0.572,-0.549,0.514
Goal 8 Score,0.773,-0.913,-0.664,-0.044,0.652,0.175,0.737,1.0,0.891,0.71,-0.23,-0.924,0.911,0.469,0.412,0.494,-0.597
Goal 9 Score,-0.862,0.934,0.753,0.221,-0.704,-0.006,-0.822,0.891,1.0,-0.735,0.055,0.882,-0.971,-0.61,-0.488,-0.47,0.664
Goal 10 Score,-0.572,0.719,0.479,0.349,-0.727,0.123,-0.67,0.71,-0.735,1.0,-0.161,0.663,-0.753,-0.435,-0.209,-0.07,0.512
Goal 11 Score,-0.086,-0.267,0.203,0.339,-0.079,-0.121,0.212,-0.23,0.055,-0.161,1.0,-0.328,0.109,0.056,0.222,0.463,0.288
Goal 12 Score,0.819,-0.925,-0.597,-0.199,0.737,0.053,0.709,-0.924,0.882,0.663,-0.328,1.0,0.937,0.639,0.328,0.45,-0.534
Goal 13 Score,-0.881,0.936,0.675,0.3,-0.788,-0.038,-0.759,0.911,-0.971,-0.753,0.109,0.937,1.0,-0.628,-0.395,-0.452,0.61
Goal 14 Score,-0.665,0.537,0.306,0.563,-0.731,0.119,-0.36,0.469,-0.61,-0.435,0.056,0.639,-0.628,1.0,0.067,-0.064,0.258
Goal 15 Score,-0.225,0.501,0.411,-0.429,0.134,0.16,-0.572,0.412,-0.488,-0.209,0.222,0.328,-0.395,0.067,1.0,-0.521,0.469
Goal 16 Score,-0.32,0.521,0.407,-0.315,-0.031,0.043,-0.549,0.494,-0.47,-0.07,0.463,0.45,-0.452,-0.064,-0.521,1.0,0.309
Goal 17 Score,0.692,-0.609,-0.786,0.009,0.355,0.098,0.514,-0.597,0.664,0.512,0.288,-0.534,0.61,0.258,0.469,0.309,1.0
