,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.145,0.518,0.041,0.123,0.241,0.607,-0.431,-0.482,0.61,0.275,0.346,-0.113,-0.335,0.281,0.099,0.419
Goal 2 Score,0.145,1.0,0.296,0.331,0.529,-0.483,0.133,0.706,-0.244,0.32,-0.252,0.263,0.534,-0.005,0.567,-0.479,0.34
Goal 3 Score,0.518,0.296,1.0,0.132,-0.421,0.325,-0.411,-0.24,0.706,-0.512,0.224,-0.728,0.024,0.565,-0.682,0.414,-0.811
Goal 4 Score,0.041,0.331,0.132,1.0,0.05,0.104,0.177,-0.182,-0.056,-0.02,-0.016,0.226,-0.366,-0.327,-0.155,0.082,0.217
Goal 5 Score,0.123,0.529,-0.421,0.05,1.0,0.557,-0.718,-0.399,0.606,-0.682,0.57,-0.541,-0.527,0.354,-0.742,0.028,-0.608
Goal 6 Score,0.241,-0.483,0.325,0.104,0.557,1.0,0.228,0.842,-0.178,0.262,-0.298,0.42,0.184,-0.086,0.517,-0.358,0.406
Goal 7 Score,0.607,0.133,-0.411,0.177,-0.718,0.228,1.0,0.056,0.59,-0.773,0.243,-0.565,-0.172,0.429,-0.563,-0.203,-0.62
Goal 8 Score,-0.431,0.706,-0.24,-0.182,-0.399,0.842,0.056,1.0,0.135,-0.054,0.262,-0.308,-0.218,0.035,-0.396,0.544,-0.298
Goal 9 Score,-0.482,-0.244,0.706,-0.056,0.606,-0.178,0.59,0.135,1.0,0.561,-0.36,0.583,0.17,-0.715,0.618,-0.087,0.735
Goal 10 Score,0.61,0.32,-0.512,-0.02,-0.682,0.262,-0.773,-0.054,0.561,1.0,0.018,-0.516,-0.408,0.336,-0.662,0.184,-0.63
Goal 11 Score,0.275,-0.252,0.224,-0.016,0.57,-0.298,0.243,0.262,-0.36,0.018,1.0,0.209,0.157,-0.159,0.351,0.214,0.294
Goal 12 Score,0.346,0.263,-0.728,0.226,-0.541,0.42,-0.565,-0.308,0.583,-0.516,0.209,1.0,0.09,0.649,-0.675,0.288,-0.784
Goal 13 Score,-0.113,0.534,0.024,-0.366,-0.527,0.184,-0.172,-0.218,0.17,-0.408,0.157,0.09,1.0,-0.037,-0.488,0.138,-0.065
Goal 14 Score,-0.335,-0.005,0.565,-0.327,0.354,-0.086,0.429,0.035,-0.715,0.336,-0.159,0.649,-0.037,1.0,0.451,-0.113,0.656
Goal 15 Score,0.281,0.567,-0.682,-0.155,-0.742,0.517,-0.563,-0.396,0.618,-0.662,0.351,-0.675,-0.488,0.451,1.0,0.354,-0.72
Goal 16 Score,0.099,-0.479,0.414,0.082,0.028,-0.358,-0.203,0.544,-0.087,0.184,0.214,0.288,0.138,-0.113,0.354,1.0,0.406
Goal 17 Score,0.419,0.34,-0.811,0.217,-0.608,0.406,-0.62,-0.298,0.735,-0.63,0.294,-0.784,-0.065,0.656,-0.72,0.406,1.0
